SFTGCODE,YEAR,CNSIMR,XXXCIMR,"SFTPUHVL (ETH,REV,REG,GEN)","SFTPUHV3 (ETH,REV,REG) ","SFTPUHV4 (ETH,REV,GEN)",,
TAZ ,1966,175.1,1.602379318,0,0,0,,
TAZ ,1967,170.7,1.65808645,0,0,0,,
TAZ ,1968,166.4,1.618126124,0,0,0,,
TAZ ,1969,162.2,1.610305798,0,0,0,,
TAZ ,1970,158.1,1.624665982,0,0,0,,
TAZ ,1971,154.1,1.637281471,0,0,0,,
TAZ ,1972,150.1,1.698111073,0,0,0,,
TAZ ,1973,146.3,1.711294379,0,0,0,,
TAZ ,1974,142.5,1.727024899,0,0,0,,
TAZ ,1975,138.3,1.711192229,0,0,0,,
TAZ ,1976,134.2,1.596382675,0,0,0,,
TAZ ,1977,130.2,1.604709944,0,0,0,,
TAZ ,1978,133.2,1.757519789,0,0,0,,
TAZ ,1979,131.4,1.811276537,0,0,0,,
TAZ ,1980,129.6,1.892515517,0,0,0,,
TAZ ,1981,127.8,1.972376543,0,0,0,,
TAZ ,1982,126.1,2.059472265,0,0,0,,
TAZ ,1983,124.3,2.113576469,0,0,0,,
TAZ ,1984,122.6,2.152954605,0,0,0,,
TAZ ,1985,120.9,2.173467554,0,0,0,,
TAZ ,1986,119.2,2.262618596,0,0,0,,
TAZ ,1987,117.6,2.300273865,0,0,0,,
TAZ ,1988,116,2.336019339,0,0,0,,
TAZ ,1989,114.4,2.44729802,0,0,0,,
TAZ ,1990,112.8,2.506,0,0,0,,
TAZ ,1991,111.2,2.506197882,0,0,0,,
TAZ ,1992,110.2,2.665940977,0,0,0,,
TAZ ,1993,109.2,2.679587831,0,0,0,,
TAZ ,1994,108.3,2.709887359,0,0,0,,
TAZ ,1995,102.5,2.655954386,0,0,0,,
TAZ ,1996,97,2.579444223,0,0,0,,
TAZ ,1997,91.8,2.643247913,0,0,0,,
TAZ ,1998,86.9,2.593521421,0,0,0,,
TAZ ,1999,82.2,2.523875326,0,0,0,,
TAZ ,2000,78,2.418864412,0,0,0,,
TAZ ,2001,74,2.415877164,0,0,0,,
TAZ ,2002,70.1,2.381663837,0,0,0,,
TAZ ,2003,66.5,2.352899576,0,0,0,,
TAZ ,2004,63.1,2.300291545,0,0,0,,
TAZ ,2005,59.9,2.241017964,0,0,0,,
TAZ ,2006,57.6,2.314457831,0,0,0,,
TAZ ,2007,55.5,2.256358088,0,0,0,,
TAZ ,2008,53.4,2.202228642,0,0,0,,
TAZ ,2009,51.3,2.191207853,0,0,0,,
TAZ ,2010,49.4,2.180052957,0,0,0,,
TAZ ,2011,47.9,2.17324263,0,0,0,,
TAZ ,2012,46.5,2.187764706,0,0,0,,
THI ,1955,96.1,0.971648052,0,0,0,,
THI ,1956,94.4,0.976821192,0,0,0,,
THI ,1957,92.7,0.970083682,0,0,0,,
THI ,1958,91.1,1.001980198,0,0,0,,
THI ,1959,89.4,0.978122949,0,0,0,,
THI ,1960,87.7,0.893710211,0,0,0,,
THI ,1961,86.1,0.724290221,0,0,0,,
THI ,1962,84.4,0.727272727,0,0,0,,
THI ,1963,82.7,0.734677563,0,0,0,,
THI ,1964,81,0.716635712,0,0,0,,
THI ,1965,79.3,0.707540019,1,1,1,,
THI ,1966,77.7,0.711416152,2,2,2,,
THI ,1967,76.1,0.738999514,4,4,4,,
THI ,1968,74.5,0.72426703,6,6,6,,
THI ,1969,72.8,0.722895155,8,8,8,,
THI ,1970,71.2,0.731346352,10,10,10,,
THI ,1971,69.6,0.739677985,13,13,12,,
THI ,1972,68,0.769369981,16,16,15,,
THI ,1973,66.5,0.777329356,19,19,18,,
THI ,1974,64.9,0.785848428,22,22,21,,
THI ,1975,63.3,0.783022954,25,25,24,,
THI ,1976,61.8,0.735245121,29,29,28,,
THI ,1977,60.3,0.743480673,33,33,32,,
THI ,1978,58.8,0.77585752,37,37,36,,
THI ,1979,57.3,0.790046871,40,40,39,,
THI ,1980,55.8,0.815041986,42,42,41,,
THI ,1981,54.4,0.840123457,44,44,43,,
THI ,1982,53.1,0.866759252,45,45,44,,
THI ,1983,51.6,0.877327212,45,45,44,,
THI ,1984,50.2,0.881376767,43,43,42,,
THI ,1985,48.8,0.876685242,41,41,40,,
THI ,1986,47.1,0.8943074,38,38,38,,
THI ,1987,45.5,0.88986698,35,35,35,,
THI ,1988,43.9,0.883561644,32,32,32,,
THI ,1989,42.2,0.903370787,29,29,29,,
THI ,1990,40.9,0.908888889,26,26,26,,
THI ,1991,37.9,0.853955375,22,22,22,,
THI ,1992,35.1,0.849056604,18,18,18,,
THI ,1993,32.5,0.797841021,14,14,14,,
THI ,1994,30.1,0.753942428,11,11,11,,
THI ,1995,27.9,0.722819749,8,8,8,,
THI ,1996,26.9,0.714532642,5,5,5,,
THI ,1997,25.9,0.74517708,2,2,2,,
THI ,1998,24.9,0.743991641,0,0,0,,
THI ,1999,24,0.736987563,0,0,0,,
THI ,2000,23.1,0.717344089,0,0,0,,
THI ,2001,22.4,0.731133617,0,0,0,,
THI ,2002,21.7,0.735483871,0,0,0,,
THI ,2003,21,0.741513437,0,0,0,,
THI ,2004,20.3,0.739795918,2,2,2,,
THI ,2005,19.7,0.735404192,4,4,4,,
THI ,2006,19,0.763855422,8,8,6,,
THI ,2007,18.4,0.749542218,10,10,8,,
THI ,2008,17.8,0.735864631,12,12,10,,
THI ,2009,17.3,0.736662399,14,14,12,,
THI ,2010,16.9,0.746248897,16,16,14,,
THI ,2011,16.4,0.743310658,18,18,16,,
THI ,2012,15.9,0.748235294,20,20,18,,
TKM ,1992,82.1,1.985970005,0,0,0,,
TKM ,1993,78.4,1.924435721,0,0,0,,
TKM ,1994,75,1.876095119,0,0,0,,
TKM ,1995,71.6,1.856420889,0,0,0,,
TKM ,1996,69.4,1.846297035,0,0,0,,
TKM ,1997,67.3,1.937230061,0,0,0,,
TKM ,1998,65.2,1.946559188,0,0,0,,
TKM ,1999,63.2,1.940426839,0,0,0,,
TKM ,2000,61.2,1.899782811,0,0,0,,
TKM ,2001,59.3,1.935968638,0,0,0,,
TKM ,2002,57.4,1.94770798,0,0,0,,
TKM ,2003,55.5,1.962871287,0,0,0,,
TKM ,2004,53.7,1.957725948,0,0,0,,
TKM ,2005,52,1.945733533,0,0,0,,
TKM ,2006,50.3,2.018072289,0,0,0,,
TKM ,2007,48.6,1.975991862,0,0,0,,
TKM ,2008,46.9,1.93726785,0,0,0,,
TKM ,2009,45.4,1.935979513,0,0,0,,
TKM ,2010,43.8,1.934686673,0,0,0,,
TKM ,2011,42.3,1.920181406,0,0,0,,
TKM ,2012,40.9,1.924235294,0,0,0,,
TOG ,1960,164,1.670486376,0,0,0,,
TOG ,1961,162,1.362776025,0,0,0,,
TOG ,1962,161,1.387333046,0,0,0,,
TOG ,1963,160,1.421211583,0,0,0,,
TOG ,1964,158,1.397364465,0,0,0,,
TOG ,1965,157,1.400098096,0,0,0,,
TOG ,1966,156,1.42759094,0,0,0,,
TOG ,1967,155,1.505585236,0,0,0,,
TOG ,1968,154,1.49754461,0,0,0,,
TOG ,1969,153,1.519062748,0,0,0,,
TOG ,1970,152,1.562281603,0,0,0,,
TOG ,1971,147.8,1.570434136,0,0,0,,
TOG ,1972,143.6,1.624703088,0,0,0,,
TOG ,1973,139.6,1.633152015,0,0,0,,
TOG ,1974,135.7,1.644029806,0,0,0,,
TOG ,1975,131.9,1.631627792,0,0,0,,
TOG ,1976,128.1,1.524750119,0,0,0,,
TOG ,1977,124.5,1.535170458,0,0,0,,
TOG ,1978,121,1.596042216,0,0,0,,
TOG ,1979,117.5,1.620347395,0,0,0,,
TOG ,1980,114.2,1.667615918,0,0,0,,
TOG ,1981,110.8,1.709722222,0,0,0,,
TOG ,1982,107.6,1.758679846,0,0,0,,
TOG ,1983,104.6,1.778287852,0,0,0,,
TOG ,1984,101.6,1.784002107,0,0,0,,
TOG ,1985,98.7,1.774402301,0,0,0,,
TOG ,1986,95.9,1.818975332,0,0,0,,
TOG ,1987,93.1,1.821791862,0,0,0,,
TOG ,1988,90.5,1.823126511,0,0,0,,
TOG ,1989,88,1.883146067,0,0,0,,
TOG ,1990,85.6,1.901777778,0,0,0,,
TOG ,1991,83.3,1.877394636,0,0,0,,
TOG ,1992,81.2,1.96298984,0,0,0,,
TOG ,1993,79.7,1.954857704,0,0,0,,
TOG ,1994,78.3,1.959198999,0,0,0,,
TOG ,1995,76.5,1.983413244,0,0,0,,
TOG ,1996,75.3,2.003191065,0,0,0,,
TOG ,1997,74,2.130146847,0,0,0,,
TOG ,1998,72.6,2.167487685,0,0,0,,
TOG ,1999,71.2,2.186396438,0,0,0,,
TOG ,2000,69.8,2.164753335,0,0,0,,
TOG ,2001,68.2,2.228356746,0,0,0,,
TOG ,2002,66.6,2.262478778,0,0,0,,
TOG ,2003,65,2.299504951,0,0,0,,
TOG ,2004,63.4,2.311588921,0,0,0,,
TOG ,2005,61.8,2.313622755,0,0,0,,
TOG ,2006,60.1,2.412048193,0,0,0,,
TOG ,2007,58.4,2.374364191,0,0,0,,
TOG ,2008,56.7,2.340487,0,0,0,,
TOG ,2009,55,2.348271447,0,0,0,,
TOG ,2010,53.2,2.349073257,0,0,0,,
TOG ,2011,51.5,2.334693878,0,0,0,,
TOG ,2012,49.9,2.346823529,0,0,0,,
TRI ,1963,52.3,0.464292059,0,0,0,,
TRI ,1964,51.1,0.452020872,0,0,0,,
TRI ,1965,50,0.445445222,0,0,0,,
TRI ,1966,48.9,0.447586365,0,0,0,,
TRI ,1967,47.9,0.465080136,0,0,0,,
TRI ,1968,46.8,0.455486945,0,0,0,,
TRI ,1969,45.8,0.454725973,0,0,0,,
TRI ,1970,44.8,0.460020555,0,0,0,,
TRI ,1971,43.8,0.465593283,0,0,0,,
TRI ,1972,42.9,0.484899898,0,0,0,,
TRI ,1973,41.9,0.490378429,0,0,0,,
TRI ,1974,41,0.496395469,0,0,0,,
TRI ,1975,40,0.495205098,0,0,0,,
TRI ,1976,39.1,0.465611614,0,0,0,,
TRI ,1977,38.3,0.471610875,0,0,0,,
TRI ,1978,37.4,0.493403694,0,0,0,,
TRI ,1979,36.6,0.503997794,0,0,0,,
TRI ,1980,37.7,0.549981745,0,0,0,,
TRI ,1981,29.9,0.461419753,0,0,0,,
TRI ,1982,29.1,0.474961196,0,0,0,,
TRI ,1983,23.1,0.392246876,0,0,0,,
TRI ,1984,24.1,0.422688559,0,0,0,,
TRI ,1985,21.5,0.386122596,0,0,0,,
TRI ,1986,19.5,0.370588235,0,0,0,,
TRI ,1987,19.6,0.383020344,0,0,0,,
TRI ,1988,23,0.462530218,0,0,0,,
TRI ,1989,17.8,0.380096308,0,0,0,,
TRI ,1990,22.3,0.494888889,0,0,0,,
TRI ,1991,19.2,0.432950192,0,0,0,,
TRI ,1992,19.4,0.468311563,0,0,0,,
TRI ,1993,21.1,0.518155054,0,0,0,,
TRI ,1994,24.2,0.605256571,0,0,0,,
TRI ,1995,30.7,0.794868472,0,0,0,,
TRI ,1996,29.4,0.781810929,0,0,0,,
TRI ,1997,31.5,0.906708897,0,0,0,,
TRI ,1998,31.5,0.939543215,0,0,0,,
TRI ,1999,32.4,0.994011976,0,0,0,,
TRI ,2000,37.9,1.176543593,0,0,0,,
TRI ,2001,33.8,1.10486769,0,0,0,,
TRI ,2002,39.2,1.330730051,0,0,0,,
TRI ,2003,37.6,1.329915134,0,0,0,,
TRI ,2004,36.2,1.318877551,0,0,0,,
TRI ,2005,34.8,1.300523952,0,0,0,,
TRI ,2006,33.5,1.345381526,0,0,0,,
TRI ,2007,32.2,1.31190234,0,0,0,,
TRI ,2008,31.1,1.281881965,0,0,0,,
TRI ,2009,29.9,1.277422108,0,0,0,,
TRI ,2010,28.9,1.27537511,0,0,0,,
TRI ,2011,27.7,1.255782313,0,0,0,,
TRI ,2012,26.7,1.257882353,0,0,0,,
TUN ,1959,199.9,2.186283089,9,9,9,,
TUN ,1960,201.2,2.049503438,9,9,9,,
TUN ,1961,195.1,1.640967403,9,9,9,,
TUN ,1962,188.9,1.627401982,9,9,9,,
TUN ,1963,182.6,1.621602416,9,9,9,,
TUN ,1964,176.2,1.55823826,9,9,9,,
TUN ,1965,169.7,1.513532795,9,9,9,,
TUN ,1966,163.3,1.494486388,9,9,9,,
TUN ,1967,156.8,1.523166586,6,6,6,,
TUN ,1968,150.2,1.460786697,3,3,3,,
TUN ,1969,143.6,1.425238284,0,0,0,,
TUN ,1970,136.8,1.405858171,0,0,0,,
TUN ,1971,130.6,1.3874276,0,0,0,,
TUN ,1972,124.2,1.405157788,0,0,0,,
TUN ,1973,117.8,1.378487454,0,0,0,,
TUN ,1974,111.4,1.349245775,0,0,0,,
TUN ,1975,104.8,1.296912702,0,0,0,,
TUN ,1976,99.2,1.18039029,0,0,0,,
TUN ,1977,93.5,1.153196474,0,0,0,,
TUN ,1978,87.8,1.158311346,0,0,0,,
TUN ,1979,82,1.130548663,0,0,0,,
TUN ,1980,76.2,1.112230741,0,0,0,,
TUN ,1981,71.4,1.102006173,0,0,0,,
TUN ,1982,66.6,1.088309779,0,0,0,,
TUN ,1983,61.8,1.05041231,0,0,0,,
TUN ,1984,56.9,0.999209764,0,0,0,,
TUN ,1985,52.8,0.949487687,0,0,0,,
TUN ,1986,51.6,0.978747628,0,0,0,,
TUN ,1987,50.4,0.98513302,0,0,0,,
TUN ,1988,49.2,0.99093473,0,0,0,,
TUN ,1989,48.1,1.028571429,0,0,0,,
TUN ,1990,46.9,1.042888889,0,0,0,,
TUN ,1991,45.8,1.032905116,0,0,0,,
TUN ,1992,44.8,1.082728592,0,0,0,,
TUN ,1993,43.7,1.072374877,0,0,0,,
TUN ,1994,42.7,1.068585732,0,0,0,,
TUN ,1995,41.7,1.080730854,0,0,0,,
TUN ,1996,40.8,1.083632496,0,0,0,,
TUN ,1997,39.8,1.146559171,0,0,0,,
TUN ,1998,38.9,1.16166592,0,0,0,,
TUN ,1999,38,1.16781821,0,0,0,,
TUN ,2000,37.5,1.164753335,0,0,0,,
TUN ,2001,36.2,1.18327344,0,0,0,,
TUN ,2002,35.4,1.202037351,0,0,0,,
TUN ,2003,35.1,1.241867044,0,0,0,,
TUN ,2004,33.9,1.233600583,0,0,0,,
TUN ,2005,32.9,1.229416168,0,0,0,,
TUN ,2006,31,1.245381526,0,0,0,,
TUN ,2007,29.5,1.20162767,0,0,0,,
TUN ,2008,29.1,1.200577796,0,0,0,,
TUN ,2009,28,1.192915066,0,0,0,,
TUN ,2010,26.9,1.186672551,0,0,0,,
TUN ,2011,25.9,1.175510204,0,0,0,,
TUN ,2012,25,1.175529412,0,0,0,,
TUR ,1955,173.3,1.751250821,0,0,0,,
TUR ,1956,170.2,1.760761589,0,0,0,,
TUR ,1957,167,1.747280335,0,0,0,,
TUR ,1958,163.9,1.803190319,0,0,0,,
TUR ,1959,160.8,1.758586743,0,0,0,,
TUR ,1960,157.6,1.605296664,0,0,0,,
TUR ,1961,154.4,1.298927445,0,0,0,,
TUR ,1962,151.2,1.302886687,0,0,0,,
TUR ,1963,148,1.314354237,0,0,0,,
TUR ,1964,144.7,1.280003538,0,0,0,,
TUR ,1965,141.5,1.261604316,0,0,0,,
TUR ,1966,138.5,1.267261496,0,0,0,,
TUR ,1967,135.1,1.312384653,0,0,0,,
TUR ,1968,131.9,1.282539991,0,0,0,,
TUR ,1969,128.7,1.277402701,0,0,0,,
TUR ,1970,125.5,1.289825283,0,0,0,,
TUR ,1971,125.3,1.331951751,4,4,0,,
TUR ,1972,125.1,1.415224522,4,4,0,,
TUR ,1973,125,1.462010879,4,4,0,,
TUR ,1974,124.8,1.512449264,4,4,0,,
TUR ,1975,120.2,1.486728949,4,4,0,,
TUR ,1976,115.4,1.372917658,4,4,0,,
TUR ,1977,110.2,1.35860921,4,4,0,,
TUR ,1978,105.3,1.388654354,4,4,0,,
TUR ,1979,100.3,1.38282327,4,4,0,,
TUR ,1980,95.3,1.39218693,8,8,0,,
TUR ,1981,91,1.403703704,8,8,0,,
TUR ,1982,86.8,1.417858018,8,8,0,,
TUR ,1983,82.8,1.407464082,8,8,0,,
TUR ,1984,79,1.386601106,10,10,2,,
TUR ,1985,75.3,1.353765954,12,12,4,,
TUR ,1986,71.8,1.362808349,10,10,6,,
TUR ,1987,68.5,1.339788732,12,12,8,,
TUR ,1988,65.3,1.315672845,14,14,10,,
TUR ,1989,62.3,1.332691279,16,16,12,,
TUR ,1990,59.4,1.319333333,18,18,14,,
TUR ,1991,56.6,1.275636692,21,21,17,,
TUR ,1992,54,1.305273343,24,24,20,,
TUR ,1993,51.4,1.261776251,27,27,23,,
TUR ,1994,49,1.227033792,30,30,26,,
TUR ,1995,46.7,1.210833225,29,29,29,,
TUR ,1996,44.5,1.184151044,32,32,32,,
TUR ,1997,42.4,1.221998272,35,35,35,,
TUR ,1998,40.4,1.20734438,38,38,38,,
TUR ,1999,38.5,1.183172117,39,39,39,,
TUR ,2000,36.7,1.139000931,40,40,40,,
TUR ,2001,35.2,1.151257759,38,38,38,,
TUR ,2002,33.8,1.148726655,36,36,36,,
TUR ,2003,32.5,1.148514852,34,34,34,,
TUR ,2004,31.2,1.135932945,34,34,34,,
TUR ,2005,29.9,1.119760479,35,35,35,,
TUR ,2006,28.8,1.157831325,35,35,35,,
TUR ,2007,27.8,1.130010173,35,35,35,,
TUR ,2008,26.8,1.104416013,35,35,35,,
TUR ,2009,25.8,1.100298762,35,35,35,,
TUR ,2010,24.8,1.096204766,35,35,35,,
TUR ,2011,23.9,1.085714286,35,35,35,,
TUR ,2012,23.1,1.085647059,35,35,35,,
UAE ,1972,50.6,0.572785884,0,0,0,,
UAE ,1973,48.9,0.571796222,0,0,0,,
UAE ,1974,47.1,0.570788151,0,0,0,,
UAE ,1975,45.3,0.561034461,0,0,0,,
UAE ,1976,43.8,0.520704427,0,0,0,,
UAE ,1977,42.2,0.52006658,0,0,0,,
UAE ,1978,40.6,0.535620053,0,0,0,,
UAE ,1979,39,0.537772264,0,0,0,,
UAE ,1980,37.4,0.546476816,0,0,0,,
UAE ,1981,35.6,0.55,0,0,0,,
UAE ,1982,33.8,0.552896005,0,0,0,,
UAE ,1983,32.1,0.544929015,0,0,0,,
UAE ,1984,30.6,0.537536219,0,0,0,,
UAE ,1985,29.2,0.524357361,0,0,0,,
UAE ,1986,28.1,0.533776091,0,0,0,,
UAE ,1987,27.1,0.529538341,0,0,0,,
UAE ,1988,26.1,0.524979855,0,0,0,,
UAE ,1989,25.1,0.53611557,0,0,0,,
UAE ,1990,24.1,0.535555556,0,0,0,,
UAE ,1991,23.3,0.524904215,0,0,0,,
UAE ,1992,22.5,0.544025157,0,0,0,,
UAE ,1993,21.7,0.532630029,0,0,0,,
UAE ,1994,20.9,0.524155194,0,0,0,,
UAE ,1995,20.3,0.525333679,0,0,0,,
UAE ,1996,19.6,0.519877676,0,0,0,,
UAE ,1997,18.9,0.543910164,0,0,0,,
UAE ,1998,18.2,0.544260337,0,0,0,,
UAE ,1999,17.6,0.540457546,0,0,0,,
UAE ,2000,17,0.527769159,0,0,0,,
UAE ,2001,16.5,0.538712839,0,0,0,,
UAE ,2002,15.9,0.540237691,0,0,0,,
UAE ,2003,15.4,0.544908062,0,0,0,,
UAE ,2004,14.9,0.542274053,0,0,0,,
UAE ,2005,14.4,0.537799401,0,0,0,,
UAE ,2006,14,0.560240964,0,0,0,,
UAE ,2007,13.5,0.550152594,0,0,0,,
UAE ,2008,13.1,0.541064796,0,0,0,,
UAE ,2009,12.7,0.54204012,0,0,0,,
UAE ,2010,12.3,0.542806708,0,0,0,,
UAE ,2011,11.9,0.541496599,0,0,0,,
UAE ,2012,11.6,0.545411765,0,0,0,,
UGA ,1963,128,1.136969266,0,0,0,,
UGA ,1964,126.7,1.120279473,0,0,0,,
UGA ,1965,125.3,1.117581487,0,0,0,,
UGA ,1966,124,1.134294212,4,4,3,,
UGA ,1967,122.6,1.190675085,8,8,3,,
UGA ,1968,121.2,1.178587057,12,12,3,,
UGA ,1969,119.8,1.189733916,16,16,3,,
UGA ,1970,118.3,1.216032888,16,16,3,,
UGA ,1971,128.2,1.362134014,19,16,6,,
UGA ,1972,128.1,1.448931116,22,16,9,,
UGA ,1973,128.2,1.499210388,25,16,12,,
UGA ,1974,128.3,1.554855516,28,16,15,,
UGA ,1975,128.7,1.592154922,31,16,18,,
UGA ,1976,132.5,1.576035221,34,16,21,,
UGA ,1977,134,1.652302571,37,16,24,,
UGA ,1978,137.6,1.815699208,40,16,27,,
UGA ,1979,137.2,1.891783843,43,16,30,,
UGA ,1980,130,1.897918949,46,19,33,,
UGA ,1981,129.8,2.003703704,45,18,33,,
UGA ,1982,129.2,2.110121722,44.5,17,36.5,,
UGA ,1983,128.4,2.182946527,44,16,40,,
UGA ,1984,127.7,2.241987883,43.5,15,43.5,,
UGA ,1985,127,2.282221823,47.5,19,46.5,,
UGA ,1986,109.7,2.081973435,47.5,22,46.5,,
UGA ,1987,107.2,2.097809077,47.5,25,46.5,,
UGA ,1988,104.8,2.111603546,46.5,27,45.5,,
UGA ,1989,102.5,2.192830391,45.5,29,44.5,,
UGA ,1990,100.1,2.225333333,45.5,32,44.5,,
UGA ,1991,97.9,2.205995042,45.5,35,44.5,,
UGA ,1992,95.7,2.314223512,44.5,37,43.5,,
UGA ,1993,93.5,2.293915604,43.5,39,42.5,,
UGA ,1994,91.4,2.287609512,42.5,41,41.5,,
UGA ,1995,89.3,2.314889206,41.5,40,40.5,,
UGA ,1996,88.7,2.358994815,40.5,39,39.5,,
UGA ,1997,88.1,2.537575583,39,38,38,,
UGA ,1998,87.6,2.614420063,37.5,37,36.5,,
UGA ,1999,87,2.67280823,36,36,35,,
UGA ,2000,86.5,2.684765746,34,34,34,,
UGA ,2001,86,2.810846129,33,33,33,,
UGA ,2002,83.8,2.84516129,32,32,32,,
UGA ,2003,81.6,2.885077794,32,32,32,,
UGA ,2004,79.5,2.895408163,32,32,32,,
UGA ,2005,77.4,2.895209581,31,31,31,,
UGA ,2006,75.3,3.025301205,30,30,30,,
UGA ,2007,73.4,2.98474059,28,28,28,,
UGA ,2008,71.4,2.947172926,26,26,26,,
UGA ,2009,69.5,2.967562954,24,24,24,,
UGA ,2010,67.7,2.987643425,22,22,22,,
UGA ,2011,65.9,2.989115646,20,20,20,,
UGA ,2012,64.2,3.019764706,18,18,18,,
UK ,1955,25.8,0.260777278,0,0,0,,
UK ,1956,24.4,0.252483444,0,0,0,,
UK ,1957,24,0.251046025,0,0,0,,
UK ,1958,23.4,0.257425743,0,0,0,,
UK ,1959,23.1,0.252679939,0,0,0,,
UK ,1960,22.4,0.228163993,0,0,0,,
UK ,1961,22.1,0.185909569,0,0,0,,
UK ,1962,22.4,0.19302025,0,0,0,,
UK ,1963,21.7,0.192751821,0,0,0,,
UK ,1964,20.6,0.182188025,0,0,0,,
UK ,1965,19.6,0.174789316,0,0,0,,
UK ,1966,19.6,0.17936399,0,0,0,,
UK ,1967,18.8,0.182612919,0,0,0,,
UK ,1968,18.7,0.181844703,0,0,0,,
UK ,1969,18.6,0.184670373,0,0,0,,
UK ,1970,18.5,0.190133607,0,0,0,,
UK ,1971,17.9,0.190233275,1,1,1,,
UK ,1972,17.5,0.197941409,2,2,2,,
UK ,1973,17.2,0.20120489,3,3,3,,
UK ,1974,16.8,0.203550009,4,4,4,,
UK ,1975,16,0.197983048,5,5,5,,
UK ,1976,14.5,0.172536887,6,6,6,,
UK ,1977,14.1,0.173848715,7,7,7,,
UK ,1978,13.3,0.175461741,8,8,8,,
UK ,1979,12.9,0.17783292,9,9,9,,
UK ,1980,12.2,0.178167214,10,10,10,,
UK ,1981,11.2,0.172839506,11,11,11,,
UK ,1982,11,0.179723879,12,12,12,,
UK ,1983,10.1,0.1717249,12,12,12,,
UK ,1984,9.6,0.168583721,12,12,12,,
UK ,1985,9.4,0.168973575,12,12,12,,
UK ,1986,9.5,0.180265655,11,11,11,,
UK ,1987,9.1,0.17801252,10,10,10,,
UK ,1988,9,0.181305399,9,9,9,,
UK ,1989,8.4,0.179775281,8,8,8,,
UK ,1990,7.9,0.175555556,7,7,7,,
UK ,1991,7.3,0.164976335,6,6,6,,
UK ,1992,6.5,0.15820029,5,5,5,,
UK ,1993,6.3,0.153827282,4,4,4,,
UK ,1994,6.2,0.153942428,3,3,3,,
UK ,1995,6.1,0.158351691,2,2,2,,
UK ,1996,6.1,0.162212472,1,1,1,,
UK ,1997,5.8,0.167578462,0,0,0,,
UK ,1998,5.7,0.168681893,0,0,0,,
UK ,1999,5.7,0.175341624,0,0,0,,
UK ,2000,5.5,0.170648464,0,0,0,,
UK ,2001,5.4,0.177393009,0,0,0,,
UK ,2002,5.3,0.179626486,0,0,0,,
UK ,2003,5.4,0.190947666,0,0,0,,
UK ,2004,5.2,0.18877551,0,0,0,,
UK ,2005,5.1,0.190868264,0,0,0,,
UK ,2006,5.1,0.204016064,0,0,0,,
UK ,2007,4.9,0.199796541,0,0,0,,
UK ,2008,4.8,0.199339662,0,0,0,,
UK ,2009,4.8,0.203158344,0,0,0,,
UK ,2010,4.7,0.206972639,0,0,0,,
UK ,2011,4.6,0.20952381,0,0,0,,
UK ,2012,4.6,0.214588235,0,0,0,,
UKR ,1992,13.7,0.331881955,0,0,0,,
UKR ,1993,14.6,0.359175662,0,0,0,,
UKR ,1994,14.3,0.35844806,0,0,0,,
UKR ,1995,14.5,0.375016198,0,0,0,,
UKR ,1996,14.2,0.376811594,0,0,0,,
UKR ,1997,13.9,0.399078606,0,0,0,,
UKR ,1998,12.6,0.377071205,0,0,0,,
UKR ,1999,12.6,0.386304314,0,0,0,,
UKR ,2000,11.9,0.370462302,0,0,0,,
UKR ,2001,11.3,0.369160405,0,0,0,,
UKR ,2002,10.5,0.356196944,0,0,0,,
UKR ,2003,9.9,0.349717115,0,0,0,,
UKR ,2004,9.6,0.348760933,0,0,0,,
UKR ,2005,10,0.373128743,0,0,0,,
UKR ,2006,9.7,0.391164659,0,0,0,,
UKR ,2007,9.5,0.386571719,0,0,0,,
UKR ,2008,9.2,0.380932728,0,0,0,,
UKR ,2009,9,0.383269313,0,0,0,,
UKR ,2010,8.7,0.385260371,0,0,0,,
UKR ,2011,8.5,0.387301587,0,0,0,,
UKR ,2012,8.4,0.394352941,0,0,0,,
URU ,1955,47,0.475059382,0,0,0,,
URU ,1956,44,0.455298013,0,0,0,,
URU ,1957,53,0.554393305,0,0,0,,
URU ,1958,49,0.539053905,0,0,0,,
URU ,1959,57,0.623495953,0,0,0,,
URU ,1960,47,0.478736949,0,0,0,,
URU ,1961,48.8,0.410515247,0,0,0,,
URU ,1962,48.9,0.421370099,0,0,0,,
URU ,1963,48.5,0.430804761,0,0,0,,
URU ,1964,50.8,0.449279208,0,0,0,,
URU ,1965,55.7,0.4967227,0,0,0,,
URU ,1966,49.8,0.455730954,0,0,0,,
URU ,1967,58.2,0.565322972,0,0,0,,
URU ,1968,61.9,0.601935139,0,0,0,,
URU ,1969,52.1,0.517275616,0,0,0,,
URU ,1970,50.2,0.515930113,0,0,0,,
URU ,1971,47.6,0.505871725,3,3,0,,
URU ,1972,49.6,0.561022509,7,7,0,,
URU ,1973,50.2,0.587237527,11,11,0,,
URU ,1974,48.1,0.582783062,11,11,0,,
URU ,1975,48.6,0.601373507,11,11,0,,
URU ,1976,45.9,0.546168491,11,11,0,,
URU ,1977,48.5,0.59799026,11,11,0,,
URU ,1978,43.1,0.568601583,11,11,0,,
URU ,1979,39.6,0.545905707,11,11,0,,
URU ,1980,37.6,0.549105513,11,11,0,,
URU ,1981,33.4,0.515432099,11,11,0,,
URU ,1982,29.9,0.48852218,11,11,0,,
URU ,1983,28.6,0.486270509,11,11,0,,
URU ,1984,29,0.509263324,11,11,0,,
