SFTGCODE,SFTGNAME,YEAR,CNSIMR,XXXCIMR
SWD,Sweden,1966,12.6,0.1194822436
SWD,Sweden,1967,12.9,0.1293881645
SWD,Sweden,1968,13.1,0.1308887446
SWD,Sweden,1969,11.7,0.1171171171
SWD,Sweden,1970,11.0,0.1138127263
SWD,Sweden,1971,11.1,0.1192778852
SWD,Sweden,1972,10.8,0.1221581269
SWD,Sweden,1973,9.9,0.1158097912
SWD,Sweden,1974,9.6,0.1163142909
SWD,Sweden,1975,8.6,0.1064158881
SWD,Sweden,1976,8.3,0.0995681382
SWD,Sweden,1977,8.0,0.0986375686
SWD,Sweden,1978,7.8,0.1029023747
SWD,Sweden,1979,7.5,0.1033912324
SWD,Sweden,1980,6.9,0.1007667032
SWD,Sweden,1981,6.9,0.1070987654
SWD,Sweden,1982,6.9,0.1119189609
SWD,Sweden,1983,7.0,0.1196973561
SWD,Sweden,1984,6.4,0.1123891474
SWD,Sweden,1985,6.8,0.1215062461
SWD,Sweden,1986,5.9,0.1121406959
SWD,Sweden,1987,6.1,0.1189504373
SWD,Sweden,1988,5.8,0.1168322794
SWD,Sweden,1989,5.8,0.1234884965
SWD,Sweden,1990,6.0,0.1324444444
SWD,Sweden,1991,5.2,0.1160493827
SWD,Sweden,1992,4.6,0.110546686
SWD,Sweden,1993,4.1,0.0993621197
SWD,Sweden,1994,3.8,0.0946182728
SWD,Sweden,1995,3.5,0.0909793814
SWD,Sweden,1996,3.3,0.0861319637
SWD,Sweden,1997,3.0,0.0851602024
SWD,Sweden,1998,3.0,0.0874203586
SWD,Sweden,1999,2.9,0.0896668202
SWD,Sweden,2000,3.0,0.0924604406
SWD,Sweden,2001,3.2,0.104214309
SWD,Sweden,2002,2.8,0.0957555178
SWD,Sweden,2003,3.2,0.1113861386
SWD,Sweden,2004,3.1,0.1140670554
SWD,Sweden,2005,2.4,0.0909431138
SWD,Sweden,2006,2.9,0.1148594378
SWD,Sweden,2007,2.5,0.1021363174
SWD,Sweden,2008,2.5,0.1031778787
SWD,Sweden,2009,2.5,0.1071276142
SWD,Sweden,2010,2.6,0.1138570168
SWD,Sweden,2011,2.1,0.0938496583
SWD,Sweden,2012,2.6,0.1228153047
SWD,Sweden,2013,2.6,0.127482226
SWD,Sweden,2014,2.6,0.1325516187
SWZ,Switzerland,1955,26.5,0.2677515541
SWZ,Switzerland,1956,25.8,0.2666391497
SWZ,Switzerland,1957,22.9,0.2394351464
SWZ,Switzerland,1958,22.2,0.2474123539
SWZ,Switzerland,1959,22.2,0.2413286142
SWZ,Switzerland,1960,21.1,0.2150241915
SWZ,Switzerland,1961,21.0,0.1780149051
SWZ,Switzerland,1962,21.2,0.1829563115
SWZ,Switzerland,1963,20.5,0.1875486738
SWZ,Switzerland,1964,19.0,0.1761210658
SWZ,Switzerland,1965,17.8,0.1604821661
SWZ,Switzerland,1966,17.1,0.1620596463
SWZ,Switzerland,1967,17.5,0.1753259779
SWZ,Switzerland,1968,16.1,0.160563521
SWZ,Switzerland,1969,15.4,0.1536536537
SWZ,Switzerland,1970,15.1,0.155819969
SWZ,Switzerland,1971,14.4,0.1543090479
SWZ,Switzerland,1972,13.3,0.1505485805
SWZ,Switzerland,1973,13.2,0.1541790957
SWZ,Switzerland,1974,12.5,0.1509662567
SWZ,Switzerland,1975,10.7,0.1328961208
SWZ,Switzerland,1976,10.7,0.1288387716
SWZ,Switzerland,1977,9.8,0.1204611306
SWZ,Switzerland,1978,9.0,0.1187335092
SWZ,Switzerland,1979,8.0,0.1102839813
SWZ,Switzerland,1980,9.1,0.1328952172
SWZ,Switzerland,1981,8.0,0.1234567901
SWZ,Switzerland,1982,8.0,0.1307082755
SWZ,Switzerland,1983,8.0,0.1360197229
SWZ,Switzerland,1984,7.0,0.12292563
SWZ,Switzerland,1985,6.9,0.1240226476
SWZ,Switzerland,1986,6.8,0.1285930408
SWZ,Switzerland,1987,6.8,0.1321671526
SWZ,Switzerland,1988,6.8,0.1365050688
SWZ,Switzerland,1989,7.3,0.1562332798
SWZ,Switzerland,1990,6.0,0.1322222222
SWZ,Switzerland,1991,5.7,0.1288439955
SWZ,Switzerland,1992,5.6,0.1352201258
SWZ,Switzerland,1993,5.5,0.134936212
SWZ,Switzerland,1994,4.4,0.1093867334
SWZ,Switzerland,1995,4.3,0.1110824742
SWZ,Switzerland,1996,4.2,0.1106282102
SWZ,Switzerland,1997,4.2,0.116638561
SWZ,Switzerland,1998,4.3,0.1265372648
SWZ,Switzerland,1999,4.2,0.1283586673
SWZ,Switzerland,2000,4.3,0.1327955321
SWZ,Switzerland,2001,4.4,0.1427638027
SWZ,Switzerland,2002,4.3,0.1466893039
SWZ,Switzerland,2003,3.9,0.1371994342
SWZ,Switzerland,2004,3.8,0.1373906706
SWZ,Switzerland,2005,3.9,0.1452095808
SWZ,Switzerland,2006,4.0,0.159437751
SWZ,Switzerland,2007,3.9,0.1603255341
SWZ,Switzerland,2008,3.9,0.1588939331
SWZ,Switzerland,2009,4.1,0.1745625267
SWZ,Switzerland,2010,4.0,0.1760812004
SWZ,Switzerland,2011,3.9,0.1790432802
SWZ,Switzerland,2012,3.9,0.1823334908
SWZ,Switzerland,2013,3.8,0.1863201765
SWZ,Switzerland,2014,3.7,0.1901605914
SYR,Syria,1955,146.0,1.475615303
SYR,Syria,1956,142.8,1.4738417088
SYR,Syria,1957,139.7,1.4607740586
SYR,Syria,1958,136.5,1.518753478
SYR,Syria,1959,133.3,1.4512387694
SYR,Syria,1960,130.1,1.3247771836
SYR,Syria,1961,126.8,1.0741869919
SYR,Syria,1962,123.4,1.0657054049
SYR,Syria,1963,120.2,1.1011040359
SYR,Syria,1964,117.1,1.0872713768
SYR,Syria,1965,113.4,1.0201952053
SYR,Syria,1966,110.2,1.0451851501
SYR,Syria,1967,106.7,1.0705115346
SYR,Syria,1968,103.4,1.0328221012
SYR,Syria,1969,100.0,1.001001001
SYR,Syria,1970,96.7,1
SYR,Syria,1971,93.4,1.0035460993
SYR,Syria,1972,90.2,1.0196810316
SYR,Syria,1973,86.9,1.0166695912
SYR,Syria,1974,83.6,1.0133882595
SYR,Syria,1975,80.4,0.9944935965
SYR,Syria,1976,77.4,0.9286228407
SYR,Syria,1977,74.4,0.9173293878
SYR,Syria,1978,71.4,0.9418205805
SYR,Syria,1979,68.4,0.9423766198
SYR,Syria,1980,65.3,0.9539247901
SYR,Syria,1981,57.9,0.8932098765
SYR,Syria,1982,55.1,0.8997630913
SYR,Syria,1983,52.4,0.8910992094
SYR,Syria,1984,49.9,0.8761085258
SYR,Syria,1985,47.1,0.8467691202
SYR,Syria,1986,44.5,0.8413388805
SYR,Syria,1987,42.0,0.816909621
SYR,Syria,1988,37.5,0.7523838201
SYR,Syria,1989,33.5,0.7158908507
SYR,Syria,1990,32.4,0.7188888889
SYR,Syria,1991,31.2,0.701010101
SYR,Syria,1992,30.2,0.729317852
SYR,Syria,1993,29.1,0.7139352306
SYR,Syria,1994,28.1,0.7031289111
SYR,Syria,1995,27.1,0.6989690722
SYR,Syria,1996,26.2,0.6895825102
SYR,Syria,1997,25.3,0.7105115233
SYR,Syria,1998,24.4,0.7230700845
SYR,Syria,1999,23.6,0.7234761247
SYR,Syria,2000,22.7,0.7055538318
SYR,Syria,2001,22.0,0.7174126103
SYR,Syria,2002,21.2,0.7202037351
SYR,Syria,2003,20.5,0.7245403112
SYR,Syria,2004,19.8,0.7212099125
SYR,Syria,2005,19.1,0.7151946108
SYR,Syria,2006,18.5,0.7417670683
SYR,Syria,2007,17.9,0.7267548321
SYR,Syria,2008,17.3,0.7123400743
SYR,Syria,2009,16.7,0.7123346137
SYR,Syria,2010,16.1,0.7118270079
SYR,Syria,2011,15.6,0.7120728929
SYR,Syria,2012,15.8,0.7458667926
SYR,Syria,2013,15.8,0.7746996813
SYR,Syria,2014,15.8,0.8049961764
TAJ,Tajikistan,1992,67.9,1.6434446057
TAJ,Tajikistan,1993,73.9,1.8128066732
TAJ,Tajikistan,1994,61.9,1.5489361702
TAJ,Tajikistan,1995,49.3,1.2706185567
TAJ,Tajikistan,1996,58.0,1.5279863032
TAJ,Tajikistan,1997,51.0,1.4322653176
TAJ,Tajikistan,1998,52.0,1.541858053
TAJ,Tajikistan,1999,43.5,1.3360970367
TAJ,Tajikistan,2000,50.6,1.5693453304
TAJ,Tajikistan,2001,55.1,1.7997386475
TAJ,Tajikistan,2002,52.5,1.7833616299
TAJ,Tajikistan,2003,55.2,1.9519094767
TAJ,Tajikistan,2004,47.9,1.7441690962
TAJ,Tajikistan,2005,46.4,1.7369011976
TAJ,Tajikistan,2006,45.0,1.8072289157
TAJ,Tajikistan,2007,43.6,1.7757884028
TAJ,Tajikistan,2008,42.3,1.7461824185
TAJ,Tajikistan,2009,41.0,1.7511737089
TAJ,Tajikistan,2010,39.8,1.7555163283
TAJ,Tajikistan,2011,38.5,1.755808656
TAJ,Tajikistan,2012,37.3,1.7633443552
TAJ,Tajikistan,2013,36.2,1.7729835744
TAJ,Tajikistan,2014,35.0,1.7858781545
TAW,Taiwan,1955,73.8,0.7459443069
TAW,Taiwan,1956,71.8,0.7408936126
TAW,Taiwan,1957,74.6,0.780334728
TAW,Taiwan,1958,75.8,0.8436282693
TAW,Taiwan,1959,71.7,0.7808331065
TAW,Taiwan,1960,64.9,0.6610644258
TAW,Taiwan,1961,65.4,0.5538617886
TAW,Taiwan,1962,62.5,0.5396304611
TAW,Taiwan,1963,56.9,0.5213248431
TAW,Taiwan,1964,51.1,0.4744220592
TAW,Taiwan,1965,47.3,0.4254936356
TAW,Taiwan,1966,44.2,0.4191361244
TAW,Taiwan,1967,42.3,0.4242728185
TAW,Taiwan,1968,42.7,0.4266373582
TAW,Taiwan,1969,38.9,0.3893893894
TAW,Taiwan,1970,34.8,0.3600620797
TAW,Taiwan,1971,32.0,0.3438641737
TAW,Taiwan,1972,32.8,0.3709987558
TAW,Taiwan,1973,32.4,0.3790138621
TAW,Taiwan,1974,28.0,0.3392500151
TAW,Taiwan,1975,24.3,0.3006867537
TAW,Taiwan,1976,23.5,0.2819097889
TAW,Taiwan,1977,25.1,0.3094753714
TAW,Taiwan,1978,24.5,0.3232189974
TAW,Taiwan,1979,23.7,0.3267162945
TAW,Taiwan,1980,22.5,0.3285870756
TAW,Taiwan,1981,22.3,0.3441358025
TAW,Taiwan,1982,21.7,0.3545461972
TAW,Taiwan,1983,21.3,0.3621525121
TAW,Taiwan,1984,20.9,0.3670208096
TAW,Taiwan,1985,20.5,0.3684730835
TAW,Taiwan,1986,20.1,0.3801059002
TAW,Taiwan,1987,19.7,0.3828960155
TAW,Taiwan,1988,19.3,0.387433504
TAW,Taiwan,1989,18.9,0.404494382
TAW,Taiwan,1990,18.5,0.4117777778
TAW,Taiwan,1991,15.3,0.3441077441
TAW,Taiwan,1992,12.7,0.3067247218
TAW,Taiwan,1993,10.5,0.2578508342
TAW,Taiwan,1994,9.0,0.2245306633
TAW,Taiwan,1995,8.4,0.2175257732
TAW,Taiwan,1996,8.0,0.2096667984
TAW,Taiwan,1997,7.5,0.2107925801
TAW,Taiwan,1998,7.1,0.2112905616
TAW,Taiwan,1999,6.8,0.2081989866
TAW,Taiwan,2000,6.3,0.195159789
TAW,Taiwan,2001,6.0,0.196341065
TAW,Taiwan,2002,5.7,0.1918505942
TAW,Taiwan,2003,5.5,0.1955445545
TAW,Taiwan,2004,5.4,0.1967930029
TAW,Taiwan,2005,5.7,0.2148203593
TAW,Taiwan,2006,5.3,0.2140562249
TAW,Taiwan,2007,5.1,0.2079348932
TAW,Taiwan,2008,5.0,0.2075938919
TAW,Taiwan,2009,4.8,0.2061459667
TAW,Taiwan,2010,4.7,0.2091791703
TAW,Taiwan,2011,4.7,0.2127562642
TAW,Taiwan,2012,4.6,0.2177609825
TAW,Taiwan,2013,4.6,0.2230938956
TAW,Taiwan,2014,4.5,0.2289064491
TAZ,Tanzania,1962,193.7,1.672336384
TAZ,Tanzania,1963,188.9,1.7306335609
TAZ,Tanzania,1964,184.2,1.7100547767
TAZ,Tanzania,1965,179.7,1.6164260334
TAZ,Tanzania,1966,175.1,1.6604238775
TAZ,Tanzania,1967,170.7,1.7121364092
TAZ,Tanzania,1968,166.4,1.6625868012
TAZ,Tanzania,1969,162.2,1.6235235235
TAZ,Tanzania,1970,158.1,1.6355923435
TAZ,Tanzania,1971,154.1,1.655491081
TAZ,Tanzania,1972,150.1,1.6981110734
TAZ,Tanzania,1973,146.3,1.7112943791
TAZ,Tanzania,1974,142.5,1.7270248985
TAZ,Tanzania,1975,138.3,1.7111922292
TAZ,Tanzania,1976,134.2,1.6094049904
TAZ,Tanzania,1977,130.2,1.6047099439
TAZ,Tanzania,1978,133.2,1.7575197889
TAZ,Tanzania,1979,131.4,1.8112765371
TAZ,Tanzania,1980,129.6,1.8925155166
TAZ,Tanzania,1981,127.8,1.9723765432
TAZ,Tanzania,1982,126.1,2.0594722653
TAZ,Tanzania,1983,124.3,2.1135764686
TAZ,Tanzania,1984,122.6,2.1529546053
TAZ,Tanzania,1985,120.9,2.1732722207
TAZ,Tanzania,1986,119.2,2.2549167927
TAZ,Tanzania,1987,117.6,2.2855199223
TAZ,Tanzania,1988,116.0,2.3278129078
TAZ,Tanzania,1989,114.4,2.4472980203
TAZ,Tanzania,1990,112.8,2.506
TAZ,Tanzania,1991,111.2,2.4960718294
TAZ,Tanzania,1992,110.2,2.6659409773
TAZ,Tanzania,1993,109.2,2.6795878312
TAZ,Tanzania,1994,108.3,2.7098873592
TAZ,Tanzania,1995,102.5,2.6412371134
TAZ,Tanzania,1996,97.0,2.5549848545
TAZ,Tanzania,1997,91.8,2.5801011804
TAZ,Tanzania,1998,86.9,2.5743073048
TAZ,Tanzania,1999,82.2,2.5238753263
TAZ,Tanzania,2000,78.0,2.418864412
TAZ,Tanzania,2001,74.0,2.4158771643
TAZ,Tanzania,2002,70.1,2.381663837
TAZ,Tanzania,2003,66.5,2.3528995757
TAZ,Tanzania,2004,63.1,2.3002915452
TAZ,Tanzania,2005,59.9,2.2410179641
TAZ,Tanzania,2006,57.6,2.3144578313
TAZ,Tanzania,2007,55.5,2.2563580875
TAZ,Tanzania,2008,53.4,2.2022286422
TAZ,Tanzania,2009,51.3,2.1912078532
TAZ,Tanzania,2010,49.4,2.1800529568
TAZ,Tanzania,2011,47.9,2.183143508
TAZ,Tanzania,2012,46.5,2.1960321209
TAZ,Tanzania,2013,45.1,2.2113263055
TAZ,Tanzania,2014,43.7,2.229926077
THI,Thailand,1955,96.1,0.9716480518
THI,Thailand,1956,94.3,0.9729646063
THI,Thailand,1957,91.6,0.9580543933
THI,Thailand,1958,89.0,0.9903171953
THI,Thailand,1959,86.4,0.9413558399
THI,Thailand,1960,84.0,0.8553093965
THI,Thailand,1961,81.6,0.6908028455
THI,Thailand,1962,79.2,0.6841650838
THI,Thailand,1963,77.0,0.7052086674
THI,Thailand,1964,74.8,0.6941788135
THI,Thailand,1965,72.6,0.6534430801
THI,Thailand,1966,70.6,0.6691005642
THI,Thailand,1967,68.6,0.6875626881
THI,Thailand,1968,66.6,0.6653344657
THI,Thailand,1969,64.7,0.6474474474
THI,Thailand,1970,62.8,0.6501810657
THI,Thailand,1971,61.0,0.6559209112
THI,Thailand,1972,59.3,0.6707386042
THI,Thailand,1973,57.6,0.6738024215
THI,Thailand,1974,56.0,0.6780153874
THI,Thailand,1975,54.4,0.6726474046
THI,Thailand,1976,52.8,0.6335172745
THI,Thailand,1977,51.3,0.6325134085
THI,Thailand,1978,49.8,0.6573878628
THI,Thailand,1979,48.4,0.6673559415
THI,Thailand,1980,47.0,0.6866739686
THI,Thailand,1981,45.7,0.7049382716
THI,Thailand,1982,44.4,0.7251041582
THI,Thailand,1983,43.1,0.7329762816
THI,Thailand,1984,41.9,0.7354464834
THI,Thailand,1985,40.7,0.731194392
THI,Thailand,1986,39.5,0.7473524962
THI,Thailand,1987,38.4,0.7461613217
THI,Thailand,1988,37.3,0.7485697079
THI,Thailand,1989,36.2,0.775387908
THI,Thailand,1990,31.7,0.7037777778
THI,Thailand,1991,30.1,0.6749719416
THI,Thailand,1992,28.6,0.690614417
THI,Thailand,1993,27.1,0.6653581943
THI,Thailand,1994,25.8,0.6445556946
THI,Thailand,1995,24.4,0.6298969072
THI,Thailand,1996,23.2,0.6113525616
THI,Thailand,1997,22.0,0.619168072
THI,Thailand,1998,20.9,0.6196473552
THI,Thailand,1999,19.9,0.6095501305
THI,Thailand,2000,18.8,0.5845485572
THI,Thailand,2001,17.9,0.5841228357
THI,Thailand,2002,17.0,0.5762308998
THI,Thailand,2003,16.1,0.5696605375
THI,Thailand,2004,15.3,0.5572157434
THI,Thailand,2005,14.5,0.5430389222
THI,Thailand,2006,13.8,0.5530120482
THI,Thailand,2007,13.1,0.5314343845
THI,Thailand,2008,12.4,0.5117622782
THI,Thailand,2009,11.8,0.5019206146
THI,Thailand,2010,11.2,0.4924977935
THI,Thailand,2011,10.6,0.4824601367
THI,Thailand,2012,10.3,0.4884270194
THI,Thailand,2013,10.1,0.4952194165
THI,Thailand,2014,9.9,0.5026765231
TKM,Turkmenistan,1992,82.1,1.9859700048
TKM,Turkmenistan,1993,78.4,1.9244357213
TKM,Turkmenistan,1994,75.0,1.8760951189
TKM,Turkmenistan,1995,71.6,1.8461340206
TKM,Turkmenistan,1996,69.4,1.8287896747
TKM,Turkmenistan,1997,67.3,1.8909499719
TKM,Turkmenistan,1998,65.2,1.9321380945
TKM,Turkmenistan,1999,63.2,1.9404268386
TKM,Turkmenistan,2000,61.2,1.899782811
TKM,Turkmenistan,2001,59.3,1.9359686377
TKM,Turkmenistan,2002,57.4,1.9477079796
TKM,Turkmenistan,2003,55.5,1.9628712871
TKM,Turkmenistan,2004,53.7,1.9577259475
TKM,Turkmenistan,2005,52.0,1.9457335329
TKM,Turkmenistan,2006,50.3,2.0180722892
TKM,Turkmenistan,2007,48.6,1.9759918616
TKM,Turkmenistan,2008,46.9,1.9372678498
TKM,Turkmenistan,2009,45.4,1.9359795134
TKM,Turkmenistan,2010,43.8,1.9346866726
TKM,Turkmenistan,2011,42.3,1.928929385
TKM,Turkmenistan,2012,40.9,1.9315068493
TKM,Turkmenistan,2013,39.5,1.9357685707
TKM,Turkmenistan,2014,38.1,1.943920469
TOG,Togo,1960,164.0,1.6704863764
TOG,Togo,1961,162.0,1.3719512195
TOG,Togo,1962,161.0,1.3900880677
TOG,Togo,1963,160.0,1.4659398048
TOG,Togo,1964,158.0,1.4669018661
TOG,Togo,1965,157.0,1.4123150272
TOG,Togo,1966,156.0,1.4793039685
TOG,Togo,1967,155.0,1.554663992
TOG,Togo,1968,154.0,1.5386921117
TOG,Togo,1969,153.0,1.5315315315
TOG,Togo,1970,152.0,1.5727884118
TOG,Togo,1971,147.8,1.5879002794
TOG,Togo,1972,143.6,1.6247030879
TOG,Togo,1973,139.6,1.633152015
TOG,Togo,1974,135.7,1.6440298055
TOG,Togo,1975,131.9,1.6316277919
TOG,Togo,1976,128.1,1.5371880998
TOG,Togo,1977,124.5,1.535170458
TOG,Togo,1978,121.0,1.5960422164
TOG,Togo,1979,117.5,1.6203473945
TOG,Togo,1980,114.2,1.6676159182
TOG,Togo,1981,110.8,1.7097222222
TOG,Togo,1982,107.6,1.7586798464
TOG,Togo,1983,104.6,1.7782878517
TOG,Togo,1984,101.6,1.7840021073
TOG,Togo,1985,98.7,1.7742428327
TOG,Togo,1986,95.9,1.8127836611
TOG,Togo,1987,93.1,1.8101068999
TOG,Togo,1988,90.5,1.8167218709
TOG,Togo,1989,88.0,1.8831460674
TOG,Togo,1990,85.6,1.9017777778
TOG,Togo,1991,83.3,1.8698092031
TOG,Togo,1992,81.2,1.9629898403
TOG,Togo,1993,79.7,1.9548577036
TOG,Togo,1994,78.3,1.9591989987
TOG,Togo,1995,76.5,1.9724226804
TOG,Togo,1996,75.3,1.98419597
TOG,Togo,1997,74.0,2.0792580101
TOG,Togo,1998,72.6,2.1514298415
TOG,Togo,1999,71.2,2.1863964379
TOG,Togo,2000,69.8,2.1647533354
TOG,Togo,2001,68.2,2.2283567462
TOG,Togo,2002,66.6,2.2624787776
TOG,Togo,2003,65.0,2.2995049505
TOG,Togo,2004,63.4,2.3115889213
TOG,Togo,2005,61.8,2.3136227545
TOG,Togo,2006,60.1,2.4120481928
TOG,Togo,2007,58.4,2.3743641913
TOG,Togo,2008,56.7,2.3404869996
TOG,Togo,2009,55.0,2.3482714469
TOG,Togo,2010,53.2,2.3490732568
TOG,Togo,2011,51.5,2.3453302961
TOG,Togo,2012,49.9,2.355692017
TOG,Togo,2013,48.3,2.3672468742
TOG,Togo,2014,46.7,2.3823604384
TRI,Trinidad,1963,52.3,0.47890421
TRI,Trinidad,1964,51.1,0.4745149011
TRI,Trinidad,1965,50.0,0.4493320739
TRI,Trinidad,1966,48.9,0.463799725
TRI,Trinidad,1967,47.9,0.4802407222
TRI,Trinidad,1968,46.8,0.4680021981
TRI,Trinidad,1969,45.8,0.4584584585
TRI,Trinidad,1970,44.8,0.4631143301
TRI,Trinidad,1971,43.8,0.4707715452
TRI,Trinidad,1972,42.9,0.4848998982
TRI,Trinidad,1973,41.9,0.490378429
TRI,Trinidad,1974,41.0,0.4963954686
TRI,Trinidad,1975,40.0,0.4952050981
TRI,Trinidad,1976,39.1,0.4694097889
TRI,Trinidad,1977,38.3,0.4716108748
TRI,Trinidad,1978,37.4,0.4934036939
TRI,Trinidad,1979,36.6,0.5039977943
TRI,Trinidad,1980,37.7,0.5499817452
TRI,Trinidad,1981,29.9,0.4614197531
TRI,Trinidad,1982,29.1,0.474961196
TRI,Trinidad,1983,23.1,0.3922468758
TRI,Trinidad,1984,24.1,0.4226885591
TRI,Trinidad,1985,21.5,0.3860878943
TRI,Trinidad,1986,19.5,0.3693267776
TRI,Trinidad,1987,19.6,0.380563654
TRI,Trinidad,1988,23.0,0.4609053498
TRI,Trinidad,1989,17.8,0.3800963082
TRI,Trinidad,1990,22.3,0.4948888889
TRI,Trinidad,1991,19.2,0.4312008979
TRI,Trinidad,1992,19.4,0.4683115627
TRI,Trinidad,1993,21.1,0.518155054
TRI,Trinidad,1994,24.2,0.6052565707
TRI,Trinidad,1995,30.7,0.7904639175
TRI,Trinidad,1996,29.4,0.7743974714
TRI,Trinidad,1997,31.5,0.8850477797
TRI,Trinidad,1998,31.5,0.9325826048
TRI,Trinidad,1999,32.4,0.994011976
TRI,Trinidad,2000,37.9,1.1765435929
TRI,Trinidad,2001,33.8,1.1048676903
TRI,Trinidad,2002,39.2,1.3307300509
TRI,Trinidad,2003,37.6,1.3299151344
TRI,Trinidad,2004,36.2,1.318877551
TRI,Trinidad,2005,34.8,1.3005239521
TRI,Trinidad,2006,33.5,1.3453815261
TRI,Trinidad,2007,32.2,1.3119023398
TRI,Trinidad,2008,31.1,1.2818819645
TRI,Trinidad,2009,29.9,1.2774221084
TRI,Trinidad,2010,28.9,1.2753751103
TRI,Trinidad,2011,27.7,1.2615034169
TRI,Trinidad,2012,26.7,1.2626358054
TRI,Trinidad,2013,25.7,1.2620740378
TRI,Trinidad,2014,24.8,1.2653581443
TUN,Tunisia,1959,199.9,2.1766403485
TUN,Tunisia,1960,201.2,2.0495034377
TUN,Tunisia,1961,195.1,1.6520155827
TUN,Tunisia,1962,188.9,1.630633742
TUN,Tunisia,1963,182.6,1.6726373173
TUN,Tunisia,1964,176.2,1.6357812645
TUN,Tunisia,1965,169.7,1.5267395313
TUN,Tunisia,1966,163.3,1.5486226352
TUN,Tunisia,1967,156.8,1.5728184554
TUN,Tunisia,1968,150.2,1.5009242144
TUN,Tunisia,1969,143.6,1.4369369369
TUN,Tunisia,1970,136.8,1.415312985
TUN,Tunisia,1971,130.6,1.4028583709
TUN,Tunisia,1972,124.2,1.4051577876
TUN,Tunisia,1973,117.8,1.3784874539
TUN,Tunisia,1974,111.4,1.3492457745
TUN,Tunisia,1975,104.8,1.2969127018
TUN,Tunisia,1976,99.2,1.1900191939
TUN,Tunisia,1977,93.5,1.1531964737
TUN,Tunisia,1978,87.8,1.1583113456
TUN,Tunisia,1979,82.0,1.1305486628
TUN,Tunisia,1980,76.2,1.1122307411
TUN,Tunisia,1981,71.4,1.1020061728
TUN,Tunisia,1982,66.6,1.0883097786
TUN,Tunisia,1983,61.8,1.0504123098
TUN,Tunisia,1984,56.9,0.9992097638
TUN,Tunisia,1985,52.8,0.9494023546
TUN,Tunisia,1986,51.6,0.9754160363
TUN,Tunisia,1987,50.4,0.9788143829
TUN,Tunisia,1988,49.2,0.9874535782
TUN,Tunisia,1989,48.1,1.0285714286
TUN,Tunisia,1990,46.9,1.0428888889
TUN,Tunisia,1991,45.8,1.0287317621
TUN,Tunisia,1992,44.8,1.0827285922
TUN,Tunisia,1993,43.7,1.0723748773
TUN,Tunisia,1994,42.7,1.0685857322
TUN,Tunisia,1995,41.7,1.074742268
TUN,Tunisia,1996,40.8,1.0733570394
TUN,Tunisia,1997,39.8,1.119168072
TUN,Tunisia,1998,38.9,1.1530597126
TUN,Tunisia,1999,38.0,1.1678182097
TUN,Tunisia,2000,37.5,1.1647533354
TUN,Tunisia,2001,36.2,1.1832734401
TUN,Tunisia,2002,35.4,1.2020373514
TUN,Tunisia,2003,35.1,1.2418670438
TUN,Tunisia,2004,33.9,1.2336005831
TUN,Tunisia,2005,32.9,1.2294161677
TUN,Tunisia,2006,31.0,1.2453815261
TUN,Tunisia,2007,29.5,1.2016276704
TUN,Tunisia,2008,29.1,1.2005777961
TUN,Tunisia,2009,28.0,1.1929150662
TUN,Tunisia,2010,26.9,1.1866725508
TUN,Tunisia,2011,25.9,1.1808656036
TUN,Tunisia,2012,25.0,1.179971658
TUN,Tunisia,2013,24.1,1.1801912233
TUN,Tunisia,2014,23.2,1.1822584757
TUR,Turkey,1955,152.2,1.5381816344
TUR,Turkey,1956,149.0,1.537509029
TUR,Turkey,1957,145.8,1.525209205
TUR,Turkey,1958,142.6,1.5874234836
TUR,Turkey,1959,139.4,1.5185407024
TUR,Turkey,1960,136.3,1.3879297173
TUR,Turkey,1961,133.1,1.1270325203
TUR,Turkey,1962,129.9,1.1214816094
TUR,Turkey,1963,126.7,1.1609327042
TUR,Turkey,1964,123.5,1.1467830285
TUR,Turkey,1965,120.3,1.0825349705
TUR,Turkey,1966,117.2,1.1109952112
TUR,Turkey,1967,114.0,1.1431293882
TUR,Turkey,1968,110.8,1.1069590848
TUR,Turkey,1969,107.6,1.0770770771
TUR,Turkey,1970,104.4,1.0803931712
TUR,Turkey,1971,101.2,1.0879002794
TUR,Turkey,1972,98.1,1.1090374392
TUR,Turkey,1973,94.9,1.1097853425
TUR,Turkey,1974,91.7,1.1108014782
TUR,Turkey,1975,88.5,1.0950937326
TUR,Turkey,1976,85.3,1.023512476
TUR,Turkey,1977,82.1,1.0126379385
TUR,Turkey,1978,79.0,1.0415567282
TUR,Turkey,1979,75.8,1.0443893025
TUR,Turkey,1980,72.6,1.0599488865
TUR,Turkey,1981,70.6,1.0895061728
TUR,Turkey,1982,68.7,1.1219671595
TUR,Turkey,1983,66.8,1.1355946612
TUR,Turkey,1984,65.0,1.1407498463
TUR,Turkey,1985,63.2,1.135795812
TUR,Turkey,1986,61.5,1.162065053
TUR,Turkey,1987,59.8,1.1617103984
TUR,Turkey,1988,58.1,1.1669175951
TUR,Turkey,1989,56.5,1.210058855
TUR,Turkey,1990,55.0,1.2217777778
TUR,Turkey,1991,53.5,1.2004489338
TUR,Turkey,1992,52.0,1.2581035317
TUR,Turkey,1993,50.6,1.240922473
TUR,Turkey,1994,48.4,1.211514393
TUR,Turkey,1995,46.3,1.193814433
TUR,Turkey,1996,44.3,1.167391018
TUR,Turkey,1997,42.4,1.1916807195
