"sftgcode","year","imf.gdppc"
"PAK",2005,7291.537
"PAK",2006,7715.777
"PAK",2007,8142.969
"PAK",2008,8549.148
"PAK",2009,8579.987
"PAK",2010,8801.394
"PAK",2011,9120.336
"PAK",2012,9470.255
"PAK",2013,9820.249
"PAK",2014,10226.664
"PAN",1980,5.801
"PAN",1981,6.336
"PAN",1982,6.674
"PAN",1983,6.375
"PAN",1984,6.547
"PAN",1985,6.871
"PAN",1986,7.116
"PAN",1987,6.987
"PAN",1988,6.052
"PAN",1989,6.147
"PAN",1990,6.645
"PAN",1991,7.271
"PAN",1992,7.867
"PAN",1993,8.296
"PAN",1994,8.533
"PAN",1995,8.682
"PAN",1996,9.322
"PAN",1997,9.924
"PAN",1998,10.653
"PAN",1999,11.07
"PAN",2000,11.371
"PAN",2001,11.436
"PAN",2002,11.691
"PAN",2003,12.183
"PAN",2004,13.099
"PAN",2005,14.041
"PAN",2006,15.239
"PAN",2007,17.084
"PAN",2008,18.813
"PAN",2009,19.538
"PAN",2010,20.994
"PAN",2011,23.272
"PAN",2012,25.755
"PAN",2013,27.915
"PAN",2014,29.646
"PAR",1980,9705.481
"PAR",1981,10595.518
"PAR",1982,10447.433
"PAR",1983,10129.558
"PAR",1984,10414.867
"PAR",1985,10818.116
"PAR",1986,10846.528
"PAR",1987,11288.253
"PAR",1988,11952.119
"PAR",1989,12647.373
"PAR",1990,13013.048
"PAR",1991,13339.367
"PAR",1992,13565.66
"PAR",1993,14235.31
"PAR",1994,14992.332
"PAR",1995,16015.231
"PAR",1996,16267.277
"PAR",1997,16957.416
"PAR",1998,16968.955
"PAR",1999,16737.145
"PAR",2000,16349.826
"PAR",2001,16213.457
"PAR",2002,16209.987
"PAR",2003,16910.378
"PAR",2004,17596.506
"PAR",2005,17971.924
"PAR",2006,18835.856
"PAR",2007,19857.065
"PAR",2008,21119.798
"PAR",2009,20282.253
"PAR",2010,22937.808
"PAR",2011,23933.861
"PAR",2012,23637.328
"PAR",2013,26999.644
"PAR",2014,28184.353
"PER",1980,166.846
"PER",1981,175.958
"PER",1982,175.387
"PER",1983,159.025
"PER",1984,165.069
"PER",1985,168.517
"PER",1986,188.918
"PER",1987,203.537
"PER",1988,184.36
"PER",1989,159.616
"PER",1990,151.492
"PER",1991,154.854
"PER",1992,154.015
"PER",1993,162.095
"PER",1994,182.045
"PER",1995,195.535
"PER",1996,201.009
"PER",1997,214.029
"PER",1998,213.189
"PER",1999,216.375
"PER",2000,222.207
"PER",2001,223.577
"PER",2002,235.774
"PER",2003,245.594
"PER",2004,257.773
"PER",2005,273.972
"PER",2006,294.598
"PER",2007,319.693
"PER",2008,348.924
"PER",2009,352.585
"PER",2010,382.382
"PER",2011,407.051
"PER",2012,431.274
"PER",2013,456.173
"PER",2014,466.896
"PHI",1980,2284.503
"PHI",1981,2362.707
"PHI",1982,2448.221
"PHI",1983,2494.116
"PHI",1984,2311.455
"PHI",1985,2142.566
"PHI",1986,2215.773
"PHI",1987,2311.309
"PHI",1988,2467.381
"PHI",1989,2620.49
"PHI",1990,2700.073
"PHI",1991,2684.458
"PHI",1992,2693.521
"PHI",1993,2750.524
"PHI",1994,2871.206
"PHI",1995,3005.541
"PHI",1996,3181.241
"PHI",1997,3346.2
"PHI",1998,3326.902
"PHI",1999,3429.435
"PHI",2000,3580.714
"PHI",2001,3684.339
"PHI",2002,3818.666
"PHI",2003,4008.469
"PHI",2004,4276.941
"PHI",2005,4481.281
"PHI",2006,4716.231
"PHI",2007,5028.288
"PHI",2008,5237.101
"PHI",2009,5297.24
"PHI",2010,5701.54
"PHI",2011,5910.203
"PHI",2012,6312.174
"PHI",2013,6765.458
"PHI",2014,7177.872
"PNG",1980,4.284
"PNG",1981,4.333
"PNG",1982,4.369
"PNG",1983,4.519
"PNG",1984,4.475
"PNG",1985,4.635
"PNG",1986,4.897
"PNG",1987,5.032
"PNG",1988,5.179
"PNG",1989,5.105
"PNG",1990,4.952
"PNG",1991,5.425
"PNG",1992,6.175
"PNG",1993,7.299
"PNG",1994,7.733
"PNG",1995,7.467
"PNG",1996,7.96
"PNG",1997,7.455
"PNG",1998,7.804
"PNG",1999,7.948
"PNG",2000,7.753
"PNG",2001,7.75
"PNG",2002,7.905
"PNG",2003,8.252
"PNG",2004,8.299
"PNG",2005,8.625
"PNG",2006,8.823
"PNG",2007,9.454
"PNG",2008,10.079
"PNG",2009,10.698
"PNG",2010,11.519
"PNG",2011,12.748
"PNG",2012,13.779
"PNG",2013,14.542
"PNG",2014,15.39
"POL",1980,691.306
"POL",1981,622.175
"POL",1982,592.023
"POL",1983,625.176
"POL",1984,622.888
"POL",1985,646.942
"POL",1986,669.549
"POL",1987,684.959
"POL",1988,707.462
"POL",1989,734.431
"POL",1990,681.766
"POL",1991,634.005
"POL",1992,646.893
"POL",1993,674.628
"POL",1994,709.972
"POL",1995,757.737
"POL",1996,805.013
"POL",1997,862.059
"POL",1998,905.004
"POL",1999,945.949
"POL",2000,986.244
"POL",2001,998.131
"POL",2002,1012.539
"POL",2003,1048.61
"POL",2004,1102.463
"POL",2005,1141.567
"POL",2006,1212.261
"POL",2007,1299.564
"POL",2008,1350.512
"POL",2009,1386.087
"POL",2010,1437.357
"POL",2011,1505.801
"POL",2012,1532.319
"POL",2013,1557.88
"POL",2014,1609.316
"POR",1980,85.697
"POR",1981,88.715
"POR",1982,90.634
"POR",1983,91.515
"POR",1984,90.562
"POR",1985,92.044
"POR",1986,95.099
"POR",1987,102.357
"POR",1988,107.823
"POR",1989,114.992
"POR",1990,124.03
"POR",1991,128.21
"POR",1992,132.223
"POR",1993,131.314
"POR",1994,133.269
"POR",1995,136.344
"POR",1996,141.278
"POR",1997,147.531
"POR",1998,154.6
"POR",1999,160.612
"POR",2000,166.695
"POR",2001,169.934
"POR",2002,171.241
"POR",2003,169.641
"POR",2004,172.714
"POR",2005,174.038
"POR",2006,176.741
"POR",2007,181.146
"POR",2008,181.507
"POR",2009,176.101
"POR",2010,179.445
"POR",2011,176.167
"POR",2012,169.07
"POR",2013,166.357
"POR",2014,167.859
"QAT",1980,53.013
"QAT",1981,50.948
"QAT",1982,46.765
"QAT",1983,44.273
"QAT",1984,51.352
"QAT",1985,44.66
"QAT",1986,46.316
"QAT",1987,46.732
"QAT",1988,48.929
"QAT",1989,51.522
"QAT",1990,43.977
"QAT",1991,43.246
"QAT",1992,48.146
"QAT",1993,47.508
"QAT",1994,48.182
"QAT",1995,49.338
"QAT",1996,51.496
"QAT",1997,66.951
"QAT",1998,74.462
"QAT",1999,77.652
"QAT",2000,83.886
"QAT",2001,87.156
"QAT",2002,93.416
"QAT",2003,96.891
"QAT",2004,115.512
"QAT",2005,124.167
"QAT",2006,156.662
"QAT",2007,184.838
"QAT",2008,217.486
"QAT",2009,243.492
"QAT",2010,284.232
"QAT",2011,321.243
"QAT",2012,340.646
"QAT",2013,362.18
"QAT",2014,384.419
"ROK",1980,163065
"ROK",1981,174773.9
"ROK",1982,189219.1
"ROK",1983,214275.5
"ROK",1984,236652
"ROK",1985,254991.8
"ROK",1986,283612.3
"ROK",1987,318971
"ROK",1988,356943.6
"ROK",1989,382035.6
"ROK",1990,419518
"ROK",1991,462954.8
"ROK",1992,491544.4
"ROK",1993,525199.5
"ROK",1994,573550
"ROK",1995,628442.1
"ROK",1996,676169.3
"ROK",1997,716213.2
"ROK",1998,677027.8
"ROK",1999,753590.2
"ROK",2000,820843.7
"ROK",2001,857989.5
"ROK",2002,921759
"ROK",2003,948796.1
"ROK",2004,995285.7
"ROK",2005,1034337.6
"ROK",2006,1087876.3
"ROK",2007,1147311.4
"ROK",2008,1179771.3
"ROK",2009,1188118.4
"ROK",2010,1265307.9
"ROK",2011,1311892.8
"ROK",2012,1341966.4
"ROK",2013,1381837.7
"ROK",2014,1427656.1
"RUM",1980,386.043
"RUM",1981,386.429
"RUM",1982,401.499
"RUM",1983,425.589
"RUM",1984,451.125
"RUM",1985,450.674
"RUM",1986,461.49
"RUM",1987,465.182
"RUM",1988,462.856
"RUM",1989,436.01
"RUM",1990,411.539
"RUM",1991,358.34
"RUM",1992,326.927
"RUM",1993,331.921
"RUM",1994,344.972
"RUM",1995,369.597
"RUM",1996,384.189
"RUM",1997,360.934
"RUM",1998,343.546
"RUM",1999,339.595
"RUM",2000,349.514
"RUM",2001,369.059
"RUM",2002,388.191
"RUM",2003,409.636
"RUM",2004,443.876
"RUM",2005,462.394
"RUM",2006,499.643
"RUM",2007,533.937
"RUM",2008,579.103
"RUM",2009,538.178
"RUM",2010,533.881
"RUM",2011,539.52
"RUM",2012,542.979
"RUM",2013,561.385
"RUM",2014,577.665
"RUS",1980,NA
"RUS",1981,NA
"RUS",1982,NA
"RUS",1983,NA
"RUS",1984,NA
"RUS",1985,NA
"RUS",1986,NA
"RUS",1987,NA
"RUS",1988,NA
"RUS",1989,NA
"RUS",1990,NA
"RUS",1991,NA
"RUS",1992,30000.483
"RUS",1993,27390.441
"RUS",1994,23911.855
"RUS",1995,22931.469
"RUS",1996,22104.156
"RUS",1997,22409.446
"RUS",1998,21211.691
"RUS",1999,22558.867
"RUS",2000,24825.054
"RUS",2001,26088.927
"RUS",2002,27326.529
"RUS",2003,29308.55
"RUS",2004,31404.506
"RUS",2005,33410.5
"RUS",2006,36134.6
"RUS",2007,39218.7
"RUS",2008,41276.8
"RUS",2009,38057.21
"RUS",2010,39769.784
"RUS",2011,41479.885
"RUS",2012,42890.201
"RUS",2013,43447.773
"RUS",2014,43717.995
"RWA",1980,1279.805
"RWA",1981,1311.447
"RWA",1982,1279.075
"RWA",1983,1356.268
"RWA",1984,1532.234
"RWA",1985,1599.467
"RWA",1986,1687.45
"RWA",1987,1682.47
"RWA",1988,1687.45
"RWA",1989,1591.167
"RWA",1990,1597.833
"RWA",1991,1529.126
"RWA",1992,1630.048
"RWA",1993,1460.881
"RWA",1994,848.918
"RWA",1995,1057.252
"RWA",1996,1179.846
"RWA",1997,1355.642
"RWA",1998,1468.702
"RWA",1999,1543.991
"RWA",2000,1644.297
"RWA",2001,1783.807
"RWA",2002,2019.129
"RWA",2003,2063.598
"RWA",2004,2217.287
"RWA",2005,2425.223
"RWA",2006,2649
"RWA",2007,2851
"RWA",2008,3170
"RWA",2009,3368
"RWA",2010,3579
"RWA",2011,3846
"RWA",2012,4184
"RWA",2013,4381
"RWA",2014,4687.99
"SAF",1980,1404.899
"SAF",1981,1480.212
"SAF",1982,1474.538
"SAF",1983,1447.31
"SAF",1984,1521.109
"SAF",1985,1502.682
"SAF",1986,1502.949
"SAF",1987,1534.523
"SAF",1988,1598.973
"SAF",1989,1637.267
"SAF",1990,1632.064
"SAF",1991,1615.444
"SAF",1992,1580.921
"SAF",1993,1600.424
"SAF",1994,1652.183
"SAF",1995,1703.66
"SAF",1996,1777.032
"SAF",1997,1824.065
"SAF",1998,1833.503
"SAF",1999,1876.739
"SAF",2000,1954.71
"SAF",2001,2008.181
"SAF",2002,2081.837
"SAF",2003,2143.232
"SAF",2004,2240.847
"SAF",2005,2359.099
"SAF",2006,2491.295
"SAF",2007,2624.84
"SAF",2008,2708.6
"SAF",2009,2666.939
"SAF",2010,2748.008
"SAF",2011,2836.286
"SAF",2012,2899.248
"SAF",2013,2963.389
"SAF",2014,3008.576
"SAL",1980,4.741
"SAL",1981,4.469
"SAL",1982,4.187
"SAL",1983,4.252
"SAL",1984,4.308
"SAL",1985,4.335
"SAL",1986,4.343
"SAL",1987,4.452
"SAL",1988,4.536
"SAL",1989,4.58
"SAL",1990,4.801
"SAL",1991,4.973
"SAL",1992,5.348
"SAL",1993,5.742
"SAL",1994,6.089
"SAL",1995,6.479
"SAL",1996,6.589
"SAL",1997,6.869
"SAL",1998,7.127
"SAL",1999,7.372
"SAL",2000,7.531
"SAL",2001,7.66
"SAL",2002,7.839
"SAL",2003,8.019
"SAL",2004,8.168
"SAL",2005,8.459
"SAL",2006,8.79
"SAL",2007,9.127
"SAL",2008,9.243
"SAL",2009,8.954
"SAL",2010,9.076
"SAL",2011,9.277
"SAL",2012,9.452
"SAL",2013,9.61
"SAL",2014,9.802
"SAU",1980,928.381
"SAU",1981,971.93
"SAU",1982,864.064
"SAU",1983,793.068
"SAU",1984,768.575
"SAU",1985,735.342
"SAU",1986,770.977
"SAU",1987,741.986
"SAU",1988,803.007
"SAU",1989,848.438
"SAU",1990,919.1
"SAU",1991,1002.773
"SAU",1992,1049.187
"SAU",1993,1049.461
"SAU",1994,1056.445
"SAU",1995,1058.568
"SAU",1996,1094.387
"SAU",1997,1122.761
"SAU",1998,1154.587
"SAU",1999,1145.945
"SAU",2000,1201.69
"SAU",2001,1208.271
"SAU",2002,1209.815
"SAU",2003,1310.079
"SAU",2004,1423.01
"SAU",2005,1526.266
"SAU",2006,1611.381
"SAU",2007,1707.939
"SAU",2008,1851.871
"SAU",2009,1885.745
"SAU",2010,1975.543
"SAU",2011,2172.286
"SAU",2012,2289.252
"SAU",2013,2350.373
"SAU",2014,2434.842
"SEN",1980,1905.011
"SEN",1981,2001.586
"SEN",1982,2158.572
"SEN",1983,2043.598
"SEN",1984,2120.146
"SEN",1985,2189.761
"SEN",1986,2257.935
"SEN",1987,2395.542
"SEN",1988,2381.35
"SEN",1989,2476.077
"SEN",1990,2459.348
"SEN",1991,2522.204
"SEN",1992,2553.546
"SEN",1993,2586.762
"SEN",1994,2586.314
"SEN",1995,2725.03
"SEN",1996,2779.861
"SEN",1997,2866.705
"SEN",1998,3035.803
"SEN",1999,3228.489
"SEN",2000,3331.768
"SEN",2001,3484.393
"SEN",2002,3507.209
"SEN",2003,3741.604
"SEN",2004,3961.265
"SEN",2005,4183.614
"SEN",2006,4286.962
"SEN",2007,4498.67
"SEN",2008,4664.33
"SEN",2009,4777.359
"SEN",2010,4977.036
"SEN",2011,5059.472
"SEN",2012,5229.474
"SEN",2013,5411.774
"SEN",2014,5657.739
"SIE",1980,6008.038
"SIE",1981,6120.89
"SIE",1982,6229.832
"SIE",1983,6131.665
"SIE",1984,6235.885
"SIE",1985,5815.56
"SIE",1986,5823.263
"SIE",1987,5961.985
"SIE",1988,6084.688
"SIE",1989,6385.991
"SIE",1990,6488.857
"SIE",1991,5970.235
"SIE",1992,5394.329
"SIE",1993,5397.258
"SIE",1994,5586.161
"SIE",1995,5026.149
"SIE",1996,3780.334
"SIE",1997,3115.152
"SIE",1998,3089.064
"SIE",1999,2838.177
"SIE",2000,2946.235
"SIE",2001,3481.564
"SIE",2002,4401.581
"SIE",2003,4812.099
"SIE",2004,5130.429
"SIE",2005,5362.948
"SIE",2006,5590.394
"SIE",2007,6040.004
"SIE",2008,6358.669
"SIE",2009,6561.889
"SIE",2010,6913.066
"SIE",2011,7325.204
"SIE",2012,8439.11
"SIE",2013,10137.089
"SIE",2014,10749.649
"SIN",1980,43.805
"SIN",1981,48.486
"SIN",1982,51.963
"SIN",1983,56.401
"SIN",1984,61.365
"SIN",1985,60.943
"SIN",1986,61.752
"SIN",1987,68.395
"SIN",1988,75.997
"SIN",1989,83.736
"SIN",1990,92.146
"SIN",1991,98.308
"SIN",1992,105.276
"SIN",1993,117.422
"SIN",1994,130.251
"SIN",1995,139.405
"SIN",1996,149.905
"SIN",1997,162.334
"SIN",1998,158.722
"SIN",1999,168.396
"SIN",2000,183.379
"SIN",2001,181.633
"SIN",2002,189.283
"SIN",2003,197.678
"SIN",2004,216.554
"SIN",2005,232.773
"SIN",2006,253.397
"SIN",2007,276.485
"SIN",2008,281.427
"SIN",2009,279.729
"SIN",2010,322.361
"SIN",2011,342.372
"SIN",2012,354.061
"SIN",2013,369.793
"SIN",2014,380.585
"SLO",1980,NA
"SLO",1981,NA
"SLO",1982,NA
"SLO",1983,NA
"SLO",1984,NA
"SLO",1985,NA
"SLO",1986,NA
"SLO",1987,NA
"SLO",1988,NA
"SLO",1989,NA
"SLO",1990,NA
"SLO",1991,NA
"SLO",1992,NA
"SLO",1993,31.168
"SLO",1994,33.102
"SLO",1995,35.708
"SLO",1996,38.187
"SLO",1997,39.884
"SLO",1998,41.477
"SLO",1999,41.394
"SLO",2000,41.896
"SLO",2001,43.288
"SLO",2002,45.329
"SLO",2003,47.782
"SLO",2004,50.286
"SLO",2005,53.574
"SLO",2006,57.999
"SLO",2007,64.194
"SLO",2008,67.69
"SLO",2009,64.109
"SLO",2010,67.204
"SLO",2011,69.022
"SLO",2012,70.127
"SLO",2013,71.126
"SLO",2014,72.84
"SLV",1980,NA
"SLV",1981,NA
"SLV",1982,NA
"SLV",1983,NA
"SLV",1984,NA
"SLV",1985,NA
"SLV",1986,NA
"SLV",1987,NA
"SLV",1988,NA
"SLV",1989,NA
"SLV",1990,NA
"SLV",1991,NA
"SLV",1992,13.601
"SLV",1993,13.982
"SLV",1994,14.723
"SLV",1995,15.326
"SLV",1996,15.878
"SLV",1997,16.69
"SLV",1998,17.239
"SLV",1999,18.148
"SLV",2000,18.902
"SLV",2001,19.46
"SLV",2002,20.206
"SLV",2003,20.78
"SLV",2004,21.685
"SLV",2005,22.553
"SLV",2006,23.828
"SLV",2007,25.482
"SLV",2008,26.323
"SLV",2009,24.271
"SLV",2010,24.567
"SLV",2011,24.718
"SLV",2012,24.065
"SLV",2013,23.825
"SLV",2014,24.453
"SOL",1980,1.807
"SOL",1981,1.774
"SOL",1982,1.745
"SOL",1983,1.812
"SOL",1984,1.816
"SOL",1985,1.759
"SOL",1986,1.755
"SOL",1987,1.903
"SOL",1988,1.927
"SOL",1989,2.009
"SOL",1990,2.053
"SOL",1991,2.176
"SOL",1992,2.453
"SOL",1993,2.551
"SOL",1994,2.757
"SOL",1995,3.036
"SOL",1996,3.085
"SOL",1997,3.057
"SOL",1998,3.096
"SOL",1999,3.081
"SOL",2000,2.641
"SOL",2001,2.431
"SOL",2002,2.363
"SOL",2003,2.517
"SOL",2004,2.721
"SOL",2005,3.07
"SOL",2006,3.193
"SOL",2007,3.397
"SOL",2008,3.638
"SOL",2009,3.466
"SOL",2010,3.705
"SOL",2011,4.184
"SOL",2012,4.379
"SOL",2013,4.511
"SOL",2014,4.579
"SPN",1980,487.387
"SPN",1981,485.399
"SPN",1982,491.411
"SPN",1983,499.531
"SPN",1984,508.013
"SPN",1985,520.012
"SPN",1986,537.858
"SPN",1987,568.564
"SPN",1988,598.61
"SPN",1989,628.564
"SPN",1990,652.743
"SPN",1991,669.228
"SPN",1992,674.92
"SPN",1993,666.054
"SPN",1994,681.604
"SPN",1995,709.7
"SPN",1996,726.884
"SPN",1997,754.981
"SPN",1998,788.72
"SPN",1999,826.146
"SPN",2000,867.891
"SPN",2001,902.644
"SPN",2002,928.64
"SPN",2003,958.229
"SPN",2004,988.603
"SPN",2005,1025.354
"SPN",2006,1068.185
"SPN",2007,1108.449
"SPN",2008,1120.825
"SPN",2009,1080.75
"SPN",2010,1080.939
"SPN",2011,1074.238
"SPN",2012,1051.783
"SPN",2013,1038.865
"SPN",2014,1053.296
"SRB",1980,NA
"SRB",1981,NA
"SRB",1982,NA
"SRB",1983,NA
"SRB",1984,NA
"SRB",1985,NA
"SRB",1986,NA
"SRB",1987,NA
"SRB",1988,NA
"SRB",1989,NA
"SRB",1990,NA
"SRB",1991,NA
"SRB",1992,NA
"SRB",1993,NA
"SRB",1994,NA
"SRB",1995,NA
"SRB",1996,NA
"SRB",1997,NA
"SRB",1998,2128.243
"SRB",1999,1890.453
"SRB",2000,1989.784
"SRB",2001,2089.128
"SRB",2002,2237.786
"SRB",2003,2336.593
"SRB",2004,2547.973
"SRB",2005,2689.142
"SRB",2006,2821.027
"SRB",2007,2987.15
"SRB",2008,3147.461
"SRB",2009,3049.387
"SRB",2010,3067.21
"SRB",2011,3110.196
"SRB",2012,3078.619
"SRB",2013,3157.793
"SRB",2014,3100.549
"SRI",1980,592.56
"SRI",1981,624.233
"SRI",1982,656.898
"SRI",1983,678.67
"SRI",1984,724.309
"SRI",1985,760.214
"SRI",1986,792.761
"SRI",1987,804.285
"SRI",1988,825.988
"SRI",1989,844.575
"SRI",1990,896.716
"SRI",1991,1035.3
"SRI",1992,1083.042
"SRI",1993,1129.391
"SRI",1994,1207.837
"SRI",1995,1275.813
"SRI",1996,1345.376
"SRI",1997,1430.106
"SRI",1998,1496.671
"SRI",1999,1562.678
"SRI",2000,1656.815
"SRI",2001,1631.218
"SRI",2002,1636.036
"SRI",2003,1733.222
"SRI",2004,1827.597
"SRI",2005,1941.672
"SRI",2006,2090.565
"SRI",2007,2232.656
"SRI",2008,2365.501
"SRI",2009,2449.213
"SRI",2010,2645.542
"SRI",2011,2863.691
"SRI",2012,3045.288
"SRI",2013,3267.594
"SRI",2014,3509.396
"SSD",1980,NA
"SSD",1981,NA
"SSD",1982,NA
"SSD",1983,NA
"SSD",1984,NA
"SSD",1985,NA
"SSD",1986,NA
"SSD",1987,NA
"SSD",1988,NA
"SSD",1989,NA
"SSD",1990,NA
"SSD",1991,NA
"SSD",1992,NA
"SSD",1993,NA
"SSD",1994,NA
"SSD",1995,NA
"SSD",1996,NA
"SSD",1997,NA
"SSD",1998,NA
"SSD",1999,NA
"SSD",2000,NA
"SSD",2001,NA
"SSD",2002,NA
"SSD",2003,NA
"SSD",2004,NA
"SSD",2005,NA
"SSD",2006,NA
"SSD",2007,NA
"SSD",2008,NA
"SSD",2009,NA
"SSD",2010,NA
"SSD",2011,33.879
"SSD",2012,18.022
"SSD",2013,22.385
"SSD",2014,23.606
"SUD",1980,12.614
"SUD",1981,13.412
"SUD",1982,13.965
"SUD",1983,13.754
"SUD",1984,12.98
"SUD",1985,12.899
"SUD",1986,14.18
"SUD",1987,15.097
"SUD",1988,15.755
"SUD",1989,15.979
"SUD",1990,15.707
"SUD",1991,17.264
"SUD",1992,16.58
"SUD",1993,17.604
"SUD",1994,17.961
"SUD",1995,18.502
"SUD",1996,19.671
"SUD",1997,31.905
"SUD",1998,39.154
"SUD",1999,47.878
"SUD",2000,59.195
"SUD",2001,63.913
"SUD",2002,67.58
"SUD",2003,73.145
"SUD",2004,77.978
"SUD",2005,78.312
"SUD",2006,85.292
"SUD",2007,92.537
"SUD",2008,95.352
"SUD",2009,99.82
"SUD",2010,102.827
"SUD",2011,101.64
"SUD",2012,98.1
"SUD",2013,101.738
"SUD",2014,105.188
"SUR",1980,6.023
"SUR",1981,6.137
"SUR",1982,5.75
"SUR",1983,5.457
"SUR",1984,5.293
"SUR",1985,5.246
"SUR",1986,5.12
"SUR",1987,4.669
"SUR",1988,5.174
"SUR",1989,5.293
"SUR",1990,5.213
"SUR",1991,5.358
"SUR",1992,5.347
"SUR",1993,4.959
"SUR",1994,5.121
"SUR",1995,5.177
"SUR",1996,5.243
"SUR",1997,5.543
"SUR",1998,5.629
"SUR",1999,5.579
"SUR",2000,5.573
"SUR",2001,5.846
"SUR",2002,6.065
"SUR",2003,6.441
"SUR",2004,6.911
"SUR",2005,7.251
"SUR",2006,7.669
"SUR",2007,8.061
"SUR",2008,8.395
"SUR",2009,8.648
"SUR",2010,9.013
"SUR",2011,9.49
"SUR",2012,9.945
"SUR",2013,10.353
"SUR",2014,10.653
"SWA",1980,3.602
"SWA",1981,4.13
"SWA",1982,4.178
"SWA",1983,4.228
"SWA",1984,4.489
"SWA",1985,4.659
"SWA",1986,5.231
"SWA",1987,5.995
"SWA",1988,6.388
"SWA",1989,7.213
"SWA",1990,7.917
"SWA",1991,8.056
"SWA",1992,8.307
"SWA",1993,8.558
"SWA",1994,8.763
"SWA",1995,9.194
"SWA",1996,9.51
"SWA",1997,9.823
"SWA",1998,10.092
"SWA",1999,10.368
"SWA",2000,10.58
"SWA",2001,10.702
"SWA",2002,10.892
"SWA",2003,11.136
"SWA",2004,11.46
"SWA",2005,11.742
"SWA",2006,12.13
"SWA",2007,12.555
"SWA",2008,12.853
"SWA",2009,13.014
"SWA",2010,13.257
"SWA",2011,13.177
"SWA",2012,13.422
"SWA",2013,13.799
"SWA",2014,14.034
"SWD",1980,1893.414
"SWD",1981,1889.797
"SWD",1982,1913.264
"SWD",1983,1949.193
"SWD",1984,2033.236
"SWD",1985,2078.313
"SWD",1986,2136.256
"SWD",1987,2208.899
"SWD",1988,2266.366
"SWD",1989,2328.604
"SWD",1990,2352.559
"SWD",1991,2327.164
"SWD",1992,2299.647
"SWD",1993,2290.448
"SWD",1994,2384.073
"SWD",1995,2480.015
"SWD",1996,2517.658
"SWD",1997,2590.682
"SWD",1998,2700.185
"SWD",1999,2822.507
"SWD",2000,2956.161
"SWD",2001,3002.378
"SWD",2002,3064.635
"SWD",2003,3137.75
"SWD",2004,3273.318
"SWD",2005,3365.57
"SWD",2006,3523.352
"SWD",2007,3643.32
"SWD",2008,3623.025
"SWD",2009,3435.184
"SWD",2010,3640.914
"SWD",2011,3737.923
"SWD",2012,3727.22
"SWD",2013,3775.016
"SWD",2014,3855.648
"SWZ",1980,359.474
"SWZ",1981,365.084
"SWZ",1982,359.695
"SWZ",1983,362.202
"SWZ",1984,373.401
"SWZ",1985,387.174
"SWZ",1986,394.377
"SWZ",1987,400.365
"SWZ",1988,413.541
"SWZ",1989,431.636
"SWZ",1990,447.604
"SWZ",1991,443.419
"SWZ",1992,442.829
"SWZ",1993,442.029
"SWZ",1994,447.922
"SWZ",1995,450.424
"SWZ",1996,452.97
"SWZ",1997,463.359
"SWZ",1998,476.661
"SWZ",1999,484.323
"SWZ",2000,504.342
"SWZ",2001,511.603
"SWZ",2002,512.377
"SWZ",2003,512.808
"SWZ",2004,526.48
"SWZ",2005,542.748
"SWZ",2006,564.997
"SWZ",2007,588.356
"SWZ",2008,601.426
"SWZ",2009,588.713
"SWZ",2010,605.611
"SWZ",2011,617.107
"SWZ",2012,623.904
"SWZ",2013,636.03
"SWZ",2014,648.703
"SYR",1980,464.241
"SYR",1981,503.53
"SYR",1982,516.534
"SYR",1983,524.824
"SYR",1984,490.72
"SYR",1985,526.524
"SYR",1986,501.478
"SYR",1987,507.753
"SYR",1988,572.342
"SYR",1989,537.618
"SYR",1990,593.303
"SYR",1991,656.946
"SYR",1992,743.967
"SYR",1993,799.085
"SYR",1994,843.305
"SYR",1995,889.039
"SYR",1996,915.408
"SYR",1997,905.429
"SYR",1998,955.713
"SYR",1999,925.884
"SYR",2000,947.13
"SYR",2001,981.983
"SYR",2002,1039.888
"SYR",2003,1018.708
"SYR",2004,1089.026
"SYR",2005,1156.714
"SYR",2006,1215.082
"SYR",2007,1284.035
"SYR",2008,1341.515
"SYR",2009,1420.832
"SYR",2010,1469.703
"SYR",2011,NA
"SYR",2012,NA
"SYR",2013,NA
"SYR",2014,NA
"TAJ",1980,NA
"TAJ",1981,NA
"TAJ",1982,NA
"TAJ",1983,NA
"TAJ",1984,NA
"TAJ",1985,NA
"TAJ",1986,NA
"TAJ",1987,NA
"TAJ",1988,NA
"TAJ",1989,NA
"TAJ",1990,NA
"TAJ",1991,NA
"TAJ",1992,0.106
"TAJ",1993,0.094
"TAJ",1994,0.074
"TAJ",1995,0.065
"TAJ",1996,0.062
"TAJ",1997,0.063
"TAJ",1998,0.066
"TAJ",1999,0.069
"TAJ",2000,0.075
"TAJ",2001,0.082
"TAJ",2002,0.09
"TAJ",2003,0.099
"TAJ",2004,0.109
"TAJ",2005,0.117
"TAJ",2006,0.125
"TAJ",2007,0.134
"TAJ",2008,0.145
"TAJ",2009,0.151
"TAJ",2010,0.161
"TAJ",2011,0.172
"TAJ",2012,0.185
"TAJ",2013,0.199
"TAJ",2014,0.212
"TAW",1980,2549.742
"TAW",1981,2331.586
"TAW",1982,2443.449
"TAW",1983,2664.424
"TAW",1984,2932.155
"TAW",1985,3073.105
"TAW",1986,3426.991
"TAW",1987,3862.305
"TAW",1988,4172.003
"TAW",1989,4537.024
"TAW",1990,4793.163
"TAW",1991,5193.843
