"sftgcode","year","eth.frac","eth.largest","eth.ratio","rel.frac","rel.largest","rel.ratio"
"MOR",2001,0.547,0.539,1.35,0.01,0.995,322.84
"MOR",2002,0.549,0.536,1.34,0.01,0.995,343.84
"MOR",2003,0.551,0.533,1.33,0.009,0.995,366.2
"MOR",2004,0.552,0.529,1.31,0.009,0.995,390.01
"MOR",2005,0.554,0.526,1.3,0.009,0.996,415.38
"MOR",2006,0.556,0.523,1.28,0.008,0.996,442.39
"MOR",2007,0.557,0.52,1.27,0.008,0.996,471.17
"MOR",2008,0.559,0.517,1.26,0.008,0.996,496.66
"MOR",2009,0.56,0.513,1.24,0.008,0.996,496.76
"MOR",2010,0.562,0.51,1.23,0.007,0.996,496.85
"MOR",2011,0.563,0.507,1.22,0.007,0.996,496.94
"MOR",2012,0.565,0.504,1.2,0.007,0.996,497.04
"MOR",2013,0.566,0.501,1.19,0.007,0.997,497.12
"MYA",1948,0.398,0.77,14.07,0.238,0.87,19.31
"MYA",1949,0.401,0.768,13.92,0.237,0.871,19.41
"MYA",1950,0.404,0.766,13.78,0.237,0.871,19.51
"MYA",1951,0.407,0.764,13.64,0.238,0.87,19.61
"MYA",1952,0.41,0.762,13.5,0.239,0.87,19.71
"MYA",1953,0.413,0.761,13.36,0.241,0.869,19.82
"MYA",1954,0.416,0.759,13.22,0.242,0.868,19.92
"MYA",1955,0.418,0.757,13.09,0.243,0.868,20.02
"MYA",1956,0.421,0.754,12.95,0.244,0.867,20.12
"MYA",1957,0.424,0.752,12.82,0.245,0.866,20.23
"MYA",1958,0.427,0.75,12.69,0.247,0.866,20.33
"MYA",1959,0.43,0.748,12.55,0.248,0.865,20.44
"MYA",1960,0.433,0.746,12.42,0.249,0.864,20.54
"MYA",1961,0.436,0.744,12.29,0.25,0.864,20.65
"MYA",1962,0.439,0.742,12.17,0.251,0.863,20.75
"MYA",1963,0.442,0.74,12.04,0.253,0.862,20.86
"MYA",1964,0.445,0.738,11.91,0.254,0.861,20.97
"MYA",1965,0.448,0.736,11.79,0.255,0.861,21.07
"MYA",1966,0.451,0.734,11.66,0.256,0.86,21.18
"MYA",1967,0.454,0.732,11.54,0.257,0.859,21.29
"MYA",1968,0.457,0.729,11.42,0.258,0.859,21.4
"MYA",1969,0.46,0.727,11.3,0.26,0.858,21.51
"MYA",1970,0.463,0.725,11.18,0.261,0.857,21.62
"MYA",1971,0.466,0.723,11.06,0.262,0.857,21.73
"MYA",1972,0.469,0.721,10.94,0.263,0.856,21.84
"MYA",1973,0.472,0.719,10.83,0.264,0.855,21.95
"MYA",1974,0.475,0.716,10.71,0.266,0.854,22.07
"MYA",1975,0.478,0.714,10.6,0.267,0.854,22.18
"MYA",1976,0.481,0.712,10.48,0.268,0.853,22.29
"MYA",1977,0.484,0.71,10.37,0.269,0.852,22.4
"MYA",1978,0.487,0.707,10.26,0.27,0.851,22.52
"MYA",1979,0.49,0.705,10.15,0.271,0.851,22.08
"MYA",1980,0.493,0.703,10.04,0.273,0.85,21.63
"MYA",1981,0.496,0.701,9.93,0.274,0.849,21.2
"MYA",1982,0.499,0.698,9.82,0.275,0.848,20.77
"MYA",1983,0.502,0.696,9.72,0.276,0.848,20.35
"MYA",1984,0.505,0.694,9.61,0.277,0.847,19.94
"MYA",1985,0.508,0.691,9.51,0.279,0.846,19.53
"MYA",1986,0.511,0.689,9.4,0.28,0.845,19.14
"MYA",1987,0.514,0.687,9.3,0.281,0.845,18.75
"MYA",1988,0.517,0.684,9.2,0.282,0.844,18.37
"MYA",1989,0.52,0.682,9.1,0.283,0.843,18
"MYA",1990,0.523,0.68,9,0.285,0.842,17.64
"MYA",1991,0.526,0.677,8.9,0.286,0.842,17.29
"MYA",1992,0.529,0.675,8.8,0.287,0.841,16.94
"MYA",1993,0.532,0.672,8.7,0.288,0.84,16.6
"MYA",1994,0.535,0.67,8.61,0.289,0.839,16.27
"MYA",1995,0.538,0.667,8.51,0.291,0.839,15.94
"MYA",1996,0.541,0.665,8.42,0.292,0.838,15.62
"MYA",1997,0.544,0.663,8.32,0.293,0.837,15.31
"MYA",1998,0.547,0.66,8.23,0.294,0.836,15
"MYA",1999,0.55,0.658,8.14,0.295,0.835,14.7
"MYA",2000,0.553,0.655,8.05,0.297,0.835,14.41
"MYA",2001,0.556,0.653,7.96,0.298,0.834,14.12
"MYA",2002,0.559,0.65,7.87,0.299,0.833,13.84
"MYA",2003,0.562,0.648,7.78,0.3,0.832,13.56
"MYA",2004,0.564,0.645,7.69,0.302,0.831,13.29
"MYA",2005,0.567,0.643,7.6,0.303,0.83,13.03
"MYA",2006,0.57,0.64,7.52,0.304,0.83,12.77
"MYA",2007,0.573,0.638,7.43,0.305,0.829,12.51
"MYA",2008,0.576,0.635,7.35,0.306,0.828,12.27
"MYA",2009,0.579,0.633,7.26,0.308,0.827,12.02
"MYA",2010,0.582,0.63,7.18,0.309,0.826,11.79
"MYA",2011,0.584,0.628,7.1,0.31,0.825,11.55
"MYA",2012,0.587,0.625,7.02,0.311,0.825,11.32
"MYA",2013,0.59,0.623,6.94,0.312,0.824,11.1
"MZM",1975,NA,NA,NA,0.535,0.647,3.85
"MZM",1976,NA,NA,NA,0.542,0.64,3.69
"MZM",1977,NA,NA,NA,0.548,0.633,3.54
"MZM",1978,NA,NA,NA,0.554,0.627,3.39
"MZM",1979,NA,NA,NA,0.56,0.62,3.25
"MZM",1980,NA,NA,NA,0.566,0.613,3.12
"MZM",1981,NA,NA,NA,0.571,0.606,2.99
"MZM",1982,NA,NA,NA,0.577,0.599,2.87
"MZM",1983,NA,NA,NA,0.582,0.592,2.75
"MZM",1984,NA,NA,NA,0.587,0.585,2.63
"MZM",1985,NA,NA,NA,0.592,0.578,2.53
"MZM",1986,NA,NA,NA,0.596,0.571,2.42
"MZM",1987,NA,NA,NA,0.601,0.564,2.32
"MZM",1988,NA,NA,NA,0.605,0.557,2.23
"MZM",1989,NA,NA,NA,0.609,0.55,2.14
"MZM",1990,NA,NA,NA,0.612,0.543,2.05
"MZM",1991,NA,NA,NA,0.616,0.536,1.97
"MZM",1992,NA,NA,NA,0.619,0.528,1.89
"MZM",1993,NA,NA,NA,0.621,0.521,1.81
"MZM",1994,NA,NA,NA,0.624,0.514,1.74
"MZM",1995,NA,NA,NA,0.626,0.507,1.67
"MZM",1996,NA,NA,NA,0.628,0.499,1.6
"MZM",1997,NA,NA,NA,0.629,0.492,1.54
"MZM",1998,NA,NA,NA,0.63,0.485,1.47
"MZM",1999,NA,NA,NA,0.631,0.478,1.42
"MZM",2000,NA,NA,NA,0.631,0.471,1.36
"MZM",2001,NA,NA,NA,0.631,0.463,1.31
"MZM",2002,NA,NA,NA,0.631,0.456,1.25
"MZM",2003,NA,NA,NA,0.63,0.449,1.2
"MZM",2004,NA,NA,NA,0.629,0.442,1.16
"MZM",2005,NA,NA,NA,0.628,0.435,1.11
"MZM",2006,NA,NA,NA,0.629,0.426,1.07
"MZM",2007,NA,NA,NA,0.63,0.417,1.03
"MZM",2008,NA,NA,NA,0.631,0.413,1.01
"MZM",2009,NA,NA,NA,0.631,0.421,1.05
"MZM",2010,NA,NA,NA,0.631,0.428,1.1
"MZM",2011,NA,NA,NA,0.631,0.435,1.14
"MZM",2012,NA,NA,NA,0.631,0.442,1.18
"MZM",2013,NA,NA,NA,0.63,0.449,1.23
"NAM",1990,0.719,0.493,5.31,0.613,0.51,1.67
"NAM",1991,0.722,0.491,5.39,0.612,0.51,1.67
"NAM",1992,0.724,0.488,5.47,0.612,0.511,1.67
"NAM",1993,0.726,0.485,5.55,0.611,0.512,1.67
"NAM",1994,0.728,0.482,5.63,0.61,0.513,1.67
"NAM",1995,0.73,0.48,5.39,0.61,0.513,1.67
"NAM",1996,0.732,0.477,5.13,0.609,0.514,1.67
"NAM",1997,0.734,0.474,4.9,0.609,0.515,1.67
"NAM",1998,0.736,0.471,4.68,0.608,0.516,1.68
"NAM",1999,0.738,0.469,4.49,0.608,0.516,1.68
"NAM",2000,0.74,0.466,4.31,0.607,0.517,1.68
"NAM",2001,0.742,0.463,4.15,0.606,0.518,1.68
"NAM",2002,0.744,0.461,4,0.606,0.519,1.68
"NAM",2003,0.745,0.458,3.86,0.605,0.52,1.68
"NAM",2004,0.747,0.455,3.73,0.605,0.52,1.68
"NAM",2005,0.749,0.452,3.61,0.604,0.521,1.68
"NAM",2006,0.75,0.45,3.5,0.603,0.522,1.69
"NAM",2007,0.752,0.447,3.39,0.603,0.523,1.69
"NAM",2008,0.753,0.444,3.29,0.602,0.523,1.69
"NAM",2009,0.754,0.442,3.2,0.602,0.524,1.69
"NAM",2010,0.756,0.439,3.12,0.601,0.525,1.69
"NAM",2011,0.757,0.436,3.03,0.6,0.526,1.69
"NAM",2012,0.759,0.433,2.96,0.6,0.526,1.69
"NAM",2013,0.76,0.431,2.88,0.599,0.527,1.7
"NEP",1945,0.801,0.343,1.8,0.138,0.927,15.88
"NEP",1946,0.801,0.343,1.8,0.139,0.926,15.76
"NEP",1947,0.801,0.343,1.8,0.14,0.925,15.64
"NEP",1948,0.802,0.343,1.81,0.142,0.924,15.52
"NEP",1949,0.802,0.344,1.81,0.143,0.924,15.4
"NEP",1950,0.802,0.344,1.81,0.144,0.923,15.28
"NEP",1951,0.802,0.344,1.81,0.145,0.922,15.16
"NEP",1952,0.802,0.344,1.81,0.148,0.921,15.05
"NEP",1953,0.802,0.344,1.81,0.15,0.92,14.93
"NEP",1954,0.802,0.344,1.82,0.152,0.918,14.82
"NEP",1955,0.803,0.344,1.82,0.155,0.917,14.7
"NEP",1956,0.803,0.344,1.82,0.157,0.916,14.59
"NEP",1957,0.803,0.344,1.82,0.159,0.915,14.47
"NEP",1958,0.803,0.344,1.82,0.162,0.913,14.36
"NEP",1959,0.804,0.344,1.82,0.164,0.912,14.25
"NEP",1960,0.804,0.344,1.82,0.166,0.91,14.14
"NEP",1961,0.804,0.343,1.82,0.169,0.909,14.03
"NEP",1962,0.805,0.343,1.82,0.171,0.908,13.91
"NEP",1963,0.805,0.343,1.82,0.174,0.906,13.8
"NEP",1964,0.805,0.343,1.82,0.177,0.905,13.7
"NEP",1965,0.806,0.342,1.82,0.179,0.903,13.59
"NEP",1966,0.806,0.342,1.82,0.182,0.902,13.48
"NEP",1967,0.806,0.342,1.82,0.184,0.9,13.37
"NEP",1968,0.807,0.341,1.82,0.187,0.899,13.26
"NEP",1969,0.807,0.341,1.82,0.19,0.897,13.16
"NEP",1970,0.808,0.34,1.82,0.193,0.896,13.05
"NEP",1971,0.808,0.34,1.81,0.195,0.894,12.94
"NEP",1972,0.809,0.339,1.81,0.198,0.892,12.84
"NEP",1973,0.81,0.339,1.81,0.201,0.891,12.73
"NEP",1974,0.81,0.338,1.81,0.204,0.889,12.63
"NEP",1975,0.811,0.337,1.8,0.207,0.887,12.53
"NEP",1976,0.812,0.336,1.8,0.21,0.886,12.42
"NEP",1977,0.812,0.335,1.8,0.213,0.884,12.32
"NEP",1978,0.813,0.335,1.79,0.216,0.882,12.22
"NEP",1979,0.814,0.334,1.79,0.219,0.88,12.12
"NEP",1980,0.814,0.333,1.79,0.222,0.878,12.02
"NEP",1981,0.815,0.331,1.78,0.225,0.877,11.92
"NEP",1982,0.816,0.33,1.78,0.228,0.875,11.82
"NEP",1983,0.817,0.329,1.77,0.231,0.873,11.72
"NEP",1984,0.818,0.328,1.77,0.234,0.871,11.62
"NEP",1985,0.819,0.327,1.76,0.238,0.869,11.52
"NEP",1986,0.82,0.325,1.75,0.241,0.867,11.42
"NEP",1987,0.821,0.324,1.75,0.244,0.865,11.33
"NEP",1988,0.822,0.322,1.74,0.247,0.863,11.23
"NEP",1989,0.823,0.32,1.73,0.251,0.861,11.13
"NEP",1990,0.824,0.319,1.72,0.254,0.859,11.04
"NEP",1991,0.825,0.317,1.71,0.258,0.857,10.94
"NEP",1992,0.827,0.315,1.7,0.261,0.855,10.85
"NEP",1993,0.828,0.313,1.7,0.264,0.853,10.75
"NEP",1994,0.829,0.311,1.69,0.268,0.85,10.66
"NEP",1995,0.83,0.309,1.67,0.271,0.848,10.56
"NEP",1996,0.832,0.306,1.66,0.275,0.846,10.47
"NEP",1997,0.833,0.304,1.65,0.279,0.844,10.38
"NEP",1998,0.835,0.302,1.64,0.282,0.842,10.28
"NEP",1999,0.836,0.299,1.63,0.286,0.839,10.19
"NEP",2000,0.838,0.296,1.61,0.289,0.837,10.1
"NEP",2001,0.839,0.293,1.6,0.293,0.835,10.01
"NEP",2002,0.841,0.291,1.58,0.297,0.832,9.92
"NEP",2003,0.842,0.287,1.57,0.301,0.83,9.83
"NEP",2004,0.844,0.284,1.55,0.304,0.827,9.74
"NEP",2005,0.846,0.281,1.53,0.308,0.825,9.65
"NEP",2006,0.847,0.277,1.52,0.312,0.822,9.56
"NEP",2007,0.849,0.274,1.5,0.316,0.82,9.47
"NEP",2008,0.851,0.27,1.48,0.32,0.817,9.39
"NEP",2009,0.853,0.266,1.46,0.324,0.815,9.3
"NEP",2010,0.854,0.262,1.43,0.328,0.812,9.21
"NEP",2011,0.856,0.258,1.41,0.331,0.81,9.13
"NEP",2012,0.858,0.253,1.39,0.335,0.807,9.04
"NEP",2013,0.86,0.248,1.36,0.339,0.804,8.95
"NEW",1945,0.156,0.917,18.63,0.566,0.578,2.03
"NEW",1946,0.158,0.916,18.34,0.568,0.576,2
"NEW",1947,0.16,0.915,18.04,0.569,0.573,1.98
"NEW",1948,0.161,0.914,17.75,0.571,0.57,1.95
"NEW",1949,0.163,0.913,17.47,0.573,0.567,1.92
"NEW",1950,0.165,0.912,17.19,0.574,0.564,1.89
"NEW",1951,0.167,0.91,16.91,0.576,0.561,1.87
"NEW",1952,0.169,0.909,16.64,0.577,0.559,1.84
"NEW",1953,0.171,0.908,16.37,0.579,0.556,1.82
"NEW",1954,0.173,0.907,16.1,0.58,0.553,1.79
"NEW",1955,0.175,0.906,15.84,0.582,0.55,1.77
"NEW",1956,0.177,0.905,15.58,0.583,0.547,1.74
"NEW",1957,0.179,0.904,15.33,0.585,0.544,1.72
"NEW",1958,0.181,0.902,15.07,0.586,0.541,1.7
"NEW",1959,0.183,0.901,14.83,0.587,0.539,1.67
"NEW",1960,0.185,0.9,14.58,0.589,0.536,1.65
"NEW",1961,0.187,0.899,14.34,0.59,0.533,1.63
"NEW",1962,0.19,0.897,14.1,0.591,0.53,1.61
"NEW",1963,0.192,0.896,13.87,0.593,0.527,1.59
"NEW",1964,0.194,0.895,13.63,0.594,0.524,1.57
"NEW",1965,0.196,0.893,13.4,0.595,0.521,1.55
"NEW",1966,0.199,0.892,13.18,0.596,0.518,1.52
"NEW",1967,0.201,0.89,12.96,0.597,0.515,1.5
"NEW",1968,0.204,0.889,12.74,0.599,0.513,1.48
"NEW",1969,0.206,0.887,12.52,0.6,0.51,1.47
"NEW",1970,0.209,0.886,12.31,0.601,0.507,1.45
"NEW",1971,0.212,0.884,12.09,0.602,0.504,1.43
"NEW",1972,0.217,0.881,11.89,0.603,0.501,1.41
"NEW",1973,0.222,0.878,11.68,0.604,0.498,1.39
"NEW",1974,0.228,0.875,11.48,0.605,0.495,1.37
"NEW",1975,0.233,0.871,11.28,0.606,0.492,1.36
"NEW",1976,0.238,0.868,11.08,0.607,0.489,1.34
"NEW",1977,0.244,0.865,10.89,0.608,0.486,1.32
"NEW",1978,0.249,0.862,10.69,0.609,0.484,1.3
"NEW",1979,0.255,0.858,10.51,0.609,0.481,1.29
"NEW",1980,0.26,0.855,10.32,0.61,0.478,1.27
"NEW",1981,0.266,0.851,10.13,0.611,0.475,1.26
"NEW",1982,0.272,0.848,9.95,0.612,0.472,1.24
"NEW",1983,0.278,0.844,9.77,0.613,0.469,1.22
"NEW",1984,0.284,0.84,9.6,0.613,0.466,1.21
"NEW",1985,0.29,0.836,9.42,0.614,0.463,1.19
"NEW",1986,0.296,0.832,9.25,0.615,0.46,1.18
"NEW",1987,0.303,0.828,9.08,0.616,0.458,1.16
"NEW",1988,0.309,0.824,8.91,0.616,0.455,1.15
"NEW",1989,0.315,0.82,8.74,0.617,0.452,1.14
"NEW",1990,0.322,0.816,8.58,0.618,0.449,1.12
"NEW",1991,0.328,0.812,8.42,0.618,0.446,1.11
"NEW",1992,0.335,0.807,8.26,0.619,0.443,1.1
"NEW",1993,0.342,0.803,8.1,0.62,0.44,1.08
"NEW",1994,0.348,0.798,7.95,0.62,0.438,1.07
"NEW",1995,0.355,0.794,7.8,0.621,0.435,1.06
"NEW",1996,0.362,0.789,7.65,0.621,0.432,1.04
"NEW",1997,0.369,0.784,7.5,0.622,0.429,1.03
"NEW",1998,0.376,0.78,7.35,0.623,0.426,1.02
"NEW",1999,0.383,0.775,7.21,0.623,0.423,1.01
"NEW",2000,0.39,0.77,7.07,0.624,0.422,1
"NEW",2001,0.397,0.765,6.92,0.624,0.424,1.02
"NEW",2002,0.404,0.76,6.79,0.625,0.426,1.03
"NEW",2003,0.411,0.754,6.65,0.626,0.428,1.04
"NEW",2004,0.419,0.749,6.52,0.626,0.43,1.05
"NEW",2005,0.426,0.744,6.38,0.627,0.432,1.06
"NEW",2006,0.433,0.738,6.25,0.627,0.434,1.07
"NEW",2007,0.441,0.733,6.12,0.628,0.435,1.09
"NEW",2008,0.448,0.727,6,0.629,0.437,1.1
"NEW",2009,0.455,0.722,5.87,0.629,0.439,1.11
"NEW",2010,0.463,0.716,5.75,0.63,0.441,1.12
"NEW",2011,0.47,0.71,5.63,0.63,0.442,1.13
"NEW",2012,0.477,0.704,5.51,0.631,0.444,1.15
"NEW",2013,0.485,0.698,5.39,0.632,0.445,1.16
"NIC",1945,0.46,0.707,4.05,0.051,0.974,36.84
"NIC",1946,0.46,0.707,4.06,0.053,0.973,35.75
"NIC",1947,0.461,0.707,4.07,0.054,0.972,34.7
"NIC",1948,0.461,0.707,4.08,0.056,0.971,33.68
"NIC",1949,0.461,0.707,4.09,0.058,0.97,32.68
"NIC",1950,0.461,0.707,4.1,0.059,0.969,31.72
"NIC",1951,0.461,0.707,4.11,0.061,0.969,30.78
"NIC",1952,0.461,0.707,4.12,0.063,0.968,29.87
"NIC",1953,0.461,0.707,4.13,0.064,0.967,28.99
"NIC",1954,0.462,0.707,4.14,0.066,0.966,28.13
"NIC",1955,0.462,0.707,4.15,0.068,0.965,27.3
"NIC",1956,0.462,0.707,4.16,0.07,0.964,26.49
"NIC",1957,0.462,0.707,4.17,0.072,0.963,25.7
"NIC",1958,0.462,0.707,4.18,0.074,0.961,24.94
"NIC",1959,0.463,0.706,4.18,0.076,0.96,24.2
"NIC",1960,0.465,0.705,4.19,0.078,0.959,23.48
"NIC",1961,0.466,0.704,4.2,0.081,0.958,22.78
"NIC",1962,0.468,0.703,4.21,0.083,0.957,22.1
"NIC",1963,0.47,0.702,4.22,0.085,0.955,21.44
"NIC",1964,0.471,0.701,4.23,0.088,0.954,20.8
"NIC",1965,0.473,0.7,4.24,0.09,0.953,20.18
"NIC",1966,0.474,0.699,4.25,0.092,0.951,19.58
"NIC",1967,0.476,0.698,4.26,0.095,0.95,18.99
"NIC",1968,0.478,0.697,4.27,0.098,0.949,18.42
"NIC",1969,0.479,0.696,4.28,0.1,0.947,17.87
"NIC",1970,0.481,0.695,4.29,0.103,0.945,17.33
"NIC",1971,0.482,0.694,4.3,0.106,0.944,16.81
"NIC",1972,0.484,0.693,4.31,0.11,0.942,16.3
"NIC",1973,0.485,0.692,4.32,0.114,0.939,15.81
"NIC",1974,0.487,0.691,4.33,0.118,0.937,15.33
"NIC",1975,0.488,0.69,4.34,0.123,0.934,14.87
"NIC",1976,0.49,0.689,4.35,0.128,0.932,14.42
"NIC",1977,0.492,0.688,4.36,0.132,0.929,13.98
"NIC",1978,0.493,0.687,4.37,0.137,0.926,13.55
"NIC",1979,0.495,0.686,4.37,0.143,0.923,13.14
"NIC",1980,0.496,0.685,4.38,0.148,0.92,12.74
"NIC",1981,0.498,0.684,4.39,0.154,0.917,12.35
"NIC",1982,0.499,0.683,4.4,0.159,0.914,11.97
"NIC",1983,0.501,0.682,4.41,0.165,0.91,11.6
"NIC",1984,0.502,0.681,4.42,0.171,0.907,11.24
"NIC",1985,0.504,0.68,4.43,0.177,0.903,10.89
"NIC",1986,0.505,0.679,4.44,0.184,0.899,10.55
"NIC",1987,0.507,0.678,4.45,0.19,0.895,10.22
"NIC",1988,0.508,0.677,4.46,0.197,0.891,9.9
"NIC",1989,0.51,0.675,4.47,0.204,0.887,9.59
"NIC",1990,0.511,0.674,4.48,0.211,0.883,9.29
"NIC",1991,0.513,0.673,4.49,0.219,0.878,9
"NIC",1992,0.514,0.672,4.5,0.226,0.874,8.71
"NIC",1993,0.515,0.671,4.51,0.234,0.869,8.43
"NIC",1994,0.517,0.67,4.52,0.242,0.864,8.16
"NIC",1995,0.518,0.669,4.53,0.25,0.859,7.9
"NIC",1996,0.52,0.668,4.54,0.258,0.854,7.65
"NIC",1997,0.521,0.667,4.55,0.266,0.848,7.4
"NIC",1998,0.523,0.666,4.56,0.275,0.843,7.16
"NIC",1999,0.524,0.665,4.57,0.283,0.837,6.93
"NIC",2000,0.526,0.664,4.58,0.292,0.831,6.7
"NIC",2001,0.527,0.663,4.59,0.301,0.825,6.48
"NIC",2002,0.528,0.662,4.6,0.31,0.819,6.26
"NIC",2003,0.53,0.66,4.61,0.319,0.812,6.06
"NIC",2004,0.531,0.659,4.62,0.329,0.806,5.85
"NIC",2005,0.533,0.658,4.63,0.338,0.799,5.66
"NIC",2006,0.534,0.657,4.64,0.348,0.792,5.47
"NIC",2007,0.535,0.656,4.65,0.357,0.785,5.28
"NIC",2008,0.537,0.655,4.66,0.367,0.778,5.1
"NIC",2009,0.538,0.654,4.67,0.377,0.77,4.93
"NIC",2010,0.54,0.653,4.68,0.387,0.763,4.76
"NIC",2011,0.541,0.652,4.69,0.397,0.755,4.59
"NIC",2012,0.542,0.651,4.7,0.407,0.747,4.43
"NIC",2013,0.544,0.65,4.71,0.417,0.739,4.28
"NIG",1960,0.868,0.204,1.13,0.648,0.461,1.48
"NIG",1961,0.868,0.203,1.13,0.646,0.462,1.46
"NIG",1962,0.869,0.203,1.13,0.645,0.462,1.45
"NIG",1963,0.869,0.203,1.13,0.644,0.463,1.44
"NIG",1964,0.869,0.203,1.14,0.642,0.464,1.43
"NIG",1965,0.869,0.202,1.13,0.641,0.464,1.42
"NIG",1966,0.869,0.202,1.13,0.639,0.465,1.41
"NIG",1967,0.869,0.202,1.12,0.638,0.465,1.39
"NIG",1968,0.868,0.201,1.12,0.636,0.466,1.38
"NIG",1969,0.868,0.201,1.11,0.634,0.467,1.37
"NIG",1970,0.868,0.201,1.11,0.632,0.467,1.36
"NIG",1971,0.867,0.201,1.1,0.631,0.468,1.35
"NIG",1972,0.867,0.2,1.1,0.629,0.468,1.34
"NIG",1973,0.866,0.2,1.09,0.627,0.469,1.33
"NIG",1974,0.866,0.2,1.09,0.625,0.47,1.32
"NIG",1975,0.865,0.2,1.08,0.623,0.47,1.31
"NIG",1976,0.864,0.199,1.08,0.621,0.471,1.3
"NIG",1977,0.864,0.199,1.07,0.619,0.472,1.29
"NIG",1978,0.863,0.199,1.07,0.616,0.472,1.28
"NIG",1979,0.863,0.199,1.06,0.614,0.473,1.27
"NIG",1980,0.862,0.198,1.06,0.613,0.473,1.26
"NIG",1981,0.862,0.198,1.05,0.612,0.473,1.25
"NIG",1982,0.861,0.198,1.05,0.611,0.472,1.24
"NIG",1983,0.86,0.198,1.04,0.609,0.472,1.23
"NIG",1984,0.86,0.197,1.04,0.608,0.472,1.23
"NIG",1985,0.859,0.197,1.03,0.607,0.472,1.22
"NIG",1986,0.859,0.197,1.03,0.606,0.472,1.21
"NIG",1987,0.858,0.197,1.02,0.605,0.471,1.2
"NIG",1988,0.858,0.196,1.02,0.604,0.471,1.19
"NIG",1989,0.857,0.196,1.01,0.603,0.471,1.18
"NIG",1990,0.857,0.196,1.01,0.601,0.471,1.17
"NIG",1991,0.856,0.196,1.01,0.6,0.47,1.17
"NIG",1992,0.856,0.195,1,0.599,0.47,1.16
"NIG",1993,0.855,0.196,1,0.598,0.47,1.15
"NIG",1994,0.855,0.197,1.01,0.597,0.469,1.14
"NIG",1995,0.854,0.197,1.01,0.596,0.469,1.13
"NIG",1996,0.854,0.198,1.02,0.594,0.468,1.13
"NIG",1997,0.854,0.198,1.02,0.593,0.468,1.12
"NIG",1998,0.853,0.199,1.03,0.592,0.468,1.11
"NIG",1999,0.853,0.2,1.03,0.591,0.467,1.11
"NIG",2000,0.853,0.2,1.04,0.59,0.467,1.1
"NIG",2001,0.852,0.201,1.04,0.588,0.466,1.09
"NIG",2002,0.852,0.202,1.05,0.587,0.466,1.08
"NIG",2003,0.852,0.202,1.05,0.586,0.465,1.08
"NIG",2004,0.851,0.203,1.06,0.585,0.465,1.07
"NIG",2005,0.851,0.204,1.06,0.584,0.465,1.06
"NIG",2006,0.851,0.204,1.06,0.583,0.464,1.06
"NIG",2007,0.851,0.205,1.07,0.581,0.464,1.05
"NIG",2008,0.851,0.206,1.07,0.58,0.463,1.04
"NIG",2009,0.85,0.206,1.08,0.579,0.463,1.04
"NIG",2010,0.85,0.207,1.08,0.578,0.462,1.03
"NIG",2011,0.85,0.208,1.09,0.577,0.461,1.03
"NIG",2012,0.85,0.208,1.09,0.576,0.461,1.02
"NIG",2013,0.85,0.209,1.1,0.574,0.46,1.01
"NIR",1960,0.683,0.513,3.19,0.348,0.778,3.57
"NIR",1961,0.682,0.513,3.18,0.34,0.784,3.71
"NIR",1962,0.681,0.514,3.17,0.333,0.791,3.85
"NIR",1963,0.681,0.515,3.16,0.325,0.797,4.01
"NIR",1964,0.68,0.515,3.15,0.318,0.803,4.17
"NIR",1965,0.68,0.516,3.14,0.31,0.809,4.33
"NIR",1966,0.679,0.516,3.13,0.303,0.815,4.51
"NIR",1967,0.679,0.517,3.12,0.296,0.821,4.69
"NIR",1968,0.679,0.517,3.11,0.288,0.827,4.89
"NIR",1969,0.678,0.518,3.11,0.281,0.832,5.09
"NIR",1970,0.678,0.518,3.1,0.273,0.838,5.29
"NIR",1971,0.677,0.519,3.09,0.266,0.843,5.51
"NIR",1972,0.677,0.519,3.08,0.259,0.848,5.74
"NIR",1973,0.676,0.519,3.07,0.252,0.853,5.98
"NIR",1974,0.676,0.52,3.06,0.245,0.858,6.23
"NIR",1975,0.675,0.52,3.05,0.238,0.863,6.49
"NIR",1976,0.675,0.521,3.04,0.234,0.866,6.77
"NIR",1977,0.675,0.521,3.03,0.23,0.869,7.05
"NIR",1978,0.674,0.521,3.02,0.226,0.872,7.35
"NIR",1979,0.674,0.522,3.01,0.221,0.875,7.66
"NIR",1980,0.673,0.522,3,0.217,0.878,7.99
"NIR",1981,0.673,0.522,2.99,0.213,0.881,8.33
"NIR",1982,0.673,0.523,2.98,0.209,0.883,8.69
"NIR",1983,0.672,0.523,2.98,0.205,0.886,9.06
"NIR",1984,0.672,0.523,2.97,0.201,0.889,9.45
"NIR",1985,0.672,0.524,2.96,0.197,0.892,9.85
"NIR",1986,0.671,0.524,2.95,0.193,0.894,10.28
"NIR",1987,0.671,0.524,2.94,0.189,0.897,10.72
"NIR",1988,0.671,0.524,2.93,0.185,0.899,11.19
"NIR",1989,0.671,0.524,2.92,0.181,0.901,11.67
"NIR",1990,0.67,0.525,2.91,0.177,0.904,12.18
"NIR",1991,0.67,0.525,2.9,0.173,0.906,12.71
"NIR",1992,0.67,0.525,2.9,0.17,0.908,13.27
"NIR",1993,0.669,0.525,2.89,0.166,0.911,13.85
"NIR",1994,0.669,0.525,2.88,0.162,0.913,14.45
"NIR",1995,0.669,0.525,2.87,0.159,0.915,15.08
"NIR",1996,0.669,0.525,2.86,0.155,0.917,15.74
