"sftgcode","year","eth.frac","eth.largest","eth.ratio","rel.frac","rel.largest","rel.ratio"
"TUR",1964,0.146,0.922,14.21,0.206,0.885,8.44
"TUR",1965,0.151,0.919,13.77,0.209,0.883,8.28
"TUR",1966,0.156,0.916,13.35,0.212,0.881,8.12
"TUR",1967,0.161,0.913,12.95,0.214,0.88,7.97
"TUR",1968,0.166,0.91,12.55,0.217,0.878,7.81
"TUR",1969,0.172,0.907,12.17,0.22,0.876,7.66
"TUR",1970,0.177,0.904,11.79,0.222,0.874,7.52
"TUR",1971,0.183,0.9,11.43,0.225,0.872,7.37
"TUR",1972,0.189,0.897,11.08,0.228,0.87,7.23
"TUR",1973,0.195,0.893,10.73,0.231,0.868,7.1
"TUR",1974,0.201,0.889,10.4,0.234,0.866,6.96
"TUR",1975,0.208,0.886,10.08,0.237,0.864,6.83
"TUR",1976,0.214,0.882,9.76,0.24,0.862,6.7
"TUR",1977,0.221,0.878,9.46,0.243,0.86,6.57
"TUR",1978,0.228,0.873,9.16,0.246,0.858,6.45
"TUR",1979,0.235,0.869,8.88,0.249,0.856,6.32
"TUR",1980,0.242,0.865,8.6,0.252,0.854,6.2
"TUR",1981,0.249,0.86,8.33,0.255,0.852,6.08
"TUR",1982,0.256,0.855,8.06,0.258,0.85,5.97
"TUR",1983,0.264,0.851,7.81,0.261,0.847,5.86
"TUR",1984,0.271,0.846,7.56,0.264,0.845,5.74
"TUR",1985,0.279,0.841,7.32,0.267,0.843,5.64
"TUR",1986,0.287,0.835,7.08,0.271,0.84,5.53
"TUR",1987,0.295,0.83,6.85,0.274,0.838,5.42
"TUR",1988,0.303,0.825,6.63,0.277,0.836,5.32
"TUR",1989,0.311,0.819,6.42,0.281,0.833,5.22
"TUR",1990,0.32,0.813,6.21,0.284,0.831,5.12
"TUR",1991,0.328,0.807,6.01,0.287,0.828,5.03
"TUR",1992,0.337,0.801,5.81,0.291,0.825,4.93
"TUR",1993,0.345,0.795,5.62,0.294,0.823,4.84
"TUR",1994,0.354,0.789,5.44,0.297,0.82,4.75
"TUR",1995,0.363,0.782,5.26,0.301,0.818,4.66
"TUR",1996,0.372,0.776,5.08,0.304,0.815,4.57
"TUR",1997,0.38,0.769,4.91,0.308,0.812,4.48
"TUR",1998,0.389,0.762,4.75,0.311,0.809,4.4
"TUR",1999,0.398,0.755,4.59,0.315,0.807,4.32
"TUR",2000,0.407,0.748,4.43,0.318,0.804,4.23
"TUR",2001,0.416,0.741,4.28,0.322,0.801,4.16
"TUR",2002,0.425,0.733,4.14,0.325,0.798,4.08
"TUR",2003,0.434,0.726,3.99,0.329,0.795,4
"TUR",2004,0.443,0.718,3.86,0.332,0.792,3.93
"TUR",2005,0.452,0.71,3.72,0.336,0.789,3.85
"TUR",2006,0.461,0.702,3.59,0.339,0.786,3.78
"TUR",2007,0.47,0.694,3.47,0.343,0.783,3.71
"TUR",2008,0.479,0.686,3.35,0.346,0.78,3.64
"TUR",2009,0.488,0.678,3.23,0.35,0.777,3.57
"TUR",2010,0.496,0.669,3.12,0.353,0.773,3.51
"TUR",2011,0.505,0.661,3.01,0.357,0.77,3.44
"TUR",2012,0.513,0.652,2.9,0.36,0.767,3.38
"TUR",2013,0.521,0.643,2.79,0.364,0.764,3.31
"UAE",1971,0.467,0.71,5.86,0.35,0.789,5.01
"UAE",1972,0.478,0.7,5.63,0.35,0.789,5.01
"UAE",1973,0.49,0.69,5.41,0.35,0.789,5.01
"UAE",1974,0.501,0.68,5.2,0.35,0.789,5.01
"UAE",1975,0.512,0.67,4.99,0.35,0.789,5.01
"UAE",1976,0.523,0.66,4.78,0.349,0.789,5.01
"UAE",1977,0.534,0.649,4.54,0.349,0.789,5.01
"UAE",1978,0.544,0.638,4.23,0.349,0.79,5.01
"UAE",1979,0.554,0.628,3.95,0.349,0.79,5.01
"UAE",1980,0.564,0.617,3.7,0.349,0.79,5.01
"UAE",1981,0.574,0.606,3.46,0.348,0.79,5.01
"UAE",1982,0.583,0.595,3.25,0.348,0.79,5
"UAE",1983,0.592,0.583,3.06,0.348,0.79,5
"UAE",1984,0.601,0.572,2.87,0.348,0.79,5
"UAE",1985,0.609,0.561,2.71,0.348,0.79,5
"UAE",1986,0.617,0.549,2.55,0.347,0.791,5
"UAE",1987,0.625,0.538,2.41,0.347,0.791,5
"UAE",1988,0.632,0.526,2.28,0.347,0.791,5
"UAE",1989,0.639,0.514,2.16,0.347,0.791,5
"UAE",1990,0.645,0.503,2.04,0.347,0.791,5
"UAE",1991,0.651,0.491,1.93,0.346,0.791,5
"UAE",1992,0.657,0.479,1.83,0.346,0.791,5
"UAE",1993,0.662,0.468,1.74,0.346,0.791,5
"UAE",1994,0.666,0.456,1.65,0.346,0.792,5
"UAE",1995,0.671,0.445,1.57,0.346,0.792,5
"UAE",1996,0.674,0.433,1.49,0.346,0.792,5
"UAE",1997,0.678,0.422,1.42,0.345,0.792,5
"UAE",1998,0.681,0.411,1.35,0.345,0.792,5
"UAE",1999,0.683,0.399,1.29,0.345,0.792,5
"UAE",2000,0.686,0.388,1.23,0.345,0.792,5
"UAE",2001,0.687,0.377,1.17,0.345,0.792,5
"UAE",2002,0.689,0.367,1.12,0.344,0.793,5
"UAE",2003,0.69,0.356,1.06,0.344,0.793,5
"UAE",2004,0.691,0.345,1.02,0.344,0.793,5
"UAE",2005,0.691,0.345,1.03,0.344,0.793,5
"UAE",2006,0.691,0.349,1.08,0.344,0.793,5
"UAE",2007,0.691,0.354,1.13,0.343,0.793,5
"UAE",2008,0.69,0.358,1.18,0.343,0.793,5
"UAE",2009,0.69,0.363,1.21,0.343,0.793,5
"UAE",2010,0.688,0.366,1.19,0.343,0.793,5
"UAE",2011,0.687,0.37,1.18,0.343,0.794,5
"UAE",2012,0.686,0.373,1.17,0.343,0.794,5
"UAE",2013,0.684,0.376,1.15,0.342,0.794,5
"UGA",1962,0.889,0.209,1.24,0.721,0.408,1.56
"UGA",1963,0.889,0.21,1.24,0.721,0.407,1.54
"UGA",1964,0.889,0.21,1.24,0.721,0.406,1.52
"UGA",1965,0.888,0.211,1.24,0.721,0.405,1.5
"UGA",1966,0.888,0.211,1.24,0.72,0.404,1.49
"UGA",1967,0.888,0.211,1.24,0.72,0.403,1.47
"UGA",1968,0.888,0.212,1.24,0.719,0.402,1.45
"UGA",1969,0.888,0.212,1.24,0.719,0.401,1.44
"UGA",1970,0.888,0.212,1.24,0.719,0.4,1.42
"UGA",1971,0.888,0.213,1.24,0.718,0.399,1.4
"UGA",1972,0.887,0.213,1.25,0.717,0.398,1.39
"UGA",1973,0.887,0.213,1.25,0.717,0.397,1.37
"UGA",1974,0.887,0.214,1.25,0.716,0.396,1.36
"UGA",1975,0.887,0.214,1.25,0.715,0.395,1.34
"UGA",1976,0.887,0.214,1.25,0.715,0.394,1.33
"UGA",1977,0.887,0.214,1.25,0.714,0.393,1.31
"UGA",1978,0.887,0.215,1.25,0.713,0.392,1.3
"UGA",1979,0.887,0.215,1.25,0.712,0.391,1.28
"UGA",1980,0.886,0.215,1.25,0.711,0.39,1.27
"UGA",1981,0.886,0.215,1.25,0.71,0.389,1.25
"UGA",1982,0.886,0.216,1.25,0.709,0.388,1.24
"UGA",1983,0.886,0.216,1.25,0.708,0.387,1.22
"UGA",1984,0.886,0.216,1.25,0.706,0.386,1.21
"UGA",1985,0.886,0.216,1.25,0.705,0.385,1.2
"UGA",1986,0.886,0.217,1.25,0.704,0.384,1.18
"UGA",1987,0.886,0.217,1.25,0.702,0.383,1.17
"UGA",1988,0.885,0.217,1.25,0.701,0.382,1.16
"UGA",1989,0.885,0.217,1.25,0.702,0.38,1.15
"UGA",1990,0.885,0.217,1.25,0.703,0.377,1.13
"UGA",1991,0.885,0.217,1.25,0.704,0.375,1.12
"UGA",1992,0.885,0.218,1.25,0.704,0.372,1.11
"UGA",1993,0.885,0.218,1.25,0.705,0.37,1.1
"UGA",1994,0.885,0.218,1.25,0.706,0.367,1.09
"UGA",1995,0.885,0.218,1.25,0.706,0.365,1.07
"UGA",1996,0.885,0.218,1.25,0.707,0.362,1.06
"UGA",1997,0.885,0.218,1.25,0.708,0.36,1.05
"UGA",1998,0.884,0.218,1.25,0.708,0.357,1.04
"UGA",1999,0.884,0.219,1.25,0.709,0.355,1.03
"UGA",2000,0.884,0.219,1.24,0.71,0.353,1.02
"UGA",2001,0.884,0.219,1.24,0.71,0.35,1.01
"UGA",2002,0.884,0.219,1.24,0.711,0.349,1
"UGA",2003,0.884,0.219,1.24,0.711,0.35,1.01
"UGA",2004,0.884,0.219,1.24,0.712,0.351,1.02
"UGA",2005,0.884,0.219,1.24,0.712,0.352,1.04
"UGA",2006,0.884,0.219,1.24,0.713,0.354,1.05
"UGA",2007,0.884,0.219,1.24,0.713,0.355,1.06
"UGA",2008,0.884,0.219,1.24,0.714,0.356,1.07
"UGA",2009,0.883,0.219,1.24,0.714,0.357,1.08
"UGA",2010,0.883,0.219,1.24,0.715,0.358,1.09
"UGA",2011,0.883,0.219,1.23,0.715,0.359,1.1
"UGA",2012,0.883,0.219,1.23,0.715,0.36,1.11
"UGA",2013,0.883,0.219,1.23,0.716,0.361,1.12
"UKG",1945,0.309,0.823,7.97,0.503,0.662,2.86
"UKG",1946,0.309,0.823,7.99,0.507,0.658,2.8
"UKG",1947,0.309,0.823,8.02,0.51,0.654,2.74
"UKG",1948,0.309,0.823,8.04,0.514,0.65,2.68
"UKG",1949,0.309,0.824,8.06,0.517,0.646,2.62
"UKG",1950,0.309,0.824,8.09,0.52,0.642,2.57
"UKG",1951,0.309,0.824,8.11,0.524,0.637,2.51
"UKG",1952,0.309,0.824,8.13,0.527,0.633,2.46
"UKG",1953,0.309,0.824,8.15,0.53,0.629,2.41
"UKG",1954,0.309,0.824,8.18,0.533,0.625,2.36
"UKG",1955,0.309,0.824,8.2,0.536,0.621,2.31
"UKG",1956,0.309,0.824,8.22,0.539,0.617,2.26
"UKG",1957,0.309,0.824,8.25,0.543,0.613,2.22
"UKG",1958,0.309,0.824,8.27,0.546,0.608,2.17
"UKG",1959,0.309,0.824,8.29,0.548,0.604,2.13
"UKG",1960,0.309,0.824,8.31,0.551,0.6,2.09
"UKG",1961,0.31,0.823,8.34,0.554,0.596,2.05
"UKG",1962,0.31,0.823,8.36,0.557,0.591,2.01
"UKG",1963,0.31,0.823,8.38,0.56,0.587,1.97
"UKG",1964,0.311,0.823,8.4,0.563,0.583,1.93
"UKG",1965,0.311,0.823,8.43,0.565,0.578,1.89
"UKG",1966,0.312,0.823,8.45,0.568,0.574,1.85
"UKG",1967,0.312,0.822,8.47,0.57,0.57,1.82
"UKG",1968,0.313,0.822,8.49,0.573,0.565,1.78
"UKG",1969,0.313,0.822,8.51,0.576,0.561,1.75
"UKG",1970,0.314,0.821,8.54,0.578,0.557,1.72
"UKG",1971,0.314,0.821,8.56,0.58,0.552,1.68
"UKG",1972,0.315,0.821,8.58,0.583,0.548,1.65
"UKG",1973,0.316,0.82,8.6,0.585,0.544,1.62
"UKG",1974,0.317,0.82,8.63,0.587,0.539,1.59
"UKG",1975,0.318,0.819,8.65,0.589,0.535,1.56
"UKG",1976,0.319,0.819,8.67,0.592,0.53,1.53
"UKG",1977,0.319,0.818,8.69,0.594,0.526,1.5
"UKG",1978,0.32,0.818,8.71,0.596,0.521,1.48
"UKG",1979,0.322,0.817,8.74,0.598,0.517,1.45
"UKG",1980,0.323,0.816,8.76,0.6,0.513,1.42
"UKG",1981,0.324,0.816,8.78,0.602,0.508,1.4
"UKG",1982,0.325,0.815,8.8,0.604,0.504,1.37
"UKG",1983,0.326,0.814,8.82,0.606,0.499,1.35
"UKG",1984,0.328,0.813,8.84,0.608,0.495,1.33
"UKG",1985,0.329,0.813,8.87,0.609,0.49,1.3
"UKG",1986,0.331,0.812,8.89,0.611,0.486,1.28
"UKG",1987,0.332,0.811,8.91,0.613,0.482,1.26
"UKG",1988,0.334,0.81,8.93,0.615,0.477,1.24
"UKG",1989,0.335,0.809,8.95,0.616,0.473,1.22
"UKG",1990,0.337,0.808,8.97,0.618,0.468,1.19
"UKG",1991,0.339,0.807,9,0.62,0.464,1.17
"UKG",1992,0.341,0.806,9.02,0.622,0.46,1.16
"UKG",1993,0.343,0.804,9.04,0.623,0.455,1.14
"UKG",1994,0.345,0.803,9.06,0.625,0.451,1.12
"UKG",1995,0.347,0.802,9.08,0.626,0.446,1.1
"UKG",1996,0.349,0.8,9.1,0.628,0.442,1.08
"UKG",1997,0.351,0.799,9.12,0.63,0.438,1.06
"UKG",1998,0.354,0.798,9.15,0.631,0.433,1.05
"UKG",1999,0.356,0.796,9.17,0.633,0.429,1.03
"UKG",2000,0.358,0.795,9.19,0.635,0.425,1.02
"UKG",2001,0.361,0.793,9.21,0.636,0.42,1
"UKG",2002,0.364,0.791,9.23,0.638,0.423,1.02
"UKG",2003,0.366,0.789,9.25,0.639,0.425,1.03
"UKG",2004,0.369,0.788,9.27,0.641,0.426,1.05
"UKG",2005,0.372,0.786,9.29,0.643,0.428,1.06
"UKG",2006,0.375,0.784,9.32,0.645,0.43,1.08
"UKG",2007,0.378,0.782,9.34,0.646,0.431,1.09
"UKG",2008,0.382,0.78,9.36,0.648,0.433,1.11
"UKG",2009,0.385,0.777,9.38,0.65,0.434,1.12
"UKG",2010,0.389,0.775,9.4,0.652,0.435,1.14
"UKG",2011,0.392,0.773,9.42,0.654,0.436,1.16
"UKG",2012,0.396,0.77,9.44,0.656,0.437,1.17
"UKG",2013,0.399,0.768,9.46,0.658,0.438,1.19
"UKR",1991,0.43,0.718,3.1,0.414,0.752,7.18
"UKR",1992,0.427,0.721,3.15,0.407,0.757,7.37
"UKR",1993,0.425,0.724,3.21,0.399,0.763,7.56
"UKR",1994,0.422,0.727,3.27,0.392,0.768,7.75
"UKR",1995,0.42,0.729,3.33,0.384,0.773,7.95
"UKR",1996,0.417,0.732,3.4,0.377,0.779,8.15
"UKR",1997,0.415,0.735,3.46,0.369,0.784,8.36
"UKR",1998,0.412,0.737,3.53,0.362,0.789,8.57
"UKR",1999,0.409,0.74,3.59,0.355,0.794,8.78
"UKR",2000,0.407,0.743,3.66,0.348,0.799,9
"UKR",2001,0.404,0.745,3.73,0.341,0.803,9.23
"UKR",2002,0.401,0.748,3.8,0.334,0.808,9.45
"UKR",2003,0.398,0.75,3.88,0.327,0.813,9.69
"UKR",2004,0.396,0.753,3.95,0.32,0.817,9.92
"UKR",2005,0.393,0.756,4.03,0.313,0.822,10.17
"UKR",2006,0.39,0.758,4.1,0.306,0.826,10.41
"UKR",2007,0.387,0.761,4.18,0.3,0.83,10.67
"UKR",2008,0.385,0.763,4.26,0.293,0.835,10.92
"UKR",2009,0.382,0.766,4.34,0.287,0.839,11.18
"UKR",2010,0.379,0.768,4.43,0.28,0.843,11.45
"UKR",2011,0.376,0.771,4.51,0.274,0.847,11.72
"UKR",2012,0.373,0.773,4.6,0.268,0.851,12
"UKR",2013,0.37,0.775,4.69,0.262,0.854,12.29
"URU",1945,0.256,0.849,5.63,0.406,0.746,4.11
"URU",1946,0.253,0.851,5.73,0.408,0.744,4.01
"URU",1947,0.25,0.854,5.83,0.41,0.742,3.92
"URU",1948,0.247,0.856,5.93,0.412,0.74,3.83
"URU",1949,0.244,0.858,6.04,0.414,0.738,3.75
"URU",1950,0.241,0.86,6.15,0.416,0.736,3.67
"URU",1951,0.238,0.862,6.25,0.418,0.733,3.59
"URU",1952,0.235,0.864,6.36,0.42,0.731,3.52
"URU",1953,0.232,0.866,6.48,0.422,0.729,3.46
"URU",1954,0.229,0.868,6.59,0.424,0.727,3.39
"URU",1955,0.226,0.87,6.71,0.426,0.724,3.33
"URU",1956,0.223,0.872,6.83,0.428,0.722,3.28
"URU",1957,0.22,0.874,6.95,0.43,0.72,3.22
"URU",1958,0.217,0.876,7.08,0.432,0.717,3.17
"URU",1959,0.214,0.878,7.2,0.434,0.715,3.12
"URU",1960,0.211,0.88,7.33,0.436,0.713,3.07
"URU",1961,0.208,0.882,7.47,0.439,0.711,3.03
"URU",1962,0.205,0.884,7.6,0.441,0.708,2.98
"URU",1963,0.203,0.886,7.74,0.443,0.706,2.94
"URU",1964,0.2,0.887,7.88,0.445,0.703,2.9
"URU",1965,0.2,0.888,8.02,0.447,0.701,2.87
"URU",1966,0.2,0.888,8.17,0.45,0.699,2.83
"URU",1967,0.199,0.888,8.32,0.452,0.696,2.8
"URU",1968,0.199,0.889,8.47,0.454,0.694,2.76
"URU",1969,0.199,0.889,8.63,0.457,0.691,2.73
"URU",1970,0.198,0.89,8.79,0.459,0.689,2.7
"URU",1971,0.198,0.89,8.95,0.462,0.687,2.68
"URU",1972,0.198,0.89,9.12,0.464,0.684,2.65
"URU",1973,0.197,0.891,9.28,0.467,0.682,2.62
"URU",1974,0.197,0.891,9.46,0.469,0.679,2.6
"URU",1975,0.196,0.891,9.63,0.472,0.677,2.58
"URU",1976,0.196,0.892,9.81,0.475,0.674,2.56
"URU",1977,0.196,0.892,9.99,0.477,0.672,2.54
"URU",1978,0.195,0.893,10.18,0.48,0.669,2.52
"URU",1979,0.195,0.893,10.37,0.483,0.667,2.51
"URU",1980,0.194,0.893,10.57,0.486,0.664,2.49
"URU",1981,0.194,0.894,10.76,0.489,0.662,2.48
"URU",1982,0.193,0.894,10.97,0.492,0.659,2.46
"URU",1983,0.193,0.894,11.17,0.495,0.657,2.45
"URU",1984,0.192,0.895,11.38,0.498,0.654,2.44
"URU",1985,0.192,0.895,11.6,0.502,0.651,2.44
"URU",1986,0.191,0.896,11.82,0.505,0.649,2.43
"URU",1987,0.191,0.896,12.04,0.508,0.646,2.43
"URU",1988,0.19,0.896,12.27,0.512,0.644,2.43
"URU",1989,0.19,0.897,12.5,0.515,0.641,2.42
"URU",1990,0.189,0.897,12.74,0.519,0.638,2.43
"URU",1991,0.189,0.897,12.98,0.523,0.636,2.43
"URU",1992,0.188,0.898,13.23,0.527,0.633,2.44
"URU",1993,0.188,0.898,13.48,0.53,0.63,2.44
"URU",1994,0.187,0.899,13.74,0.534,0.628,2.46
"URU",1995,0.187,0.899,14,0.538,0.625,2.47
"URU",1996,0.186,0.899,14.27,0.542,0.623,2.49
"URU",1997,0.185,0.9,14.55,0.546,0.62,2.51
"URU",1998,0.185,0.9,14.82,0.55,0.617,2.53
"URU",1999,0.184,0.9,15.11,0.554,0.614,2.56
"URU",2000,0.184,0.901,15.4,0.558,0.612,2.59
"URU",2001,0.183,0.901,15.7,0.563,0.609,2.62
"URU",2002,0.183,0.901,16,0.567,0.606,2.67
"URU",2003,0.182,0.902,16.31,0.571,0.604,2.71
"URU",2004,0.181,0.902,16.62,0.575,0.601,2.77
"URU",2005,0.181,0.902,16.95,0.579,0.598,2.83
"URU",2006,0.18,0.903,17.27,0.583,0.595,2.9
"URU",2007,0.18,0.903,17.61,0.586,0.593,2.99
"URU",2008,0.179,0.903,17.95,0.59,0.59,3.08
"URU",2009,0.179,0.904,18.3,0.593,0.587,3.19
"URU",2010,0.178,0.904,18.65,0.597,0.584,3.32
"URU",2011,0.177,0.904,18.87,0.6,0.582,3.46
"URU",2012,0.177,0.905,18.66,0.602,0.579,3.31
"URU",2013,0.176,0.905,18.46,0.605,0.576,3.14
"USA",1945,0.22,0.878,9.2,0.495,0.667,2.79
"USA",1946,0.223,0.876,9.15,0.498,0.665,2.78
"USA",1947,0.225,0.875,9.09,0.501,0.663,2.77
"USA",1948,0.227,0.873,9.04,0.504,0.661,2.76
"USA",1949,0.229,0.872,8.98,0.507,0.658,2.75
"USA",1950,0.232,0.871,8.92,0.509,0.656,2.75
"USA",1951,0.234,0.869,8.87,0.512,0.654,2.74
"USA",1952,0.237,0.868,8.81,0.515,0.652,2.73
"USA",1953,0.239,0.866,8.75,0.518,0.65,2.72
"USA",1954,0.242,0.865,8.7,0.52,0.648,2.71
"USA",1955,0.245,0.863,8.64,0.523,0.645,2.7
"USA",1956,0.247,0.861,8.59,0.526,0.643,2.69
"USA",1957,0.25,0.86,8.53,0.528,0.641,2.68
"USA",1958,0.253,0.858,8.48,0.531,0.639,2.67
"USA",1959,0.256,0.856,8.42,0.534,0.637,2.66
"USA",1960,0.259,0.854,8.36,0.537,0.634,2.65
"USA",1961,0.262,0.852,8.31,0.539,0.632,2.64
"USA",1962,0.265,0.85,8.25,0.542,0.63,2.63
"USA",1963,0.268,0.848,8.2,0.544,0.628,2.62
"USA",1964,0.271,0.846,8.14,0.547,0.625,2.61
"USA",1965,0.275,0.844,8.09,0.55,0.623,2.6
"USA",1966,0.278,0.842,8.03,0.552,0.621,2.59
"USA",1967,0.281,0.84,7.98,0.555,0.619,2.58
"USA",1968,0.285,0.838,7.92,0.557,0.616,2.58
"USA",1969,0.289,0.835,7.86,0.56,0.614,2.57
"USA",1970,0.292,0.833,7.81,0.563,0.612,2.56
"USA",1971,0.296,0.831,7.75,0.565,0.609,2.55
"USA",1972,0.3,0.828,7.7,0.568,0.607,2.54
"USA",1973,0.304,0.826,7.64,0.57,0.605,2.53
"USA",1974,0.308,0.823,7.59,0.573,0.603,2.52
"USA",1975,0.312,0.82,7.53,0.575,0.6,2.51
"USA",1976,0.316,0.818,7.48,0.578,0.598,2.5
"USA",1977,0.32,0.815,7.42,0.58,0.596,2.49
"USA",1978,0.325,0.812,7.37,0.582,0.593,2.48
"USA",1979,0.329,0.809,7.31,0.585,0.591,2.47
"USA",1980,0.334,0.806,7.26,0.587,0.589,2.46
"USA",1981,0.338,0.803,7.2,0.59,0.586,2.45
"USA",1982,0.343,0.8,7.15,0.592,0.584,2.44
"USA",1983,0.348,0.797,7.09,0.594,0.582,2.43
"USA",1984,0.353,0.793,7.04,0.597,0.579,2.42
"USA",1985,0.358,0.79,6.98,0.599,0.577,2.41
"USA",1986,0.363,0.787,6.93,0.601,0.575,2.4
"USA",1987,0.368,0.783,6.87,0.604,0.572,2.39
"USA",1988,0.373,0.779,6.82,0.606,0.57,2.38
"USA",1989,0.378,0.776,6.76,0.608,0.568,2.37
"USA",1990,0.384,0.772,6.71,0.61,0.565,2.36
"USA",1991,0.389,0.768,6.65,0.613,0.563,2.35
"USA",1992,0.395,0.764,6.6,0.615,0.56,2.34
"USA",1993,0.4,0.76,6.54,0.617,0.558,2.33
"USA",1994,0.406,0.756,6.49,0.619,0.556,2.32
"USA",1995,0.412,0.751,6.43,0.621,0.553,2.31
"USA",1996,0.418,0.747,6.38,0.623,0.551,2.3
"USA",1997,0.424,0.742,6.32,0.625,0.549,2.29
"USA",1998,0.43,0.738,6.27,0.627,0.546,2.28
"USA",1999,0.436,0.733,6.22,0.629,0.544,2.27
"USA",2000,0.442,0.728,6.16,0.63,0.541,2.26
"USA",2001,0.448,0.723,6.11,0.632,0.539,2.25
"USA",2002,0.455,0.718,6.05,0.634,0.537,2.24
"USA",2003,0.461,0.713,5.97,0.635,0.534,2.23
"USA",2004,0.468,0.708,5.77,0.637,0.532,2.22
"USA",2005,0.474,0.703,5.58,0.638,0.53,2.21
"USA",2006,0.481,0.697,5.4,0.64,0.527,2.2
"USA",2007,0.487,0.692,5.22,0.641,0.525,2.19
"USA",2008,0.494,0.686,5.05,0.642,0.522,2.18
"USA",2009,0.5,0.681,4.89,0.643,0.52,2.17
"USA",2010,0.507,0.675,4.73,0.644,0.518,2.16
"USA",2011,0.514,0.669,4.58,0.645,0.515,2.15
"USA",2012,0.52,0.663,4.43,0.646,0.513,2.14
"USA",2013,0.527,0.657,4.29,0.646,0.51,2.13
"USS",1945,0.653,0.547,2.89,0.738,0.304,1.07
"USS",1946,0.654,0.546,2.9,0.737,0.305,1.08
"USS",1947,0.655,0.546,2.9,0.737,0.306,1.09
"USS",1948,0.656,0.545,2.91,0.736,0.308,1.09
"USS",1949,0.656,0.544,2.92,0.736,0.309,1.09
"USS",1950,0.657,0.544,2.93,0.736,0.311,1.09
"USS",1951,0.658,0.543,2.94,0.735,0.312,1.09
"USS",1952,0.659,0.543,2.95,0.735,0.313,1.09
"USS",1953,0.66,0.542,2.96,0.734,0.315,1.09
"USS",1954,0.66,0.541,2.97,0.734,0.316,1.09
"USS",1955,0.661,0.541,2.97,0.733,0.318,1.09
"USS",1956,0.662,0.54,2.98,0.733,0.319,1.09
"USS",1957,0.663,0.54,2.99,0.732,0.32,1.09
"USS",1958,0.664,0.539,3,0.732,0.322,1.09
"USS",1959,0.664,0.538,3.01,0.731,0.323,1.09
"USS",1960,0.665,0.538,3.02,0.73,0.325,1.1
"USS",1961,0.666,0.537,3.03,0.73,0.326,1.1
"USS",1962,0.667,0.537,3.04,0.729,0.327,1.1
"USS",1963,0.668,0.536,3.05,0.729,0.329,1.1
"USS",1964,0.668,0.535,3.06,0.728,0.33,1.1
"USS",1965,0.669,0.535,3.06,0.728,0.332,1.1
"USS",1966,0.67,0.534,3.07,0.727,0.333,1.11
"USS",1967,0.671,0.534,3.08,0.727,0.335,1.11
"USS",1968,0.672,0.533,3.09,0.726,0.336,1.11
"USS",1969,0.672,0.532,3.1,0.725,0.337,1.11
"USS",1970,0.673,0.532,3.11,0.725,0.339,1.11
"USS",1971,0.674,0.531,3.12,0.724,0.34,1.12
"USS",1972,0.675,0.531,3.13,0.724,0.342,1.12
"USS",1973,0.676,0.53,3.14,0.723,0.343,1.12
"USS",1974,0.677,0.529,3.15,0.723,0.345,1.12
"USS",1975,0.677,0.529,3.16,0.722,0.346,1.13
"USS",1976,0.678,0.528,3.17,0.721,0.348,1.13
"USS",1977,0.679,0.528,3.18,0.721,0.349,1.13
"USS",1978,0.68,0.527,3.19,0.72,0.351,1.13
"USS",1979,0.681,0.526,3.2,0.72,0.352,1.14
"USS",1980,0.682,0.526,3.21,0.719,0.354,1.14
"USS",1981,0.682,0.525,3.22,0.718,0.355,1.14
"USS",1982,0.683,0.525,3.23,0.718,0.357,1.15
"USS",1983,0.684,0.524,3.24,0.717,0.358,1.15
"USS",1984,0.685,0.523,3.25,0.716,0.36,1.15
"USS",1985,0.686,0.523,3.26,0.716,0.361,1.15
"USS",1986,0.687,0.522,3.27,0.715,0.363,1.16
"USS",1987,0.687,0.522,3.28,0.714,0.364,1.16
"USS",1988,0.688,0.521,3.29,0.714,0.365,1.16
"USS",1989,0.689,0.52,3.3,0.713,0.367,1.17
"USS",1990,0.69,0.52,3.31,0.712,0.369,1.17
"USS",1991,0.691,0.519,3.32,0.712,0.37,1.18
"UZB",1991,0.462,0.724,8.71,0.288,0.832,6.04
"UZB",1992,0.455,0.73,9.27,0.282,0.836,6.28
"UZB",1993,0.448,0.735,9.86,0.275,0.841,6.53
"UZB",1994,0.441,0.74,10.49,0.269,0.845,6.79
"UZB",1995,0.434,0.745,11.16,0.263,0.85,7.06
"UZB",1996,0.427,0.75,11.87,0.256,0.854,7.35
"UZB",1997,0.42,0.755,12.63,0.25,0.858,7.65
"UZB",1998,0.413,0.76,13.45,0.244,0.862,7.97
"UZB",1999,0.406,0.765,14.31,0.238,0.866,8.31
"UZB",2000,0.399,0.77,15.23,0.232,0.87,8.66
"UZB",2001,0.392,0.775,16.04,0.226,0.874,9.04
"UZB",2002,0.385,0.779,16.13,0.221,0.878,9.45
"UZB",2003,0.378,0.784,16.22,0.215,0.881,9.88
"UZB",2004,0.372,0.788,16.31,0.209,0.885,10.35
"UZB",2005,0.365,0.793,16.4,0.204,0.888,10.85
"UZB",2006,0.358,0.797,16.48,0.199,0.891,11.39
"UZB",2007,0.352,0.801,16.57,0.194,0.895,11.98
"UZB",2008,0.345,0.806,16.65,0.188,0.898,12.63
"UZB",2009,0.339,0.81,16.73,0.183,0.901,13.34
"UZB",2010,0.332,0.814,16.81,0.179,0.904,14.14
"UZB",2011,0.326,0.818,16.89,0.174,0.907,15.03
"UZB",2012,0.319,0.822,16.96,0.169,0.909,16.04
