"year","fiw.pr","fiw.cl","fiw.status","sftgcode"
1983,1,2,"F","VEN"
1984,1,2,"F","VEN"
1985,1,2,"F","VEN"
1986,1,2,"F","VEN"
1987,1,2,"F","VEN"
1988,1,2,"F","VEN"
1989,1,3,"F","VEN"
1990,1,3,"F","VEN"
1991,1,3,"F","VEN"
1992,3,3,"PF","VEN"
1993,3,3,"PF","VEN"
1994,3,3,"PF","VEN"
1995,3,3,"PF","VEN"
1996,2,3,"F","VEN"
1997,2,3,"F","VEN"
1998,2,3,"F","VEN"
1999,4,4,"PF","VEN"
2000,3,5,"PF","VEN"
2001,3,5,"PF","VEN"
2002,3,4,"PF","VEN"
2003,3,4,"PF","VEN"
2004,3,4,"PF","VEN"
2005,4,4,"PF","VEN"
2006,4,4,"PF","VEN"
2007,4,4,"PF","VEN"
2008,4,4,"PF","VEN"
2009,5,4,"PF","VEN"
2010,5,5,"PF","VEN"
2011,5,5,"PF","VEN"
2012,5,5,"PF","VEN"
2013,5,5,"PF","VEN"
1976,7,7,"NF","VIE"
1977,7,7,"NF","VIE"
1978,7,7,"NF","VIE"
1979,7,7,"NF","VIE"
1980,7,7,"NF","VIE"
1982,7,6,"NF","VIE"
1983,7,6,"NF","VIE"
1984,7,6,"NF","VIE"
1985,7,7,"NF","VIE"
1986,7,7,"NF","VIE"
1987,6,7,"NF","VIE"
1988,6,7,"NF","VIE"
1989,7,7,"NF","VIE"
1990,7,7,"NF","VIE"
1991,7,7,"NF","VIE"
1992,7,7,"NF","VIE"
1993,7,7,"NF","VIE"
1994,7,7,"NF","VIE"
1995,7,7,"NF","VIE"
1996,7,7,"NF","VIE"
1997,7,7,"NF","VIE"
1998,7,7,"NF","VIE"
1999,7,7,"NF","VIE"
2000,7,6,"NF","VIE"
2001,7,6,"NF","VIE"
2002,7,6,"NF","VIE"
2003,7,6,"NF","VIE"
2004,7,6,"NF","VIE"
2005,7,5,"NF","VIE"
2006,7,5,"NF","VIE"
2007,7,5,"NF","VIE"
2008,7,5,"NF","VIE"
2009,7,5,"NF","VIE"
2010,7,5,"NF","VIE"
2011,7,5,"NF","VIE"
2012,7,5,"NF","VIE"
2013,7,5,"NF","VIE"
1972,7,7,"NF","DRV"
1973,7,7,"NF","DRV"
1974,7,7,"NF","DRV"
1975,7,7,"NF","DRV"
1972,4,5,"PF","RVN"
1973,4,5,"PF","RVN"
1974,4,5,"PF","RVN"
1975,7,7,"NF","RVN"
1990,6,5,"PF","YEM"
1991,6,5,"PF","YEM"
1992,6,4,"PF","YEM"
1993,4,5,"PF","YEM"
1994,5,6,"NF","YEM"
1995,5,6,"NF","YEM"
1996,5,6,"NF","YEM"
1997,5,6,"NF","YEM"
1998,5,6,"NF","YEM"
1999,5,6,"NF","YEM"
2000,5,6,"NF","YEM"
2001,6,6,"NF","YEM"
2002,6,5,"NF","YEM"
2003,5,5,"PF","YEM"
2004,5,5,"PF","YEM"
2005,5,5,"PF","YEM"
2006,5,5,"PF","YEM"
2007,5,5,"PF","YEM"
2008,5,5,"PF","YEM"
2009,6,5,"NF","YEM"
2010,6,5,"NF","YEM"
2011,6,6,"NF","YEM"
2012,6,6,"NF","YEM"
2013,6,6,"NF","YEM"
1972,4,4,"PF","YAR"
1973,5,4,"PF","YAR"
1974,5,4,"PF","YAR"
1975,6,5,"NF","YAR"
1976,6,5,"NF","YAR"
1977,6,5,"NF","YAR"
1978,6,5,"NF","YAR"
1979,6,5,"NF","YAR"
1980,6,5,"NF","YAR"
1982,6,5,"NF","YAR"
1983,6,5,"NF","YAR"
1984,5,5,"PF","YAR"
1985,5,5,"PF","YAR"
1986,5,5,"PF","YAR"
1987,5,5,"PF","YAR"
1988,5,5,"PF","YAR"
1989,5,5,"PF","YAR"
1972,7,7,"NF","YPR"
1973,7,7,"NF","YPR"
1974,7,7,"NF","YPR"
1975,7,7,"NF","YPR"
1976,7,7,"NF","YPR"
1977,7,7,"NF","YPR"
1978,6,7,"NF","YPR"
1979,6,7,"NF","YPR"
1980,6,7,"NF","YPR"
1982,6,7,"NF","YPR"
1983,6,7,"NF","YPR"
1984,6,7,"NF","YPR"
1985,6,7,"NF","YPR"
1986,6,7,"NF","YPR"
1987,6,7,"NF","YPR"
1988,7,7,"NF","YPR"
1989,7,7,"NF","YPR"
1992,6,5,"PF","YGS"
1993,6,6,"NF","YGS"
1994,6,6,"NF","YGS"
1995,6,6,"NF","YGS"
1996,6,6,"NF","YGS"
1997,6,6,"NF","YGS"
1998,6,6,"NF","YGS"
1999,5,5,"PF","YGS"
2000,4,4,"PF","YGS"
2001,3,3,"PF","YGS"
2002,3,2,"F","YGS"
2003,3,2,"F","YGS"
2004,3,2,"F","YGS"
2005,3,2,"F","YGS"
1972,6,6,"NF","YUG"
1973,6,6,"NF","YUG"
1974,6,6,"NF","YUG"
1975,6,6,"NF","YUG"
1976,6,6,"NF","YUG"
1977,6,5,"NF","YUG"
1978,6,5,"NF","YUG"
1979,6,5,"NF","YUG"
1980,6,5,"NF","YUG"
1982,6,5,"NF","YUG"
1983,6,5,"PF","YUG"
1984,6,5,"PF","YUG"
1985,6,5,"PF","YUG"
1986,6,5,"PF","YUG"
1987,6,5,"PF","YUG"
1988,5,5,"PF","YUG"
1989,5,4,"PF","YUG"
1990,5,4,"PF","YUG"
1991,6,5,"NF","YUG"
1972,5,5,"PF","ZAM"
1973,5,5,"PF","ZAM"
1974,5,4,"PF","ZAM"
1975,5,5,"PF","ZAM"
1976,5,5,"PF","ZAM"
1977,5,5,"PF","ZAM"
1978,5,5,"PF","ZAM"
1979,5,5,"PF","ZAM"
1980,5,6,"PF","ZAM"
1982,5,6,"PF","ZAM"
1983,5,6,"PF","ZAM"
1984,5,5,"PF","ZAM"
1985,5,5,"PF","ZAM"
1986,5,5,"PF","ZAM"
1987,5,5,"PF","ZAM"
1988,6,5,"PF","ZAM"
1989,6,5,"PF","ZAM"
1990,6,5,"PF","ZAM"
1991,2,3,"F","ZAM"
1992,2,3,"F","ZAM"
1993,3,4,"PF","ZAM"
1994,3,4,"PF","ZAM"
1995,3,4,"PF","ZAM"
1996,5,4,"PF","ZAM"
1997,5,4,"PF","ZAM"
1998,5,4,"PF","ZAM"
1999,5,4,"PF","ZAM"
2000,5,4,"PF","ZAM"
2001,5,4,"PF","ZAM"
2002,4,4,"PF","ZAM"
2003,4,4,"PF","ZAM"
2004,4,4,"PF","ZAM"
2005,4,4,"PF","ZAM"
2006,3,4,"PF","ZAM"
2007,3,4,"PF","ZAM"
2008,3,3,"PF","ZAM"
2009,3,4,"PF","ZAM"
2010,3,4,"PF","ZAM"
2011,3,4,"PF","ZAM"
2012,3,4,"PF","ZAM"
2013,3,4,"PF","ZAM"
1972,6,5,"NF","ZIM"
1973,6,5,"NF","ZIM"
1974,6,5,"NF","ZIM"
1975,6,5,"NF","ZIM"
1976,6,5,"NF","ZIM"
1977,6,5,"NF","ZIM"
1978,5,5,"PF","ZIM"
1979,4,4,"PF","ZIM"
1980,3,4,"PF","ZIM"
1982,3,5,"PF","ZIM"
1983,4,5,"PF","ZIM"
1984,4,5,"PF","ZIM"
1985,4,6,"PF","ZIM"
1986,4,6,"PF","ZIM"
1987,5,6,"PF","ZIM"
1988,6,5,"PF","ZIM"
1989,6,4,"PF","ZIM"
1990,6,4,"PF","ZIM"
1991,5,4,"PF","ZIM"
1992,5,4,"PF","ZIM"
1993,5,5,"PF","ZIM"
1994,5,5,"PF","ZIM"
1995,5,5,"PF","ZIM"
1996,5,5,"PF","ZIM"
1997,5,5,"PF","ZIM"
1998,5,5,"PF","ZIM"
1999,6,5,"PF","ZIM"
2000,6,5,"PF","ZIM"
2001,6,6,"NF","ZIM"
2002,6,6,"NF","ZIM"
2003,6,6,"NF","ZIM"
2004,7,6,"NF","ZIM"
2005,7,6,"NF","ZIM"
2006,7,6,"NF","ZIM"
2007,7,6,"NF","ZIM"
2008,7,6,"NF","ZIM"
2009,6,6,"NF","ZIM"
2010,6,6,"NF","ZIM"
2011,6,6,"NF","ZIM"
2012,6,6,"NF","ZIM"
2013,5,6,"NF","ZIM"
