"year","fiw.pr","fiw.cl","fiw.status","sftgcode"
1977,6,3,"PF","HON"
1978,6,3,"PF","HON"
1979,6,3,"PF","HON"
1980,4,3,"PF","HON"
1982,2,3,"F","HON"
1983,3,3,"PF","HON"
1984,2,3,"F","HON"
1985,2,3,"F","HON"
1986,2,3,"F","HON"
1987,2,3,"F","HON"
1988,2,3,"F","HON"
1989,2,3,"F","HON"
1990,2,3,"F","HON"
1991,2,3,"F","HON"
1992,2,3,"F","HON"
1993,3,3,"PF","HON"
1994,3,3,"PF","HON"
1995,3,3,"PF","HON"
1996,3,3,"PF","HON"
1997,2,3,"F","HON"
1998,2,3,"F","HON"
1999,3,3,"PF","HON"
2000,3,3,"PF","HON"
2001,3,3,"PF","HON"
2002,3,3,"PF","HON"
2003,3,3,"PF","HON"
2004,3,3,"PF","HON"
2005,3,3,"PF","HON"
2006,3,3,"PF","HON"
2007,3,3,"PF","HON"
2008,3,3,"PF","HON"
2009,4,4,"PF","HON"
2010,4,4,"PF","HON"
2011,4,4,"PF","HON"
2012,4,4,"PF","HON"
2013,4,4,"PF","HON"
1972,6,6,"NF","HUN"
1973,6,6,"NF","HUN"
1974,6,6,"NF","HUN"
1975,6,6,"NF","HUN"
1976,6,6,"NF","HUN"
1977,6,5,"NF","HUN"
1978,6,5,"NF","HUN"
1979,6,5,"NF","HUN"
1980,6,5,"NF","HUN"
1982,6,5,"NF","HUN"
1983,6,5,"NF","HUN"
1984,6,5,"PF","HUN"
1985,5,5,"PF","HUN"
1986,5,5,"PF","HUN"
1987,5,4,"PF","HUN"
1988,5,4,"PF","HUN"
1989,4,3,"PF","HUN"
1990,2,2,"F","HUN"
1991,2,2,"F","HUN"
1992,2,2,"F","HUN"
1993,1,2,"F","HUN"
1994,1,2,"F","HUN"
1995,1,2,"F","HUN"
1996,1,2,"F","HUN"
1997,1,2,"F","HUN"
1998,1,2,"F","HUN"
1999,1,2,"F","HUN"
2000,1,2,"F","HUN"
2001,1,2,"F","HUN"
2002,1,2,"F","HUN"
2003,1,2,"F","HUN"
2004,1,1,"F","HUN"
2005,1,1,"F","HUN"
2006,1,1,"F","HUN"
2007,1,1,"F","HUN"
2008,1,1,"F","HUN"
2009,1,1,"F","HUN"
2010,1,1,"F","HUN"
2011,1,2,"F","HUN"
2012,1,2,"F","HUN"
2013,1,2,"F","HUN"
1972,1,1,"F","ICE"
1973,1,1,"F","ICE"
1974,1,1,"F","ICE"
1975,1,1,"F","ICE"
1976,1,1,"F","ICE"
1977,1,1,"F","ICE"
1978,1,1,"F","ICE"
1979,1,1,"F","ICE"
1980,1,1,"F","ICE"
1982,1,1,"F","ICE"
1983,1,1,"F","ICE"
1984,1,1,"F","ICE"
1985,1,1,"F","ICE"
1986,1,1,"F","ICE"
1987,1,1,"F","ICE"
1988,1,1,"F","ICE"
1989,1,1,"F","ICE"
1990,1,1,"F","ICE"
1991,1,1,"F","ICE"
1992,1,1,"F","ICE"
1993,1,1,"F","ICE"
1994,1,1,"F","ICE"
1995,1,1,"F","ICE"
1996,1,1,"F","ICE"
1997,1,1,"F","ICE"
1998,1,1,"F","ICE"
1999,1,1,"F","ICE"
2000,1,1,"F","ICE"
2001,1,1,"F","ICE"
2002,1,1,"F","ICE"
2003,1,1,"F","ICE"
2004,1,1,"F","ICE"
2005,1,1,"F","ICE"
2006,1,1,"F","ICE"
2007,1,1,"F","ICE"
2008,1,1,"F","ICE"
2009,1,1,"F","ICE"
2010,1,1,"F","ICE"
2011,1,1,"F","ICE"
2012,1,1,"F","ICE"
2013,1,1,"F","ICE"
1972,2,3,"F","IND"
1973,2,3,"F","IND"
1974,2,3,"F","IND"
1975,2,5,"PF","IND"
1976,3,5,"PF","IND"
1977,2,2,"F","IND"
1978,2,2,"F","IND"
1979,2,2,"F","IND"
1980,2,3,"F","IND"
1982,2,3,"F","IND"
1983,2,3,"F","IND"
1984,2,3,"F","IND"
1985,2,3,"F","IND"
1986,2,3,"F","IND"
1987,2,3,"F","IND"
1988,2,3,"F","IND"
1989,2,3,"F","IND"
1990,2,3,"F","IND"
1991,3,4,"PF","IND"
1992,3,4,"PF","IND"
1993,4,4,"PF","IND"
1994,4,4,"PF","IND"
1995,4,4,"PF","IND"
1996,2,4,"PF","IND"
1997,2,4,"PF","IND"
1998,2,3,"F","IND"
1999,2,3,"F","IND"
2000,2,3,"F","IND"
2001,2,3,"F","IND"
2002,2,3,"F","IND"
2003,2,3,"F","IND"
2004,2,3,"F","IND"
2005,2,3,"F","IND"
2006,2,3,"F","IND"
2007,2,3,"F","IND"
2008,2,3,"F","IND"
2009,2,3,"F","IND"
2010,2,3,"F","IND"
2011,2,3,"F","IND"
2012,2,3,"F","IND"
2013,2,3,"F","IND"
1972,5,5,"PF","INS"
1973,5,5,"PF","INS"
1974,5,5,"PF","INS"
1975,5,5,"PF","INS"
1976,5,5,"PF","INS"
1977,5,5,"PF","INS"
1978,5,5,"PF","INS"
1979,5,5,"PF","INS"
1980,5,5,"PF","INS"
1982,5,5,"PF","INS"
1983,5,5,"PF","INS"
1984,5,6,"PF","INS"
1985,5,6,"PF","INS"
1986,5,6,"PF","INS"
1987,5,6,"PF","INS"
1988,5,5,"PF","INS"
1989,5,5,"PF","INS"
1990,6,5,"PF","INS"
1991,6,5,"PF","INS"
1992,6,5,"PF","INS"
1993,7,6,"NF","INS"
1994,7,6,"NF","INS"
1995,7,6,"NF","INS"
1996,7,5,"NF","INS"
1997,7,5,"NF","INS"
1998,6,4,"PF","INS"
1999,4,4,"PF","INS"
2000,3,4,"PF","INS"
2001,3,4,"PF","INS"
2002,3,4,"PF","INS"
2003,3,4,"PF","INS"
2004,3,4,"PF","INS"
2005,2,3,"F","INS"
2006,2,3,"F","INS"
2007,2,3,"F","INS"
2008,2,3,"F","INS"
2009,2,3,"F","INS"
2010,2,3,"F","INS"
2011,2,3,"F","INS"
2012,2,3,"F","INS"
2013,2,4,"PF","INS"
1972,5,6,"NF","IRN"
1973,5,6,"NF","IRN"
1974,5,6,"NF","IRN"
1975,6,6,"NF","IRN"
1976,6,6,"NF","IRN"
1977,6,5,"NF","IRN"
1978,5,5,"PF","IRN"
1979,5,5,"PF","IRN"
1980,5,5,"PF","IRN"
1982,6,6,"NF","IRN"
1983,6,6,"NF","IRN"
1984,5,6,"PF","IRN"
1985,5,6,"PF","IRN"
1986,5,6,"PF","IRN"
1987,5,6,"PF","IRN"
1988,5,6,"NF","IRN"
1989,6,5,"NF","IRN"
1990,6,5,"NF","IRN"
1991,6,5,"NF","IRN"
1992,6,6,"NF","IRN"
1993,6,7,"NF","IRN"
1994,6,7,"NF","IRN"
1995,6,7,"NF","IRN"
1996,6,7,"NF","IRN"
1997,6,7,"NF","IRN"
1998,6,6,"NF","IRN"
1999,6,6,"NF","IRN"
2000,6,6,"NF","IRN"
2001,6,6,"NF","IRN"
2002,6,6,"NF","IRN"
2003,6,6,"NF","IRN"
2004,6,6,"NF","IRN"
2005,6,6,"NF","IRN"
2006,6,6,"NF","IRN"
2007,6,6,"NF","IRN"
2008,6,6,"NF","IRN"
2009,6,6,"NF","IRN"
2010,6,6,"NF","IRN"
2011,6,6,"NF","IRN"
2012,6,6,"NF","IRN"
2013,6,6,"NF","IRN"
1972,7,7,"NF","IRQ"
1973,7,7,"NF","IRQ"
1974,7,7,"NF","IRQ"
1975,7,7,"NF","IRQ"
1976,7,7,"NF","IRQ"
1977,7,7,"NF","IRQ"
1978,7,6,"NF","IRQ"
1979,7,7,"NF","IRQ"
1980,6,7,"NF","IRQ"
1982,6,7,"NF","IRQ"
1983,6,7,"NF","IRQ"
1984,7,7,"NF","IRQ"
1985,7,7,"NF","IRQ"
1986,7,7,"NF","IRQ"
1987,7,7,"NF","IRQ"
1988,7,7,"NF","IRQ"
1989,7,6,"NF","IRQ"
1990,7,7,"NF","IRQ"
1991,7,7,"NF","IRQ"
1992,7,7,"NF","IRQ"
1993,7,7,"NF","IRQ"
1994,7,7,"NF","IRQ"
1995,7,7,"NF","IRQ"
1996,7,7,"NF","IRQ"
1997,7,7,"NF","IRQ"
1998,7,7,"NF","IRQ"
1999,7,7,"NF","IRQ"
2000,7,7,"NF","IRQ"
2001,7,7,"NF","IRQ"
2002,7,7,"NF","IRQ"
2003,7,5,"NF","IRQ"
2004,7,5,"NF","IRQ"
2005,6,5,"NF","IRQ"
2006,6,6,"NF","IRQ"
2007,6,6,"NF","IRQ"
2008,6,6,"NF","IRQ"
2009,5,6,"NF","IRQ"
2010,5,6,"NF","IRQ"
2011,5,6,"NF","IRQ"
2012,6,6,"NF","IRQ"
2013,5,6,"NF","IRQ"
1972,1,2,"F","IRE"
1973,1,2,"F","IRE"
1974,1,2,"F","IRE"
1975,1,2,"F","IRE"
1976,1,1,"F","IRE"
1977,1,1,"F","IRE"
1978,1,1,"F","IRE"
1979,1,1,"F","IRE"
1980,1,1,"F","IRE"
1982,1,1,"F","IRE"
1983,1,1,"F","IRE"
1984,1,1,"F","IRE"
1985,1,1,"F","IRE"
1986,1,1,"F","IRE"
1987,1,1,"F","IRE"
1988,1,1,"F","IRE"
1989,1,1,"F","IRE"
1990,1,1,"F","IRE"
1991,1,1,"F","IRE"
1992,1,1,"F","IRE"
1993,1,2,"F","IRE"
1994,1,2,"F","IRE"
1995,1,1,"F","IRE"
1996,1,1,"F","IRE"
1997,1,1,"F","IRE"
1998,1,1,"F","IRE"
1999,1,1,"F","IRE"
2000,1,1,"F","IRE"
2001,1,1,"F","IRE"
2002,1,1,"F","IRE"
2003,1,1,"F","IRE"
2004,1,1,"F","IRE"
2005,1,1,"F","IRE"
2006,1,1,"F","IRE"
2007,1,1,"F","IRE"
2008,1,1,"F","IRE"
2009,1,1,"F","IRE"
2010,1,1,"F","IRE"
2011,1,1,"F","IRE"
2012,1,1,"F","IRE"
2013,1,1,"F","IRE"
1972,2,3,"F","ISR"
1973,2,3,"F","ISR"
1974,2,3,"F","ISR"
1975,2,3,"F","ISR"
1976,2,3,"F","ISR"
1977,2,2,"F","ISR"
1978,2,2,"F","ISR"
1979,2,2,"F","ISR"
1980,2,2,"F","ISR"
1982,2,2,"F","ISR"
1983,2,2,"F","ISR"
1984,2,2,"F","ISR"
1985,2,2,"F","ISR"
1986,2,2,"F","ISR"
1987,2,2,"F","ISR"
1988,2,2,"F","ISR"
1989,2,2,"F","ISR"
1990,2,2,"F","ISR"
1991,2,2,"F","ISR"
1992,2,2,"F","ISR"
1993,1,3,"F","ISR"
1994,1,3,"F","ISR"
1995,1,3,"F","ISR"
1996,1,3,"F","ISR"
1997,1,3,"F","ISR"
1998,1,3,"F","ISR"
1999,1,2,"F","ISR"
2000,1,3,"F","ISR"
2001,1,3,"F","ISR"
2002,1,3,"F","ISR"
2003,1,3,"F","ISR"
2004,1,3,"F","ISR"
2005,1,2,"F","ISR"
2006,1,2,"F","ISR"
2007,1,2,"F","ISR"
2008,1,2,"F","ISR"
2009,1,2,"F","ISR"
2010,1,2,"F","ISR"
2011,1,2,"F","ISR"
2012,1,2,"F","ISR"
2013,1,2,"F","ISR"
1972,1,2,"F","ITA"
1973,1,2,"F","ITA"
1974,1,2,"F","ITA"
1975,1,2,"F","ITA"
1976,2,1,"F","ITA"
1977,2,2,"F","ITA"
1978,2,2,"F","ITA"
1979,2,2,"F","ITA"
1980,1,2,"F","ITA"
1982,1,2,"F","ITA"
1983,1,2,"F","ITA"
1984,1,1,"F","ITA"
1985,1,1,"F","ITA"
1986,1,1,"F","ITA"
1987,1,1,"F","ITA"
1988,1,1,"F","ITA"
1989,1,1,"F","ITA"
1990,1,1,"F","ITA"
1991,1,1,"F","ITA"
1992,1,2,"F","ITA"
1993,1,3,"F","ITA"
1994,1,2,"F","ITA"
1995,1,2,"F","ITA"
1996,1,2,"F","ITA"
1997,1,2,"F","ITA"
1998,1,2,"F","ITA"
1999,1,2,"F","ITA"
2000,1,2,"F","ITA"
2001,1,2,"F","ITA"
2002,1,1,"F","ITA"
2003,1,1,"F","ITA"
2004,1,1,"F","ITA"
2005,1,1,"F","ITA"
2006,1,1,"F","ITA"
2007,1,1,"F","ITA"
2008,1,2,"F","ITA"
2009,1,2,"F","ITA"
2010,1,2,"F","ITA"
2011,1,1,"F","ITA"
2012,2,1,"F","ITA"
2013,1,1,"F","ITA"
1972,1,2,"F","JAM"
1973,1,2,"F","JAM"
1974,1,2,"F","JAM"
1975,1,2,"F","JAM"
1976,1,3,"F","JAM"
1977,2,3,"F","JAM"
1978,2,3,"F","JAM"
1979,2,3,"F","JAM"
1980,2,3,"F","JAM"
1982,2,3,"F","JAM"
1983,2,3,"F","JAM"
1984,2,3,"F","JAM"
1985,2,3,"F","JAM"
1986,2,3,"F","JAM"
1987,2,2,"F","JAM"
1988,2,2,"F","JAM"
1989,2,2,"F","JAM"
1990,2,2,"F","JAM"
1991,2,2,"F","JAM"
1992,2,2,"F","JAM"
1993,2,3,"F","JAM"
1994,2,3,"F","JAM"
1995,2,3,"F","JAM"
1996,2,3,"F","JAM"
1997,2,3,"F","JAM"
1998,2,2,"F","JAM"
1999,2,2,"F","JAM"
2000,2,2,"F","JAM"
2001,2,3,"F","JAM"
2002,2,3,"F","JAM"
2003,2,3,"F","JAM"
2004,2,3,"F","JAM"
2005,2,3,"F","JAM"
2006,2,3,"F","JAM"
2007,2,3,"F","JAM"
2008,2,3,"F","JAM"
2009,2,3,"F","JAM"
2010,2,3,"F","JAM"
2011,2,3,"F","JAM"
2012,2,3,"F","JAM"
2013,2,3,"F","JAM"
1972,2,1,"F","JPN"
1973,2,1,"F","JPN"
1974,2,1,"F","JPN"
1975,2,1,"F","JPN"
1976,2,1,"F","JPN"
1977,2,1,"F","JPN"
1978,2,1,"F","JPN"
1979,2,1,"F","JPN"
1980,1,1,"F","JPN"
1982,1,1,"F","JPN"
1983,1,1,"F","JPN"
1984,1,1,"F","JPN"
1985,1,1,"F","JPN"
1986,1,1,"F","JPN"
1987,1,1,"F","JPN"
1988,1,1,"F","JPN"
1989,1,1,"F","JPN"
1990,1,1,"F","JPN"
1991,1,2,"F","JPN"
1992,1,2,"F","JPN"
1993,2,2,"F","JPN"
1994,2,2,"F","JPN"
1995,1,2,"F","JPN"
1996,1,2,"F","JPN"
1997,1,2,"F","JPN"
1998,1,2,"F","JPN"
1999,1,2,"F","JPN"
2000,1,2,"F","JPN"
2001,1,2,"F","JPN"
2002,1,2,"F","JPN"
2003,1,2,"F","JPN"
2004,1,2,"F","JPN"
2005,1,2,"F","JPN"
2006,1,2,"F","JPN"
2007,1,2,"F","JPN"
2008,1,2,"F","JPN"
2009,1,2,"F","JPN"
2010,1,2,"F","JPN"
2011,1,2,"F","JPN"
2012,1,2,"F","JPN"
2013,1,1,"F","JPN"
1972,6,6,"NF","JOR"
1973,6,6,"NF","JOR"
1974,6,6,"NF","JOR"
1975,6,6,"NF","JOR"
1976,6,6,"NF","JOR"
1977,6,6,"NF","JOR"
1978,6,6,"NF","JOR"
1979,6,6,"NF","JOR"
1980,6,6,"NF","JOR"
1982,6,6,"NF","JOR"
1983,6,6,"NF","JOR"
1984,5,5,"PF","JOR"
1985,5,5,"PF","JOR"
1986,5,5,"PF","JOR"
1987,5,5,"PF","JOR"
1988,6,5,"NF","JOR"
1989,5,5,"PF","JOR"
1990,5,5,"PF","JOR"
1991,4,4,"PF","JOR"
1992,3,3,"PF","JOR"
1993,4,4,"PF","JOR"
1994,4,4,"PF","JOR"
1995,4,4,"PF","JOR"
1996,4,4,"PF","JOR"
1997,4,4,"PF","JOR"
1998,4,5,"PF","JOR"
1999,4,4,"PF","JOR"
2000,4,4,"PF","JOR"
2001,5,5,"PF","JOR"
2002,6,5,"PF","JOR"
2003,5,5,"PF","JOR"
2004,5,4,"PF","JOR"
2005,5,4,"PF","JOR"
2006,5,4,"PF","JOR"
2007,5,4,"PF","JOR"
2008,5,5,"PF","JOR"
2009,6,5,"NF","JOR"
2010,6,5,"NF","JOR"
2011,6,5,"NF","JOR"
2012,6,5,"NF","JOR"
2013,6,5,"NF","JOR"
1991,5,4,"PF","KZK"
1992,5,5,"PF","KZK"
1993,6,4,"PF","KZK"
1994,6,5,"NF","KZK"
1995,6,5,"NF","KZK"
1996,6,5,"NF","KZK"
1997,6,5,"NF","KZK"
1998,6,5,"NF","KZK"
1999,6,5,"NF","KZK"
2000,6,5,"NF","KZK"
2001,6,5,"NF","KZK"
2002,6,5,"NF","KZK"
2003,6,5,"NF","KZK"
2004,6,5,"NF","KZK"
2005,6,5,"NF","KZK"
2006,6,5,"NF","KZK"
2007,6,5,"NF","KZK"
2008,6,5,"NF","KZK"
2009,6,5,"NF","KZK"
2010,6,5,"NF","KZK"
2011,6,5,"NF","KZK"
2012,6,5,"NF","KZK"
2013,6,5,"NF","KZK"
1972,5,4,"PF","KEN"
1973,5,4,"PF","KEN"
1974,5,4,"PF","KEN"
1975,5,5,"PF","KEN"
1976,5,5,"PF","KEN"
1977,5,5,"PF","KEN"
1978,5,4,"PF","KEN"
1979,5,4,"PF","KEN"
1980,5,4,"PF","KEN"
1982,5,5,"PF","KEN"
1983,5,5,"PF","KEN"
1984,6,5,"PF","KEN"
1985,6,5,"PF","KEN"
1986,6,5,"PF","KEN"
1987,6,6,"NF","KEN"
1988,6,6,"NF","KEN"
1989,6,6,"NF","KEN"
1990,6,6,"NF","KEN"
1991,6,6,"NF","KEN"
1992,4,5,"PF","KEN"
1993,5,6,"NF","KEN"
1994,6,6,"NF","KEN"
1995,7,6,"NF","KEN"
1996,7,6,"NF","KEN"
1997,6,6,"NF","KEN"
1998,6,5,"NF","KEN"
1999,6,5,"NF","KEN"
2000,6,5,"NF","KEN"
2001,6,5,"NF","KEN"
2002,4,4,"PF","KEN"
2003,3,3,"PF","KEN"
2004,3,3,"PF","KEN"
2005,3,3,"PF","KEN"
2006,3,3,"PF","KEN"
2007,4,3,"PF","KEN"
2008,4,3,"PF","KEN"
2009,4,4,"PF","KEN"
2010,4,3,"PF","KEN"
2011,4,3,"PF","KEN"
2012,4,4,"PF","KEN"
2013,4,4,"PF","KEN"
2009,5,4,"PF","KOS"
2010,5,4,"PF","KOS"
2011,5,4,"PF","KOS"
2012,5,4,"PF","KOS"
2013,5,4,"PF","KOS"
1972,4,4,"PF","KUW"
1973,4,3,"PF","KUW"
1974,4,3,"PF","KUW"
1975,4,3,"PF","KUW"
1976,6,5,"NF","KUW"
1977,6,4,"PF","KUW"
1978,6,4,"PF","KUW"
1979,6,4,"PF","KUW"
1980,6,4,"PF","KUW"
1982,4,4,"PF","KUW"
1983,4,4,"PF","KUW"
1984,4,4,"PF","KUW"
1985,4,4,"PF","KUW"
1986,6,5,"PF","KUW"
1987,6,5,"PF","KUW"
1988,6,5,"PF","KUW"
1989,6,4,"PF","KUW"
1990,7,7,"NF","KUW"
1991,6,5,"NF","KUW"
1992,5,5,"PF","KUW"
1993,5,5,"PF","KUW"
1994,5,5,"PF","KUW"
1995,5,5,"PF","KUW"
1996,5,5,"PF","KUW"
1997,5,5,"PF","KUW"
1998,5,5,"PF","KUW"
1999,4,5,"PF","KUW"
2000,4,5,"PF","KUW"
2001,4,5,"PF","KUW"
2002,4,5,"PF","KUW"
2003,4,5,"PF","KUW"
2004,4,5,"PF","KUW"
2005,4,5,"PF","KUW"
2006,4,4,"PF","KUW"
2007,4,4,"PF","KUW"
2008,4,4,"PF","KUW"
2009,4,4,"PF","KUW"
2010,4,5,"PF","KUW"
2011,4,5,"PF","KUW"
2012,5,5,"PF","KUW"
2013,5,5,"PF","KUW"
1991,5,4,"PF","KYR"
1992,4,2,"PF","KYR"
1993,5,3,"PF","KYR"
1994,4,3,"PF","KYR"
1995,4,4,"PF","KYR"
1996,4,4,"PF","KYR"
1997,4,4,"PF","KYR"
1998,5,5,"PF","KYR"
1999,5,5,"PF","KYR"
2000,6,5,"NF","KYR"
2001,6,5,"NF","KYR"
2002,6,5,"NF","KYR"
2003,6,5,"NF","KYR"
2004,6,5,"NF","KYR"
2005,5,4,"PF","KYR"
2006,5,4,"PF","KYR"
2007,5,4,"PF","KYR"
2008,5,4,"PF","KYR"
2009,6,5,"NF","KYR"
2010,5,5,"PF","KYR"
2011,5,5,"PF","KYR"
2012,5,5,"PF","KYR"
2013,5,5,"PF","KYR"
1972,5,5,"PF","LAO"
1973,5,5,"PF","LAO"
1974,5,5,"PF","LAO"
1975,6,6,"NF","LAO"
1976,7,7,"NF","LAO"
1977,7,7,"NF","LAO"
1978,7,7,"NF","LAO"
1979,7,7,"NF","LAO"
1980,7,7,"NF","LAO"
1982,7,7,"NF","LAO"
1983,7,7,"NF","LAO"
1984,7,7,"NF","LAO"
1985,7,7,"NF","LAO"
1986,7,7,"NF","LAO"
1987,7,7,"NF","LAO"
1988,6,6,"NF","LAO"
1989,6,7,"NF","LAO"
1990,6,7,"NF","LAO"
1991,6,7,"NF","LAO"
1992,7,6,"NF","LAO"
1993,7,6,"NF","LAO"
1994,7,6,"NF","LAO"
1995,7,6,"NF","LAO"
1996,7,6,"NF","LAO"
1997,7,6,"NF","LAO"
1998,7,6,"NF","LAO"
1999,7,6,"NF","LAO"
2000,7,6,"NF","LAO"
2001,7,6,"NF","LAO"
2002,7,6,"NF","LAO"
2003,7,6,"NF","LAO"
2004,7,6,"NF","LAO"
2005,7,6,"NF","LAO"
2006,7,6,"NF","LAO"
2007,7,6,"NF","LAO"
2008,7,6,"NF","LAO"
2009,7,6,"NF","LAO"
2010,7,6,"NF","LAO"
2011,7,6,"NF","LAO"
2012,7,6,"NF","LAO"
2013,7,6,"NF","LAO"
1991,2,3,"F","LAT"
1992,3,3,"PF","LAT"
1993,3,3,"PF","LAT"
1994,3,2,"F","LAT"
1995,2,2,"F","LAT"
1996,2,2,"F","LAT"
1997,1,2,"F","LAT"
1998,1,2,"F","LAT"
1999,1,2,"F","LAT"
2000,1,2,"F","LAT"
2001,1,2,"F","LAT"
2002,1,2,"F","LAT"
2003,1,2,"F","LAT"
2004,1,2,"F","LAT"
2005,1,1,"F","LAT"
2006,1,1,"F","LAT"
2007,2,1,"F","LAT"
2008,2,1,"F","LAT"
2009,2,1,"F","LAT"
2010,2,2,"F","LAT"
2011,2,2,"F","LAT"
2012,2,2,"F","LAT"
2013,2,2,"F","LAT"
1972,2,2,"F","LEB"
1973,2,2,"F","LEB"
1974,2,2,"F","LEB"
1975,4,4,"PF","LEB"
1976,4,4,"PF","LEB"
1977,4,4,"PF","LEB"
1978,4,4,"PF","LEB"
1979,4,4,"PF","LEB"
1980,4,4,"PF","LEB"
1982,5,4,"PF","LEB"
1983,5,4,"PF","LEB"
1984,5,4,"PF","LEB"
1985,5,4,"PF","LEB"
1986,5,4,"PF","LEB"
1987,6,5,"PF","LEB"
1988,6,5,"NF","LEB"
1989,6,5,"NF","LEB"
1990,6,5,"NF","LEB"
1991,6,4,"PF","LEB"
1992,5,4,"PF","LEB"
1993,6,5,"PF","LEB"
1994,6,5,"PF","LEB"
1995,6,5,"NF","LEB"
1996,6,5,"NF","LEB"
1997,6,5,"NF","LEB"
1998,6,5,"NF","LEB"
1999,6,5,"NF","LEB"
2000,6,5,"NF","LEB"
2001,6,5,"NF","LEB"
2002,6,5,"NF","LEB"
2003,6,5,"NF","LEB"
2004,6,5,"NF","LEB"
2005,5,4,"PF","LEB"
2006,5,4,"PF","LEB"
2007,5,4,"PF","LEB"
2008,5,4,"PF","LEB"
2009,5,3,"PF","LEB"
2010,5,3,"PF","LEB"
2011,5,4,"PF","LEB"
2012,5,4,"PF","LEB"
2013,5,4,"PF","LEB"
1972,7,4,"NF","LES"
1973,5,3,"PF","LES"
1974,5,4,"PF","LES"
1975,5,4,"PF","LES"
1976,5,4,"PF","LES"
1977,5,4,"PF","LES"
1978,5,5,"PF","LES"
1979,5,5,"PF","LES"
1980,5,5,"PF","LES"
1982,5,5,"PF","LES"
1983,5,5,"PF","LES"
1984,5,5,"PF","LES"
1985,5,5,"PF","LES"
1986,5,5,"PF","LES"
1987,5,6,"PF","LES"
1988,6,6,"NF","LES"
1989,6,5,"NF","LES"
1990,6,5,"NF","LES"
1991,6,4,"PF","LES"
1992,6,4,"PF","LES"
1993,3,4,"PF","LES"
1994,4,4,"PF","LES"
1995,4,4,"PF","LES"
1996,4,4,"PF","LES"
1997,4,4,"PF","LES"
1998,4,4,"PF","LES"
1999,4,4,"PF","LES"
2000,4,4,"PF","LES"
2001,4,4,"PF","LES"
2002,2,3,"F","LES"
2003,2,3,"F","LES"
2004,2,3,"F","LES"
2005,2,3,"F","LES"
2006,2,3,"F","LES"
2007,2,3,"F","LES"
2008,2,3,"F","LES"
2009,3,3,"PF","LES"
2010,3,3,"PF","LES"
2011,3,3,"PF","LES"
2012,2,3,"F","LES"
2013,2,3,"F","LES"
1972,6,6,"NF","LBR"
1973,6,5,"NF","LBR"
1974,6,3,"PF","LBR"
1975,6,4,"PF","LBR"
1976,6,4,"PF","LBR"
1977,6,4,"PF","LBR"
1978,6,5,"PF","LBR"
1979,6,5,"PF","LBR"
1980,6,6,"NF","LBR"
1982,6,6,"NF","LBR"
1983,5,5,"PF","LBR"
1984,6,5,"PF","LBR"
1985,5,5,"PF","LBR"
1986,5,5,"PF","LBR"
1987,5,5,"PF","LBR"
1988,5,5,"PF","LBR"
1989,6,5,"NF","LBR"
1990,7,7,"NF","LBR"
1991,7,6,"NF","LBR"
1992,7,6,"NF","LBR"
1993,6,6,"NF","LBR"
1994,7,6,"NF","LBR"
1995,7,6,"NF","LBR"
1996,7,6,"NF","LBR"
1997,4,5,"PF","LBR"
1998,4,5,"PF","LBR"
1999,4,5,"PF","LBR"
2000,5,6,"PF","LBR"
2001,6,6,"NF","LBR"
2002,6,6,"NF","LBR"
2003,6,6,"NF","LBR"
2004,5,4,"PF","LBR"
2005,4,4,"PF","LBR"
2006,3,4,"PF","LBR"
2007,3,4,"PF","LBR"
2008,3,4,"PF","LBR"
2009,3,4,"PF","LBR"
2010,3,4,"PF","LBR"
2011,3,4,"PF","LBR"
2012,3,4,"PF","LBR"
2013,3,4,"PF","LBR"
1972,7,6,"NF","LIB"
1973,7,7,"NF","LIB"
1974,7,7,"NF","LIB"
1975,7,6,"NF","LIB"
1976,7,6,"NF","LIB"
1977,6,6,"NF","LIB"
1978,6,6,"NF","LIB"
1979,6,6,"NF","LIB"
1980,6,7,"NF","LIB"
1982,6,6,"NF","LIB"
1983,6,6,"NF","LIB"
1984,6,6,"NF","LIB"
1985,6,6,"NF","LIB"
1986,6,6,"NF","LIB"
1987,6,6,"NF","LIB"
1988,6,6,"NF","LIB"
1989,7,7,"NF","LIB"
1990,7,7,"NF","LIB"
1991,7,7,"NF","LIB"
1992,7,7,"NF","LIB"
1993,7,7,"NF","LIB"
1994,7,7,"NF","LIB"
1995,7,7,"NF","LIB"
1996,7,7,"NF","LIB"
1997,7,7,"NF","LIB"
1998,7,7,"NF","LIB"
1999,7,7,"NF","LIB"
2000,7,7,"NF","LIB"
2001,7,7,"NF","LIB"
2002,7,7,"NF","LIB"
2003,7,7,"NF","LIB"
2004,7,7,"NF","LIB"
2005,7,7,"NF","LIB"
2006,7,7,"NF","LIB"
2007,7,7,"NF","LIB"
2008,7,7,"NF","LIB"
2009,7,7,"NF","LIB"
2010,7,7,"NF","LIB"
2011,7,6,"NF","LIB"
2012,4,5,"PF","LIB"
2013,4,5,"PF","LIB"
1991,2,3,"F","LIT"
1992,2,3,"F","LIT"
1993,1,3,"F","LIT"
1994,1,3,"F","LIT"
1995,1,2,"F","LIT"
1996,1,2,"F","LIT"
1997,1,2,"F","LIT"
1998,1,2,"F","LIT"
1999,1,2,"F","LIT"
2000,1,2,"F","LIT"
2001,1,2,"F","LIT"
2002,1,2,"F","LIT"
2003,1,2,"F","LIT"
2004,2,2,"F","LIT"
