"sftgcode","year","imr.raw","imr.normed"
"BOL",1984,84.4,1.48
"BOL",1985,83,1.49
"BOL",1986,81.7,1.55
"BOL",1987,80.4,1.57
"BOL",1988,79,1.59
"BOL",1989,77.7,1.66
"BOL",1990,76.4,1.7
"BOL",1991,73.6,1.66
"BOL",1992,72.3,1.75
"BOL",1993,70.2,1.72
"BOL",1994,68.2,1.71
"BOL",1995,66.3,1.72
"BOL",1996,64.4,1.71
"BOL",1997,62.5,1.8
"BOL",1998,60.7,1.81
"BOL",1999,59,1.81
"BOL",2000,57.3,1.78
"BOL",2001,55.8,1.82
"BOL",2002,54.3,1.84
"BOL",2003,52.8,1.87
"BOL",2004,51.4,1.87
"BOL",2005,50,1.87
"BOL",2006,48.6,1.95
"BOL",2007,47.3,1.92
"BOL",2008,46,1.9
"BOL",2009,44.7,1.91
"BOL",2010,43.4,1.92
"BOL",2011,42.2,1.91
"BOL",2012,40.9,1.93
"BOS",1992,22.1,0.53
"BOS",1993,22.2,0.54
"BOS",1994,22,0.55
"BOS",1995,21.7,0.56
"BOS",1996,14,0.37
"BOS",1997,15.6,0.45
"BOS",1998,15.8,0.47
"BOS",1999,15,0.46
"BOS",2000,10.1,0.31
"BOS",2001,7.5,0.24
"BOS",2002,9,0.31
"BOS",2003,8,0.28
"BOS",2004,7.3,0.27
"BOS",2005,7.3,0.27
"BOS",2006,7.4,0.3
"BOS",2007,6.9,0.28
"BOS",2008,7,0.29
"BOS",2009,6.5,0.28
"BOS",2010,6.4,0.28
"BOS",2011,6.2,0.28
"BOS",2012,6.1,0.29
"BOT",1966,NA,NA
"BOT",1967,80.1,0.78
"BOT",1968,78.7,0.77
"BOT",1969,77.4,0.77
"BOT",1970,76.1,0.78
"BOT",1971,74.7,0.79
"BOT",1972,73.4,0.83
"BOT",1973,72.1,0.84
"BOT",1974,70.7,0.86
"BOT",1975,69.4,0.86
"BOT",1976,68,0.81
"BOT",1977,66.7,0.82
"BOT",1978,65.4,0.86
"BOT",1979,64,0.88
"BOT",1980,62.7,0.92
"BOT",1981,61.4,0.95
"BOT",1982,58.4,0.95
"BOT",1983,55.6,0.95
"BOT",1984,53,0.93
"BOT",1985,50.5,0.91
"BOT",1986,48.1,0.91
"BOT",1987,45.9,0.9
"BOT",1988,43.2,0.87
"BOT",1989,40.7,0.87
"BOT",1990,38.6,0.86
"BOT",1991,37.1,0.84
"BOT",1992,35.9,0.87
"BOT",1993,35.2,0.86
"BOT",1994,34.9,0.87
"BOT",1995,34.8,0.9
"BOT",1996,34.6,0.92
"BOT",1997,34.2,0.98
"BOT",1998,33.6,1
"BOT",1999,32.8,1.01
"BOT",2000,31.7,0.98
"BOT",2001,30.7,1
"BOT",2002,29.5,1
"BOT",2003,28.3,1
"BOT",2004,27,0.98
"BOT",2005,21.9,0.82
"BOT",2006,15.6,0.63
"BOT",2007,14.3,0.58
"BOT",2008,13.4,0.55
"BOT",2009,12.6,0.54
"BOT",2010,11.8,0.52
"BOT",2011,11.1,0.51
"BOT",2012,10.5,0.49
"BRA",1955,134.2,1.36
"BRA",1956,131.9,1.36
"BRA",1957,129.6,1.36
"BRA",1958,127.2,1.4
"BRA",1959,124.9,1.37
"BRA",1960,122.5,1.25
"BRA",1961,120.1,1.01
"BRA",1962,117.8,1.01
"BRA",1963,115.4,1.03
"BRA",1964,113.1,1
"BRA",1965,110.7,0.99
"BRA",1966,108.4,0.99
"BRA",1967,106.1,1.03
"BRA",1968,103.8,1.01
"BRA",1969,101.4,1.01
"BRA",1970,97.9,1.01
"BRA",1971,95.8,1.02
"BRA",1972,93.7,1.06
"BRA",1973,91.7,1.07
"BRA",1974,89.8,1.09
"BRA",1975,87.9,1.09
"BRA",1976,84.6,1.01
"BRA",1977,81.5,1
"BRA",1978,78.5,1.04
"BRA",1979,75.6,1.04
"BRA",1980,72.8,1.06
"BRA",1981,70.2,1.08
"BRA",1982,67.8,1.11
"BRA",1983,65.4,1.11
"BRA",1984,63.1,1.11
"BRA",1985,60.9,1.09
"BRA",1986,58.5,1.11
"BRA",1987,56.3,1.1
"BRA",1988,54.1,1.09
"BRA",1989,52,1.11
"BRA",1990,49.9,1.11
"BRA",1991,48,1.08
"BRA",1992,45.6,1.1
"BRA",1993,43.3,1.06
"BRA",1994,41.1,1.03
"BRA",1995,39,1.01
"BRA",1996,37,0.98
"BRA",1997,35.2,1.01
"BRA",1998,33.4,1
"BRA",1999,31.7,0.97
"BRA",2000,30.1,0.93
"BRA",2001,29.2,0.95
"BRA",2002,28.3,0.96
"BRA",2003,27.4,0.97
"BRA",2004,26.5,0.97
"BRA",2005,25.7,0.96
"BRA",2006,24.9,1
"BRA",2007,24.1,0.98
"BRA",2008,23.3,0.96
"BRA",2009,22.6,0.96
"BRA",2010,21.8,0.96
"BRA",2011,21.2,0.96
"BRA",2012,20.5,0.96
"BUI",1962,NA,NA
"BUI",1963,157.1,1.4
"BUI",1964,154.5,1.37
"BUI",1965,156.1,1.39
"BUI",1966,149.4,1.37
"BUI",1967,146.9,1.43
"BUI",1968,144.4,1.4
"BUI",1969,142.9,1.42
"BUI",1970,139.5,1.43
"BUI",1971,136.8,1.45
"BUI",1972,189.7,2.15
"BUI",1973,145.2,1.7
"BUI",1974,129.2,1.56
"BUI",1975,130.2,1.61
"BUI",1976,128.2,1.53
"BUI",1977,126.3,1.56
"BUI",1978,124.4,1.64
"BUI",1979,122.5,1.69
"BUI",1980,118,1.72
"BUI",1981,114.1,1.76
"BUI",1982,110.4,1.8
"BUI",1983,108.5,1.84
"BUI",1984,106.8,1.88
"BUI",1985,105.2,1.89
"BUI",1986,103.7,1.97
"BUI",1987,102.2,2
"BUI",1988,101,2.03
"BUI",1989,99.8,2.14
"BUI",1990,98.4,2.19
"BUI",1991,96.6,2.18
"BUI",1992,94.7,2.29
"BUI",1993,149.8,3.67
"BUI",1994,114.9,2.88
"BUI",1995,88.6,2.3
"BUI",1996,87.9,2.34
"BUI",1997,85.7,2.47
"BUI",1998,83.6,2.49
"BUI",1999,81.8,2.51
"BUI",2000,80.1,2.49
"BUI",2001,78.2,2.56
"BUI",2002,76.4,2.6
"BUI",2003,74.7,2.64
"BUI",2004,73,2.66
"BUI",2005,71.3,2.67
"BUI",2006,69.6,2.8
"BUI",2007,68,2.77
"BUI",2008,66.4,2.74
"BUI",2009,64.9,2.77
"BUI",2010,63.4,2.8
"BUI",2011,61.8,2.8
"BUI",2012,60.3,2.84
"BUL",1955,76.1,0.77
"BUL",1956,71.7,0.74
"BUL",1957,67.1,0.7
"BUL",1958,73.1,0.8
"BUL",1959,60.9,0.67
"BUL",1960,52.7,0.54
"BUL",1961,48.4,0.41
"BUL",1962,46.4,0.4
"BUL",1963,57.3,0.51
"BUL",1964,53.7,0.48
"BUL",1965,51.1,0.46
"BUL",1966,54.3,0.5
"BUL",1967,56.7,0.55
"BUL",1968,49.3,0.48
"BUL",1969,53.9,0.54
"BUL",1970,49,0.5
"BUL",1971,42.2,0.45
"BUL",1972,43.4,0.49
"BUL",1973,43.6,0.51
"BUL",1974,40.2,0.49
"BUL",1975,36.4,0.45
"BUL",1976,36.9,0.44
"BUL",1977,37.6,0.46
"BUL",1978,34.7,0.46
"BUL",1979,31.7,0.44
"BUL",1980,35.4,0.52
"BUL",1981,32.5,0.5
"BUL",1982,30.7,0.5
"BUL",1983,27.3,0.46
"BUL",1984,23.7,0.42
"BUL",1985,26.2,0.47
"BUL",1986,24.2,0.46
"BUL",1987,23.7,0.46
"BUL",1988,21.3,0.43
"BUL",1989,21.9,0.47
"BUL",1990,21.8,0.48
"BUL",1991,24.1,0.54
"BUL",1992,21.9,0.53
"BUL",1993,20.2,0.49
"BUL",1994,26.5,0.66
"BUL",1995,23.3,0.6
"BUL",1996,25.3,0.67
"BUL",1997,26.7,0.77
"BUL",1998,23.6,0.7
"BUL",1999,23.3,0.72
"BUL",2000,24.6,0.76
"BUL",2001,23.7,0.78
"BUL",2002,22.9,0.78
"BUL",2003,22.1,0.78
"BUL",2004,21.3,0.78
"BUL",2005,20.6,0.77
"BUL",2006,19.9,0.8
"BUL",2007,19.2,0.78
"BUL",2008,18.5,0.76
"BUL",2009,17.9,0.76
"BUL",2010,17.3,0.76
"BUL",2011,16.7,0.76
"BUL",2012,16.1,0.76
"CAM",1955,223.9,2.26
"CAM",1956,219.9,2.28
"CAM",1957,216.1,2.26
"CAM",1958,212.2,2.33
"CAM",1959,208.5,2.28
"CAM",1960,204.8,2.09
"CAM",1961,201.1,1.69
"CAM",1962,197.5,1.7
"CAM",1963,194.8,1.73
"CAM",1964,192.2,1.7
"CAM",1965,189.6,1.69
"CAM",1966,187,1.71
"CAM",1967,184.4,1.79
"CAM",1968,181.9,1.77
"CAM",1969,179.4,1.78
"CAM",1970,198.8,2.04
"CAM",1971,204.2,2.17
"CAM",1972,209.8,2.37
"CAM",1973,215.5,2.52
"CAM",1974,221.3,2.68
"CAM",1975,298.3,3.69
"CAM",1976,293.1,3.49
"CAM",1977,287.9,3.55
"CAM",1978,282.8,3.73
"CAM",1979,262.2,3.61
"CAM",1980,228,3.33
"CAM",1981,197.6,3.05
"CAM",1982,190.7,3.12
"CAM",1983,184.1,3.13
"CAM",1984,177.7,3.12
"CAM",1985,171.4,3.08
"CAM",1986,165.4,3.14
"CAM",1987,159.5,3.12
"CAM",1988,153.9,3.1
"CAM",1989,148.4,3.17
"CAM",1990,143,3.18
"CAM",1991,137.9,3.11
"CAM",1992,132.9,3.21
"CAM",1993,128.1,3.14
"CAM",1994,123.4,3.09
"CAM",1995,118.9,3.08
"CAM",1996,110.5,2.94
"CAM",1997,102.6,2.95
"CAM",1998,95.3,2.84
"CAM",1999,88.4,2.72
"CAM",2000,82.1,2.55
"CAM",2001,76.1,2.49
"CAM",2002,70.6,2.4
"CAM",2003,68.7,2.43
"CAM",2004,66.9,2.44
"CAM",2005,65.1,2.44
"CAM",2006,63.4,2.54
"CAM",2007,61.7,2.51
"CAM",2008,60,2.48
"CAM",2009,58.4,2.49
"CAM",2010,56.9,2.51
"CAM",2011,55.5,2.52
"CAM",2012,54.1,2.54
"CAN",1955,31.3,0.32
"CAN",1956,31.9,0.33
"CAN",1957,30.9,0.32
"CAN",1958,30.2,0.33
"CAN",1959,28.4,0.31
"CAN",1960,27.3,0.28
"CAN",1961,27.2,0.23
"CAN",1962,27.6,0.24
"CAN",1963,26.3,0.23
"CAN",1964,24.7,0.22
"CAN",1965,23.6,0.21
"CAN",1966,23.1,0.21
"CAN",1967,22,0.21
"CAN",1968,20.8,0.2
"CAN",1969,19.3,0.19
"CAN",1970,18.8,0.19
"CAN",1971,17.5,0.19
"CAN",1972,17.1,0.19
"CAN",1973,15.5,0.18
"CAN",1974,15,0.18
"CAN",1975,13.7,0.17
"CAN",1976,13,0.15
"CAN",1977,12.4,0.15
"CAN",1978,12,0.16
"CAN",1979,10.9,0.15
"CAN",1980,10.5,0.15
"CAN",1981,9.6,0.15
"CAN",1982,9.1,0.15
"CAN",1983,8.5,0.14
"CAN",1984,8.1,0.14
"CAN",1985,8,0.14
"CAN",1986,7.9,0.15
"CAN",1987,7.3,0.14
"CAN",1988,7.2,0.15
"CAN",1989,7.1,0.15
"CAN",1990,6.8,0.15
"CAN",1991,6.4,0.14
"CAN",1992,6,0.14
"CAN",1993,6.2,0.15
"CAN",1994,6.4,0.16
"CAN",1995,6.1,0.16
"CAN",1996,5.4,0.14
"CAN",1997,5.5,0.16
"CAN",1998,5.4,0.16
"CAN",1999,5.2,0.16
"CAN",2000,5.2,0.16
"CAN",2001,5.3,0.17
"CAN",2002,5.3,0.18
"CAN",2003,5.3,0.19
"CAN",2004,5.3,0.19
"CAN",2005,5.2,0.2
"CAN",2006,5.2,0.21
"CAN",2007,5.1,0.21
"CAN",2008,5.1,0.21
"CAN",2009,5,0.22
"CAN",2010,5,0.22
"CAN",2011,4.9,0.22
"CAN",2012,4.9,0.23
"CAO",1960,123.5,1.26
"CAO",1961,122.5,1.03
"CAO",1962,121.5,1.05
"CAO",1963,120.5,1.07
"CAO",1964,119.5,1.06
"CAO",1965,118.5,1.06
"CAO",1966,117.5,1.07
"CAO",1967,116.5,1.13
"CAO",1968,115.5,1.12
"CAO",1969,114.5,1.14
"CAO",1970,113.5,1.17
"CAO",1971,112.5,1.2
"CAO",1972,111.5,1.26
"CAO",1973,110.5,1.29
"CAO",1974,109.5,1.33
"CAO",1975,108.5,1.34
"CAO",1976,104,1.24
"CAO",1977,101.4,1.25
"CAO",1978,98.8,1.3
"CAO",1979,96.3,1.33
"CAO",1980,93.9,1.37
"CAO",1981,91.5,1.41
"CAO",1982,89.2,1.46
"CAO",1983,86.9,1.48
"CAO",1984,84.8,1.49
"CAO",1985,82.6,1.49
"CAO",1986,80.6,1.53
"CAO",1987,80.2,1.57
"CAO",1988,79.9,1.61
"CAO",1989,79.7,1.7
"CAO",1990,79.5,1.77
"CAO",1991,79.5,1.79
"CAO",1992,79.7,1.93
"CAO",1993,80.1,1.96
"CAO",1994,80.5,2.02
"CAO",1995,81,2.1
"CAO",1996,81.2,2.16
"CAO",1997,81.4,2.34
"CAO",1998,81.3,2.43
"CAO",1999,81,2.49
"CAO",2000,78.9,2.45
"CAO",2001,76.7,2.51
"CAO",2002,74.6,2.53
"CAO",2003,72.5,2.56
"CAO",2004,70.5,2.57
"CAO",2005,68.5,2.57
"CAO",2006,67.2,2.7
"CAO",2007,65.8,2.68
"CAO",2008,64.6,2.66
"CAO",2009,63.3,2.7
"CAO",2010,62.2,2.74
"CAO",2011,60.9,2.76
"CAO",2012,59.7,2.81
"CAP",1975,NA,NA
"CAP",1976,NA,NA
"CAP",1977,NA,NA
"CAP",1978,NA,NA
"CAP",1979,NA,NA
"CAP",1980,61.1,0.89
"CAP",1981,59.2,0.91
"CAP",1982,57.3,0.94
"CAP",1983,55.4,0.94
"CAP",1984,53.7,0.94
"CAP",1985,52,0.93
"CAP",1986,50.3,0.95
"CAP",1987,48.7,0.95
"CAP",1988,47.1,0.95
"CAP",1989,45.6,0.98
"CAP",1990,44.1,0.98
"CAP",1991,42.7,0.96
"CAP",1992,41.3,1
"CAP",1993,40,0.98
"CAP",1994,39.9,1
"CAP",1995,39.8,1.03
"CAP",1996,39.7,1.06
"CAP",1997,39.7,1.14
"CAP",1998,39.6,1.18
"CAP",1999,39.5,1.21
"CAP",2000,39.4,1.22
"CAP",2001,38.1,1.24
"CAP",2002,36.8,1.25
"CAP",2003,35.5,1.26
"CAP",2004,34.3,1.25
"CAP",2005,33.2,1.24
"CAP",2006,32.1,1.29
"CAP",2007,31,1.26
"CAP",2008,29.9,1.23
"CAP",2009,28.9,1.23
"CAP",2010,27.9,1.23
"CAP",2011,26.9,1.22
"CAP",2012,26,1.22
"CEN",1960,NA,NA
"CEN",1961,159.5,1.34
"CEN",1962,157.1,1.35
"CEN",1963,154.7,1.37
"CEN",1964,152.4,1.35
"CEN",1965,150.1,1.34
"CEN",1966,147.7,1.35
"CEN",1967,145.3,1.41
"CEN",1968,142.9,1.39
"CEN",1969,140.6,1.4
"CEN",1970,138.3,1.42
"CEN",1971,136,1.45
"CEN",1972,133.6,1.51
"CEN",1973,131.2,1.53
"CEN",1974,128.8,1.56
"CEN",1975,126,1.56
"CEN",1976,123.6,1.47
"CEN",1977,121.2,1.49
"CEN",1978,118.9,1.57
"CEN",1979,116.6,1.61
"CEN",1980,114.4,1.67
"CEN",1981,112.2,1.73
"CEN",1982,110,1.8
"CEN",1983,107.9,1.84
"CEN",1984,106.8,1.88
"CEN",1985,105.8,1.9
"CEN",1986,104.9,1.99
"CEN",1987,103.8,2.03
"CEN",1988,102.9,2.07
"CEN",1989,101.9,2.18
"CEN",1990,104.9,2.33
"CEN",1991,108,2.43
"CEN",1992,111.2,2.69
"CEN",1993,114.5,2.81
"CEN",1994,118.1,2.96
"CEN",1995,121.7,3.15
"CEN",1996,125.3,3.33
"CEN",1997,124.8,3.59
"CEN",1998,124.3,3.71
"CEN",1999,123.7,3.8
"CEN",2000,123.1,3.82
"CEN",2001,122.5,4
"CEN",2002,120,4.07
"CEN",2003,117.4,4.15
"CEN",2004,114.9,4.19
"CEN",2005,112.4,4.21
"CEN",2006,110.2,4.43
"CEN",2007,108.1,4.4
"CEN",2008,106,4.37
"CEN",2009,103.8,4.43
"CEN",2010,101.6,4.48
"CEN",2011,99.4,4.51
"CEN",2012,97.2,4.57
"CHA",1960,NA,NA
"CHA",1961,174.1,1.46
"CHA",1962,173.4,1.49
"CHA",1963,172.7,1.53
"CHA",1964,172,1.52
"CHA",1965,170.4,1.52
"CHA",1966,168.9,1.55
"CHA",1967,167.3,1.63
"CHA",1968,165.8,1.61
"CHA",1969,167.3,1.66
"CHA",1970,168.8,1.74
"CHA",1971,170.4,1.81
"CHA",1972,171.9,1.94
"CHA",1973,173.4,2.03
"CHA",1974,175,2.12
"CHA",1975,176.6,2.18
"CHA",1976,178.1,2.12
"CHA",1977,179.7,2.22
"CHA",1978,181.3,2.39
"CHA",1979,182.9,2.52
"CHA",1980,184.6,2.7
"CHA",1981,181,2.79
"CHA",1982,177.5,2.9
"CHA",1983,174.1,2.96
"CHA",1984,170.7,3
"CHA",1985,167.4,3.01
"CHA",1986,157.5,2.99
"CHA",1987,148.1,2.9
"CHA",1988,139.2,2.8
"CHA",1989,131.3,2.81
"CHA",1990,123.8,2.75
"CHA",1991,116.7,2.63
"CHA",1992,110.1,2.66
"CHA",1993,110.8,2.72
"CHA",1994,111.4,2.79
"CHA",1995,112.1,2.91
"CHA",1996,112.8,3
"CHA",1997,113.6,3.27
"CHA",1998,114.3,3.41
"CHA",1999,115,3.53
"CHA",2000,113.4,3.52
"CHA",2001,111.9,3.65
"CHA",2002,110.3,3.75
"CHA",2003,108.8,3.85
"CHA",2004,107.2,3.91
"CHA",2005,105.6,3.95
"CHA",2006,103.8,4.17
"CHA",2007,102.1,4.15
"CHA",2008,100.4,4.14
"CHA",2009,98.7,4.21
"CHA",2010,97.1,4.28
"CHA",2011,95.3,4.32
"CHA",2012,93.6,4.41
"CHL",1955,115.3,1.17
"CHL",1956,107,1.11
"CHL",1957,110.5,1.16
"CHL",1958,117,1.29
"CHL",1959,113.6,1.24
"CHL",1960,119.5,1.22
"CHL",1961,106.4,0.9
"CHL",1962,109.2,0.94
"CHL",1963,100.3,0.89
"CHL",1964,103.7,0.92
"CHL",1965,97.3,0.87
"CHL",1966,98.5,0.9
"CHL",1967,94.7,0.92
"CHL",1968,87,0.85
"CHL",1969,83.1,0.83
"CHL",1970,82.2,0.84
"CHL",1971,73.9,0.79
"CHL",1972,72.7,0.82
"CHL",1973,65.8,0.77
"CHL",1974,65.2,0.79
"CHL",1975,57.6,0.71
"CHL",1976,56.6,0.67
"CHL",1977,50.1,0.62
"CHL",1978,40.1,0.53
"CHL",1979,37.9,0.52
"CHL",1980,33,0.48
"CHL",1981,27,0.42
"CHL",1982,24.9,0.41
"CHL",1983,22.2,0.38
"CHL",1984,20.6,0.36
"CHL",1985,20.4,0.37
"CHL",1986,20.2,0.38
"CHL",1987,19.7,0.39
"CHL",1988,20.4,0.41
"CHL",1989,18.2,0.39
"CHL",1990,17,0.38
"CHL",1991,15.2,0.34
"CHL",1992,14.9,0.36
"CHL",1993,13.7,0.34
"CHL",1994,12.6,0.31
"CHL",1995,11.5,0.3
"CHL",1996,11.7,0.31
"CHL",1997,10.4,0.3
"CHL",1998,10.8,0.32
"CHL",1999,10.5,0.32
"CHL",2000,9.1,0.28
"CHL",2001,8.7,0.28
"CHL",2002,8.1,0.28
"CHL",2003,8.2,0.29
"CHL",2004,8.8,0.32
"CHL",2005,8.3,0.31
"CHL",2006,8,0.32
"CHL",2007,8.2,0.33
"CHL",2008,8,0.33
"CHL",2009,7.9,0.34
"CHL",2010,7.7,0.34
"CHL",2011,7.5,0.34
"CHL",2012,7.4,0.35
"CHN",1955,106.4,1.08
"CHN",1956,102.4,1.06
"CHN",1957,93.9,0.98
"CHN",1958,95,1.05
"CHN",1959,152.3,1.67
"CHN",1960,176.3,1.8
"CHN",1961,190.1,1.6
"CHN",1962,117.4,1.01
"CHN",1963,77.2,0.69
"CHN",1964,84.8,0.75
"CHN",1965,76.1,0.68
"CHN",1966,68.9,0.63
"CHN",1967,74.2,0.72
"CHN",1968,63.6,0.62
"CHN",1969,49.6,0.49
"CHN",1970,54.5,0.56
"CHN",1971,48,0.51
"CHN",1972,56,0.63
"CHN",1973,48.3,0.57
"CHN",1974,50.7,0.61
"CHN",1975,56,0.69
"CHN",1976,53.5,0.64
"CHN",1977,48,0.59
"CHN",1978,49.1,0.65
"CHN",1979,40.9,0.56
"CHN",1980,48.9,0.71
"CHN",1981,49.3,0.76
"CHN",1982,48.6,0.79
"CHN",1983,47.8,0.81
"CHN",1984,47.1,0.83
"CHN",1985,46.3,0.83
"CHN",1986,45.6,0.87
"CHN",1987,44.8,0.88
"CHN",1988,44.1,0.89
"CHN",1989,43.3,0.93
"CHN",1990,42.7,0.95
"CHN",1991,41.2,0.93
"CHN",1992,39.8,0.96
"CHN",1993,38.4,0.94
"CHN",1994,37.1,0.93
"CHN",1995,35.8,0.93
"CHN",1996,34.6,0.92
"CHN",1997,33.4,0.96
"CHN",1998,32.3,0.96
"CHN",1999,31.2,0.96
"CHN",2000,30.1,0.93
"CHN",2001,27.5,0.9
"CHN",2002,25,0.85
"CHN",2003,22.8,0.81
"CHN",2004,20.8,0.76
"CHN",2005,19,0.71
"CHN",2006,18.5,0.74
"CHN",2007,18,0.73
"CHN",2008,17.5,0.72
"CHN",2009,17,0.72
"CHN",2010,16.5,0.73
"CHN",2011,16.1,0.73
"CHN",2012,15.6,0.74
"COL",1955,138.8,1.4
"COL",1956,135.7,1.4
"COL",1957,132.2,1.38
"COL",1958,129,1.42
"COL",1959,125.7,1.37
"COL",1960,122.4,1.25
"COL",1961,119.1,1
"COL",1962,115.8,1
"COL",1963,107.7,0.96
"COL",1964,104.6,0.93
"COL",1965,101.4,0.9
"COL",1966,98.3,0.9
"COL",1967,95.2,0.93
"COL",1968,92.2,0.9
"COL",1969,89.1,0.88
"COL",1970,86,0.88
"COL",1971,83,0.88
"COL",1972,80,0.9
"COL",1973,77,0.9
"COL",1974,73.4,0.89
"COL",1975,69.9,0.86
"COL",1976,66.6,0.79
"COL",1977,63.4,0.78
"COL",1978,60.4,0.8
"COL",1979,57.5,0.79
"COL",1980,54.8,0.8
"COL",1981,52.1,0.8
"COL",1982,49.6,0.81
"COL",1983,47.3,0.8
"COL",1984,45,0.79
"COL",1985,43.2,0.78
"COL",1986,41.4,0.79
"COL",1987,39.8,0.78
"COL",1988,38.2,0.77
"COL",1989,36.6,0.78
"COL",1990,35.2,0.78
"COL",1991,33.8,0.76
"COL",1992,32.4,0.78
"COL",1993,31.1,0.76
"COL",1994,29.8,0.75
"COL",1995,28.6,0.74
"COL",1996,27.4,0.73
"COL",1997,26.3,0.76
"COL",1998,25.2,0.75
"COL",1999,24.1,0.74
"COL",2000,23.1,0.72
"COL",2001,22.2,0.73
"COL",2002,21.3,0.72
"COL",2003,20.7,0.73
"COL",2004,20.1,0.73
"COL",2005,19.5,0.73
"COL",2006,19,0.76
"COL",2007,18.4,0.75
"COL",2008,17.9,0.74
"COL",2009,17.4,0.74
"COL",2010,16.9,0.74
"COL",2011,16.4,0.74
"COL",2012,15.9,0.75
"COM",1975,NA,NA
"COM",1976,120.9,1.44
"COM",1977,118.8,1.46
"COM",1978,116.7,1.54
"COM",1979,114.6,1.58
"COM",1980,112.4,1.64
"COM",1981,111.6,1.72
"COM",1982,110.7,1.81
"COM",1983,109.9,1.87
"COM",1984,109,1.91
"COM",1985,108.2,1.94
"COM",1986,107.4,2.04
"COM",1987,106.5,2.08
"COM",1988,105.7,2.13
"COM",1989,104.9,2.25
"COM",1990,104.1,2.31
"COM",1991,103.3,2.33
"COM",1992,101.7,2.46
"COM",1993,100.1,2.46
"COM",1994,98.6,2.47
"COM",1995,97,2.51
"COM",1996,95.5,2.54
"COM",1997,94,2.71
"COM",1998,92.5,2.76
"COM",1999,91.1,2.8
"COM",2000,89.7,2.78
"COM",2001,88.3,2.88
"COM",2002,86.9,2.95
"COM",2003,85.5,3.02
"COM",2004,84.2,3.07
"COM",2005,82.9,3.1
"COM",2006,80.8,3.24
"COM",2007,78.7,3.2
"COM",2008,76.7,3.17
"COM",2009,74.8,3.19
"COM",2010,72.8,3.21
"COM",2011,70.9,3.21
"COM",2012,69,3.25
"CON",1960,NA,NA
"CON",1961,168.4,1.42
"CON",1962,166.7,1.44
"CON",1963,165.1,1.47
"CON",1964,163.4,1.44
"CON",1965,161.7,1.44
"CON",1966,160,1.46
"CON",1967,158.3,1.54
"CON",1968,156.5,1.52
"CON",1969,154.8,1.54
"CON",1970,153.1,1.57
"CON",1971,151.3,1.61
"CON",1972,149.6,1.69
"CON",1973,147.8,1.73
"CON",1974,143.5,1.74
"CON",1975,141.8,1.75
"CON",1976,140.2,1.67
"CON",1977,138.6,1.71
"CON",1978,137,1.81
"CON",1979,135.5,1.87
"CON",1980,133.9,1.96
"CON",1981,132.4,2.04
"CON",1982,131,2.14
"CON",1983,129.7,2.2
"CON",1984,128.5,2.26
"CON",1985,127,2.28
"CON",1986,125.7,2.39
"CON",1987,124.6,2.44
"CON",1988,123.5,2.49
"CON",1989,122.4,2.62
"CON",1990,121.2,2.69
"CON",1991,119.5,2.69
"CON",1992,117.5,2.84
"CON",1993,115.4,2.83
"CON",1994,113.2,2.83
"CON",1995,110.9,2.87
"CON",1996,108.4,2.88
"CON",1997,106,3.05
"CON",1998,103.5,3.09
"CON",1999,101.1,3.11
"CON",2000,98.8,3.06
"CON",2001,96.4,3.15
"CON",2002,94.1,3.2
"CON",2003,91.9,3.25
"CON",2004,89.8,3.27
"CON",2005,87.8,3.28
"CON",2006,85.7,3.44
"CON",2007,83.6,3.4
"CON",2008,81.7,3.37
"CON",2009,79.8,3.41
"CON",2010,77.9,3.44
"CON",2011,76.1,3.45
"CON",2012,74.2,3.49
"COS",1955,99.2,1
"COS",1956,87.4,0.9
"COS",1957,95.6,1
"COS",1958,83.8,0.92
"COS",1959,83.4,0.91
"COS",1960,82.4,0.84
"COS",1961,76.1,0.64
"COS",1962,81.6,0.7
"COS",1963,85.7,0.76
"COS",1964,91.4,0.81
"COS",1965,79.9,0.71
"COS",1966,74.3,0.68
"COS",1967,70.5,0.68
"COS",1968,66.2,0.64
"COS",1969,74.1,0.74
"COS",1970,68.2,0.7
"COS",1971,62.1,0.66
"COS",1972,60.3,0.68
"COS",1973,46.8,0.55
"COS",1974,41.3,0.5
"COS",1975,41.5,0.51
"COS",1976,36.3,0.43
"COS",1977,30.7,0.38
"COS",1978,24.3,0.32
"COS",1979,23.9,0.33
"COS",1980,20.4,0.3
"COS",1981,19.5,0.3
"COS",1982,20.3,0.33
"COS",1983,19.9,0.34
"COS",1984,19.8,0.35
"COS",1985,19.9,0.36
"COS",1986,19.1,0.36
"COS",1987,18.5,0.36
"COS",1988,16.1,0.32
"COS",1989,15.3,0.33
"COS",1990,16.5,0.37
"COS",1991,15,0.34
"COS",1992,14.7,0.36
"COS",1993,14.7,0.36
"COS",1994,14.1,0.35
"COS",1995,14.3,0.37
"COS",1996,12.7,0.34
"COS",1997,12.5,0.36
"COS",1998,12.5,0.37
"COS",1999,12.9,0.39
"COS",2000,11,0.34
"COS",2001,11.6,0.38
"COS",2002,11.7,0.4
"COS",2003,11.1,0.39
"COS",2004,10,0.36
"COS",2005,10.6,0.4
"COS",2006,10.5,0.42
"COS",2007,11.1,0.45
"COS",2008,10.6,0.44
"COS",2009,10.1,0.43
"COS",2010,9.7,0.43
"COS",2011,9.5,0.43
"COS",2012,9.2,0.43
"CRO",1991,NA,NA
